date,ISO,topic,مأوى,أجرة السفر جوا,مطار بالقرب مني,قارب,قطار سريع,قافلة,محطة,حافلة,أمتعة السفر,الفندق,نزل,شقة مستأجرة,حركة السير,تذكرة,فندق صغير,القيادة,أجرة الطيران,الطرق,شاحنة,امشي الى إسرائيل,امشي الى لبنان,امشي الى الأردن,امشي الى العراق,امشي الى تركيا,امشي الى فلسطين,امشي الى سوريا,امشي الى مصر,امشي الى السعودية,امشي الى الكويت
2019-12-01,IQ,travel,0,0,0,25,0,2.0,21.0,6.0,0.0,78.0,54.0,0.0,0.0,15.428571428571427,0.0,30.0,0.0,87.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,IQ,travel,0,0,0,63,0,0.0,33.0,0.0,0.0,15.0,9.0,0.0,0.0,27.0,0.0,29.0,0.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,IQ,travel,28,0,0,47,0,0.0,19.0,5.0,0.0,80.0,55.0,0.0,0.0,19.166666666666668,0.0,28.333333333333336,0.0,101.66666666666667,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,IQ,travel,0,0,0,35,0,3.0,25.0,0.0,0.0,18.0,12.0,0.0,0.0,10.0,0.0,22.0,0.0,72.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,IQ,travel,27,0,0,42,0,0.0,28.0,9.0,0.0,67.5,72.0,0.0,0.0,9.0,0.0,30.272727272727273,0.0,180.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,IQ,travel,19,0,0,54,0,4.0,31.0,4.0,0.0,52.0,80.0,0.0,0.0,11.333333333333332,0.0,18.666666666666664,0.0,90.66666666666666,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,IQ,travel,77,0,0,13,0,0.0,37.0,4.0,0.0,72.0,48.0,0.0,0.0,9.333333333333332,0.0,40.0,0.0,112.0,9.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,IQ,travel,23,0,0,62,0,6.0,34.0,6.0,0.0,90.0,78.0,0.0,0.0,14.25,0.0,30.0,0.0,124.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,IQ,travel,59,0,0,57,0,7.0,26.0,7.0,0.0,105.0,91.0,0.0,0.0,12.6,0.0,16.799999999999997,0.0,102.19999999999999,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,IQ,travel,37,0,0,21,0,0.0,27.0,4.0,0.0,52.0,56.0,0.0,0.0,14.4,0.0,25.6,0.0,134.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,IQ,travel,36,0,0,57,0,6.0,33.0,4.0,0.0,64.0,52.0,0.0,0.0,7.333333333333333,0.0,22.0,0.0,105.33333333333333,10.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,IQ,travel,25,0,0,80,0,2.0,31.0,4.0,0.0,52.0,68.0,0.0,0.0,15.333333333333332,0.0,24.0,0.0,101.33333333333333,14.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,IQ,travel,55,0,0,34,0,0.0,31.0,5.0,0.0,70.0,75.0,0.0,0.0,10.0,0.0,16.42857142857143,0.0,125.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,IQ,travel,0,0,0,62,0,2.0,24.0,2.0,0.0,26.0,34.0,0.0,0.0,12.666666666666666,0.0,16.666666666666664,0.0,150.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,IQ,travel,0,0,0,27,0,0.0,26.0,2.0,0.0,26.0,44.0,0.0,0.0,16.666666666666664,0.0,28.0,0.0,172.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,IQ,travel,19,0,0,48,0,2.0,100.0,11.0,0.0,66.0,165.0,0.0,0.0,19.066666666666666,0.0,24.93333333333333,0.0,133.57142857142856,14.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,IQ,travel,22,0,0,68,0,3.0,50.0,0.0,0.0,11.0,27.0,0.0,0.0,28.0,0.0,32.0,0.0,67.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
