date,ISO,topic,مأوى,أجرة السفر جوا,مطار بالقرب مني,قارب,قطار سريع,قافلة,محطة,حافلة,أمتعة السفر,الفندق,نزل,شقة مستأجرة,حركة السير,تذكرة,فندق صغير,القيادة,أجرة الطيران,الطرق,شاحنة,امشي الى إسرائيل,امشي الى لبنان,امشي الى الأردن,امشي الى العراق,امشي الى تركيا,امشي الى فلسطين,امشي الى سوريا,امشي الى مصر
2022-08-01,LB,travel,25,0,0,50,0,4.0,33.0,0.0,0.0,28.0,68.0,0.0,0.0,31.161290322580644,0.0,18.967741935483872,0.0,38.9516129032258,10.016129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,LB,travel,0,0,0,92,0,0.0,12.0,0.0,0.0,21.0,56.0,0.0,0.0,19.173913043478258,0.0,26.478260869565215,0.0,37.21994884910485,5.63938618925831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,LB,travel,33,0,0,58,0,6.0,31.0,2.0,0.0,9.5,37.5,0.0,0.0,11.353658536585366,0.0,9.26829268292683,0.0,15.327439024390243,3.973780487804878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,LB,travel,19,0,0,19,0,2.0,19.0,0.0,0.0,15.0,47.0,0.0,0.0,21.176470588235293,0.0,22.058823529411764,0.0,24.520123839009287,12.260061919504643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,LB,travel,19,0,0,45,0,0.0,24.0,0.0,0.0,22.0,47.0,0.0,0.0,32.541666666666664,0.0,28.875,0.0,29.055059523809522,11.62202380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,LB,travel,34,0,0,35,0,0.0,17.0,5.0,0.0,5.0,45.0,0.0,0.0,20.666666666666664,0.0,19.0,0.0,27.279999999999998,9.919999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,LB,travel,0,0,0,15,0,4.0,20.0,0.0,0.0,14.0,65.0,0.0,0.0,20.533333333333335,0.0,17.733333333333334,0.0,30.800000000000004,27.37777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,LB,travel,0,0,0,17,0,2.0,27.0,2.0,0.0,10.666666666666666,65.33333333333333,0.0,0.0,14.628571428571426,0.0,13.409523809523808,0.0,25.40751879699248,4.6195488721804505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,LB,travel,0,0,0,28,0,4.0,23.0,2.0,0.0,7.333333333333333,66.66666666666666,0.0,0.0,9.386666666666667,0.0,6.453333333333333,0.0,19.495384615384616,6.498461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,LB,travel,0,0,0,52,0,0.0,20.0,3.0,0.0,14.399999999999999,32.4,0.0,0.0,10.799999999999999,0.0,22.43076923076923,0.0,24.48,12.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
