date,ISO,topic,مأوى,أجرة السفر جوا,مطار بالقرب مني,قارب,قطار سريع,قافلة,محطة,حافلة,أمتعة السفر,الفندق,نزل,شقة مستأجرة,حركة السير,تذكرة,فندق صغير,القيادة,أجرة الطيران,الطرق,شاحنة,امشي الى إسرائيل,امشي الى لبنان,امشي الى الأردن,امشي الى العراق,امشي الى تركيا,امشي الى فلسطين,امشي الى سوريا,امشي الى مصر,امشي الى السعودية,امشي الى الكويت
2019-11-01,KW,travel,0,0,0,32,0,1.0,31.0,0.0,0.0,18.0,45.0,0.0,0.0,45.0,0.0,148.5,0.0,55.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,KW,travel,0,0,0,0,0,0.0,21.0,2.0,0.0,7.333333333333333,14.666666666666666,0.0,0.0,11.733333333333333,0.0,49.86666666666666,0.0,15.399999999999999,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,KW,travel,21,0,0,15,0,1.0,20.0,0.0,0.0,24.0,45.0,0.0,0.0,56.0,0.0,132.0,0.0,55.63636363636363,6.545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,KW,travel,0,0,0,38,0,0.0,25.0,0.0,0.0,21.0,37.0,0.0,0.0,42.0,0.0,168.0,0.0,66.15,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,KW,travel,0,0,0,48,0,0.0,16.0,0.0,0.0,19.0,68.0,0.0,0.0,14.25,0.0,114.0,0.0,62.27777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,KW,travel,0,0,0,11,0,3.0,14.0,0.0,0.0,13.0,73.0,0.0,0.0,13.0,0.0,182.0,0.0,54.166666666666664,5.416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,KW,travel,0,0,0,29,0,1.0,20.0,1.0,0.0,4.333333333333333,28.0,0.0,0.0,5.777777777777778,0.0,37.55555555555556,0.0,10.833333333333334,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,KW,travel,0,0,0,0,0,0.0,17.0,4.0,0.0,7.2,20.400000000000002,0.0,0.0,10.8,0.0,79.2,0.0,16.094117647058823,3.388235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,KW,travel,0,0,0,59,0,0.0,22.0,0.0,0.0,8.0,53.0,0.0,0.0,16.0,0.0,188.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,KW,travel,0,0,0,86,0,0.0,21.0,0.0,0.0,4.0,54.0,0.0,0.0,20.0,0.0,152.0,0.0,39.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,KW,travel,0,0,0,22,0,0.0,23.0,1.0,0.0,3.75,17.75,0.0,0.0,3.75,0.0,45.0,0.0,10.714285714285714,1.6071428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,KW,travel,0,0,0,0,0,0.0,24.0,0.0,0.0,12.0,83.0,0.0,0.0,16.0,0.0,172.0,0.0,37.090909090909086,7.636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,KW,travel,0,0,0,35,0,0.0,20.0,0.0,0.0,9.0,68.0,0.0,0.0,18.0,0.0,180.0,0.0,85.5,7.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,KW,travel,0,0,0,0,0,3.0,24.0,0.0,0.0,17.0,84.0,0.0,0.0,17.0,0.0,170.0,0.0,62.6875,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
