date,country,topic,mudando a,huir de Colombia,huyendo de Colombia,como salir de Colombia,como irse de Colombia,lugar seguro en Brasil,lugar seguro en Perú,lugar seguro en Panamá,lugar seguro en Venezuela,lugar seguro en Ecuador,lugares seguros en Brasil,lugares seguros en Perú,lugares seguros en Panamá,lugares seguros en Venezuela,lugares seguros en Ecuador,lugar para quedarse en Brasil,lugar para quedarse en Perú,lugar para quedarse en Panamá,lugar para quedarse en Venezuela,lugar para quedarse en Ecuador,lugares para quedarse en Brasil,lugares para quedarse en Perú,lugares para quedarse en Panamá,lugares para quedarse en Venezuela,lugares para quedarse en Ecuador,refugio seguro en Brasil,refugio seguro en Perú,refugio seguro en Panamá,refugio seguro en Venezuela,refugio seguro en Ecuador,refugiado,refugiado de Colombia,refugiada,refugiada de Colombia,asilo,asilo en Brasil,asilo en Perú,asilo en Panamá,asilo en Venezuela,asilo en Ecuador,emergencia en Colombia,yéndose de Colombia,saliendo de Colombia,camino seguro de Colombia,camino seguro a Brasil,camino seguro a Perú,camino seguro a Panamá,camino seguro a Venezuela,camino seguro a Ecuador,ruta segura de Colombia,ruta segura a Brasil,ruta segura a Perú,ruta segura a Panamá,ruta segura a Venezuela,ruta segura a Ecuador,tener que salir de Colombia,tengo que salir de Colombia,salvoconducto,salida,salida de Colombia,ayúdame a salir de Colombia,necesito ayuda para salir de Colombia,como salir mañana,tengo que irme de Colombia
2021-05-01,COL,general,0,0,0,62,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,13.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,4.0,76.0,3.0,0.0,0.0,0.0,0.0
2021-06-01,COL,general,0,0,0,48,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,8.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,3.0,70.0,4.0,0.0,0.0,0.0,0.0
2021-07-01,COL,general,0,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,13.0,0.0,331.5,0.0,0.0,0.0,0.0,0.0,110.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,70.0,4.0,0.0,0.0,0.0,0.0
2021-08-01,COL,general,0,0,0,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,12.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,3.0,80.0,3.0,0.0,0.0,0.0,0.0
2021-09-01,COL,general,0,0,0,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,14.0,20.0,0.0,353.33333333333337,0.0,0.0,0.0,0.0,0.0,140.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,72.0,3.0,0.0,0.0,0.0,0.0
2021-10-01,COL,general,0,0,0,44,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,13.0,9.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,10.227272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,75.0,4.0,0.0,0.0,0.0,0.0
2021-11-01,COL,general,0,0,0,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,6.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,2.0,73.0,3.0,0.0,0.0,0.0,0.0
2021-12-01,COL,general,0,0,0,21,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,4.0,0.0,0.0,0.0,0.0
2022-01-01,COL,general,0,0,0,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,3.0,67.0,6.0,0.0,0.0,0.0,0.0
2022-02-01,COL,general,0,0,0,50,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,6.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,2.0,98.0,5.0,0.0,0.0,0.0,0.0
2022-03-01,COL,general,0,0,0,59,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,6.0,10.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,7.307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,93.0,5.0,0.0,0.0,0.0,0.0
2022-04-01,COL,general,0,0,0,53,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,10.0,6.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,2.0,83.0,5.0,0.0,0.0,0.0,0.0
2022-05-01,COL,general,0,0,0,65,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,14.0,8.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,25.904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,68.0,2.0,84.0,5.0,0.0,0.0,0.0,0.0
2022-06-01,COL,general,0,0,0,51,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,9.0,11.0,0.0,990.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,81.0,6.0,0.0,0.0,0.0,0.0
2022-07-01,COL,general,0,0,0,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,10.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,79.0,6.0,0.0,0.0,0.0,0.0
2022-08-01,COL,general,0,0,0,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,15.0,0.0,607.5,0.0,0.0,0.0,0.0,0.0,165.0,0.0,21.315789473684212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,82.0,5.0,0.0,0.0,0.0,0.0
2022-09-01,COL,general,0,0,0,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.0,6.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,21.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,80.0,4.0,0.0,0.0,0.0,0.0
2022-10-01,COL,general,0,0,0,52,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17.0,7.0,0.0,546.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,7.411764705882352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,82.0,2.0,75.0,4.0,0.0,0.0,0.0,0.0
2022-11-01,COL,general,0,0,0,33,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,10.0,24.0,0.0,488.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,25.573770491803277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,2.0,73.0,5.0,0.0,0.0,0.0,0.0
2022-12-01,COL,general,0,0,0,28,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,14.0,0.0,399.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,54.0,2.0,64.0,5.0,0.0,0.0,0.0,0.0
2023-01-01,COL,general,0,0,0,57,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,9.0,0.0,693.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,20.454545454545457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,52.0,2.0,68.0,5.0,0.0,0.0,0.0,0.0
2023-02-01,COL,general,0,0,0,52,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,8.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,61.0,2.0,80.0,4.0,0.0,0.0,0.0,0.0
2023-03-01,COL,general,0,0,0,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,10.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,3.0,88.0,4.0,0.0,0.0,0.0,0.0
2023-04-01,COL,general,0,0,0,43,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,18.0,5.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,83.0,5.0,0.0,0.0,0.0,0.0
2023-05-01,COL,general,0,0,0,63,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,15.0,7.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,19.444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,84.0,4.0,0.0,0.0,0.0,0.0
