,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,19,38,13,5,25,29,25,27,19,0,100,0,0,0,0,96,0,2,0,2,96,0,2,2,0,56,1,0,43,0,90,4,4,2,0,100,0,0,0,0,92,4,2,0,2,94,0,0,2,4,94,2,2,2,0,38,0,0,62,0,88,4,4,2,2,94,2,2,2,0,90,10
1,Chernihivs'ka oblast,UA-74,19,31,12,3,35,26,29,24,21,0,100,0,0,0,0,100,0,0,0,0,62,0,4,34,0,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,3,0,97,0,3,0,0,46,1,3,50,0,93,7,0,0,0,93,0,0,7,0,97,0,0,0,3,100,0
2,Chernivets'ka oblast,UA-77,20,27,16,2,35,25,34,34,7,0,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,69,0,1,0,30,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,2,2,96,0,2,2,0,59,0,1,0,40,98,0,0,2,0,100,0,0,0,0,98,2
3,Crimea,UA-43,18,31,19,2,30,28,40,32,0,0,100,0,0,0,0,52,0,0,48,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,36,15,2,26,35,32,32,1,0,93,0,7,0,0,99,1,0,0,0,99,0,0,0,1,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,88,0,1,0,11,99,0,0,1,0,99,0,0,0,1,100,0,0,0,0,98,2,0,0,0,99,0,1,0,0,99,1
5,Donetsk Oblast,UA-14,23,32,18,3,24,31,36,32,1,0,98,0,0,2,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,7,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,25,28,24,4,19,23,29,33,15,0,100,0,0,0,0,96,2,2,0,0,96,2,2,0,0,96,0,0,0,4,47,0,0,0,53,94,4,0,2,0,100,0,0,0,0,88,2,0,8,2,98,0,2,0,0,96,0,0,0,4,36,0,0,0,64,88,10,0,2,0,98,2
7,Kharkiv Oblast,UA-63,18,33,18,2,29,32,29,37,0,2,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,89,0,11,0,0,98,1,1,0,0,99,0,1,0,0,100,0,0,0,0,98,1,1,0,0,100,0,0,0,0,99,1
8,Khersons'ka oblast,UA-65,20,29,21,2,28,29,31,40,0,0,95,5,0,0,0,95,0,0,5,0,69,0,4,0,27,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,0,5,0,97,0,3,0,0,59,1,0,0,40,97,0,0,3,0,100,0,0,0,0,97,0,3,0,0,95,5
9,Khmel'nyts'ka oblast,UA-68,18,40,15,2,25,36,28,25,11,0,100,0,0,0,0,98,0,0,2,0,84,8,8,0,0,46,0,54,0,0,94,2,0,2,2,96,4,0,0,0,96,2,0,2,0,96,2,0,2,0,90,0,10,0,0,37,0,63,0,0,88,2,2,6,2,88,8,0,0,4,90,10
10,Kirovohrads'ka oblast,UA-35,13,32,25,1,29,35,33,24,8,0,100,0,0,0,0,93,7,0,0,0,89,7,4,0,0,96,0,0,4,0,100,0,0,0,0,56,0,0,44,0,96,0,0,4,0,93,0,0,7,0,89,0,7,0,4,93,3,0,4,0,100,0,0,0,0,48,0,2,50,0,100,0
11,Kyiv city,UA-30,19,34,17,3,27,22,20,25,33,0,99,0,0,0,1,97,2,0,1,0,97,1,1,1,0,98,1,1,0,0,97,2,0,1,0,98,1,0,0,1,94,3,1,2,0,93,1,1,5,0,96,0,3,1,0,95,2,1,2,0,93,3,1,2,1,95,2,0,0,3,91,9
12,Kyivs'ka oblast,UA-32,21,33,16,4,26,20,23,21,36,0,100,0,0,0,0,99,0,0,1,0,97,1,2,0,0,98,0,1,1,0,99,0,1,0,0,98,0,0,2,0,68,31,0,1,0,97,1,1,0,1,97,1,2,0,0,95,1,1,3,0,96,2,2,0,0,94,0,1,3,2,58,42
13,Luhans'ka oblast,UA-09,22,30,17,4,27,34,31,33,2,0,100,0,0,0,0,82,0,0,0,18,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,98,0,2,0,0,74,26,0,0,0,98,2,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,19,32,18,3,28,26,32,35,7,0,100,0,0,0,0,51,49,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,94,2,2,0,2,98,0,1,1,0,41,0,0,59,0,98,0,2,0,0,100,0,0,0,0,99,0,0,1,0,92,4,2,0,2,100,0
15,Mykolaivs'ka oblast,UA-48,22,29,21,3,25,26,34,37,3,0,100,0,0,0,0,79,0,21,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,68,0,1,0,31,99,0,0,0,1,95,0,0,4,1,99,0,0,1,0,95,0,1,0,4,100,0
16,Odessa Oblast,UA-51,21,33,14,4,28,32,32,35,1,0,93,7,0,0,0,99,0,0,1,0,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,82,0,0,18,0,100,0,0,0,0,96,0,2,0,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
17,Poltavs'ka oblast,UA-53,19,33,16,4,28,34,28,29,8,1,95,4,1,0,0,99,1,0,0,0,100,0,0,0,0,63,35,0,2,0,97,0,3,0,0,100,0,0,0,0,92,0,3,4,1,99,0,0,1,0,97,0,3,0,0,44,52,0,3,1,95,0,4,1,0,99,0,1,0,0,95,5
18,Rivnens'ka oblast,UA-56,20,30,18,8,24,26,26,28,20,0,97,0,0,3,0,94,0,0,3,3,94,0,6,0,0,97,0,0,3,0,35,0,0,65,0,91,0,0,0,9,100,0,0,0,0,91,3,0,3,3,94,3,0,0,3,97,0,0,3,0,26,0,0,74,0,84,0,0,0,16,94,6
19,Sevastopol' city,UA-40,24,31,14,7,24,30,46,24,0,0,100,0,0,0,0,6,0,0,94,0,97,0,3,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,18,33,14,2,33,31,33,29,7,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,2,0,0,0,82,0,18,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,100,0,0,0,0,96,2,0,2,0,55,0,45,0,0,98,2,0,0,0,98,2
21,Ternopil's'ka oblast,UA-61,22,34,11,1,32,24,34,32,10,0,99,0,0,0,1,99,1,0,0,0,95,0,5,0,0,95,0,5,0,0,100,0,0,0,0,54,46,0,0,0,99,0,0,1,0,95,0,1,4,0,99,0,0,0,1,93,0,7,0,0,95,0,4,1,0,46,54,0,0,0,95,5
22,Vinnyts'ka oblast,UA-05,21,29,18,2,30,27,32,28,13,0,98,1,0,0,1,100,0,0,0,0,49,51,0,0,0,98,1,1,0,0,98,1,0,1,0,100,0,0,0,0,95,0,1,4,0,98,0,1,1,0,41,0,59,0,0,97,1,1,1,0,97,2,0,1,0,99,1,0,0,0,94,6
23,Volyns'ka oblast,UA-07,19,35,22,5,19,36,21,31,12,0,96,4,0,0,0,84,12,0,4,0,96,0,4,0,0,100,0,0,0,0,87,0,0,13,0,32,0,0,0,68,96,0,0,4,0,77,0,0,23,0,100,0,0,0,0,100,0,0,0,0,75,0,3,22,0,25,1,0,0,74,100,0
24,Zakarpats'ka oblast,UA-21,44,23,11,2,20,30,35,29,6,0,100,0,0,0,0,97,3,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,83,0,17,0,0,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,97,0,3,0,0,72,0,28,0,0,100,0
25,Zaporiz'ka oblast,UA-23,19,33,16,4,28,35,33,30,2,0,95,0,0,0,5,99,0,0,1,0,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,1,1,86,0,14,0,0,98,0,1,0,1,97,1,1,1,0,99,0,1,0,0,97,0,1,1,1,100,0
26,Zhytomyrs'ka oblast,UA-18,22,38,11,8,21,32,24,27,17,0,100,0,0,0,0,100,0,0,0,0,91,3,3,3,0,100,0,0,0,0,52,48,0,0,0,97,0,0,0,3,100,0,0,0,0,94,0,0,6,0,94,0,3,3,0,97,0,3,0,0,35,65,0,0,0,94,0,0,3,3,81,19
