,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,20,28,25,4,23,24,24,30,21,1,97,1,0,2,0,97,0,1,2,0,94,3,0,0,3,53,0,0,47,0,100,0,0,0,0,95,0,0,1,4,84,12,3,1,0,91,5,1,0,3,94,0,3,0,3,41,0,0,59,0,99,0,0,0,1,94,0,0,1,5,85,15
1,Chernihivs'ka oblast,UA-74,10,37,21,0,32,29,12,17,42,0,100,0,0,0,0,100,0,0,0,0,34,0,8,58,0,80,20,0,0,0,80,0,20,0,0,100,0,0,0,0,81,19,0,0,0,100,0,0,0,0,31,0,0,69,0,67,17,16,0,0,81,0,19,0,0,80,0,20,0,0,67,33
2,Chernivets'ka oblast,UA-77,19,35,15,3,28,32,20,31,17,0,100,0,0,0,0,96,0,0,4,0,100,0,0,0,0,58,1,0,0,41,94,0,2,0,4,96,2,0,0,2,96,4,0,0,0,100,0,0,0,0,100,0,0,0,0,48,1,0,0,51,89,2,1,2,6,92,2,0,2,4,96,4
3,Crimea,UA-43,25,32,18,2,23,29,40,31,0,0,100,0,0,0,0,45,0,0,55,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,32,19,3,27,29,30,34,7,0,85,1,12,1,1,92,2,0,5,1,97,2,0,0,1,98,0,0,1,1,96,0,2,2,0,98,1,0,0,1,79,2,3,2,14,93,2,1,4,0,93,2,3,0,2,95,1,0,3,1,93,0,3,3,1,95,2,0,1,2,96,4
5,Donetsk Oblast,UA-14,23,34,16,2,25,33,35,32,0,0,94,0,0,6,0,93,1,0,6,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,90,9,0,1,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,99,0,0,1,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,23,37,11,1,28,31,26,30,13,0,100,0,0,0,0,92,5,2,1,0,92,2,4,0,2,99,0,1,0,0,58,0,1,0,41,95,0,2,0,3,91,5,2,2,0,83,0,0,15,2,95,0,3,0,2,99,0,1,0,0,43,0,0,1,56,95,0,2,0,3,93,7
7,Kharkiv Oblast,UA-63,18,30,17,2,33,30,29,32,1,8,99,0,0,1,0,99,0,0,1,0,97,0,3,0,0,99,1,0,0,0,99,1,0,0,0,99,0,0,0,1,75,0,25,0,0,99,1,0,0,0,100,0,0,0,0,97,3,0,0,0,99,1,0,0,0,96,0,0,0,4,99,1
8,Khersons'ka oblast,UA-65,24,32,8,0,36,31,36,33,0,0,95,5,0,0,0,95,0,0,5,0,68,0,0,0,32,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,90,0,5,5,0,100,0,0,0,0,59,0,0,0,41,95,0,0,0,5,100,0,0,0,0,95,0,0,0,5,90,10
9,Khmel'nyts'ka oblast,UA-68,16,33,18,1,32,28,25,27,20,0,93,0,4,1,2,93,2,1,4,0,90,5,5,0,0,50,0,47,2,1,93,6,0,1,0,90,1,0,2,7,84,9,3,1,3,87,1,5,6,1,93,0,5,2,0,39,0,59,2,0,90,5,0,4,1,85,3,2,1,9,90,10
