,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,21,38,13,1,27,31,20,31,18,0,98,2,0,0,0,93,2,0,5,0,90,10,0,0,0,61,1,2,35,1,95,0,2,3,0,98,0,0,2,0,84,12,0,4,0,95,2,0,3,0,86,2,12,0,0,55,1,2,41,1,93,0,5,2,0,98,0,0,2,0,86,14
1,Chernihivs'ka oblast,UA-74,17,39,13,0,31,39,13,13,35,0,100,0,0,0,0,100,0,0,0,0,45,0,0,55,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,82,18,0,0,0,100,0,0,0,0,38,0,0,62,0,82,0,9,0,9,100,0,0,0,0,100,0,0,0,0,82,18
2,Chernivets'ka oblast,UA-77,15,39,18,5,23,24,23,39,14,0,88,8,4,0,0,96,4,0,0,0,92,4,4,0,0,62,0,6,0,32,96,0,0,0,4,88,4,0,0,8,76,14,0,7,3,84,4,0,4,8,92,0,4,4,0,53,0,7,0,40,81,11,0,0,8,81,7,0,0,12,78,22
3,Crimea,UA-43,28,33,18,0,21,31,38,31,0,0,100,0,0,0,0,44,0,0,56,0,97,0,3,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,17,35,17,3,28,33,34,29,3,1,91,0,9,0,0,95,2,1,2,0,98,0,1,1,0,92,1,4,0,3,96,2,2,0,0,98,0,1,1,0,83,2,4,1,10,94,0,2,3,1,95,1,1,1,2,90,2,4,2,2,92,2,4,1,1,98,0,1,1,0,95,5
5,Donetsk Oblast,UA-14,18,32,15,1,34,34,36,30,0,0,98,0,0,2,0,93,0,0,7,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,2,0,0,0,95,0,4,0,1,98,0,0,0,2,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,14,44,17,3,22,24,22,30,24,0,100,0,0,0,0,97,3,0,0,0,91,3,3,3,0,97,0,0,3,0,57,3,0,0,40,94,0,3,3,0,86,12,0,2,0,91,0,3,6,0,91,0,3,6,0,94,0,0,3,3,39,2,0,0,59,94,0,3,3,0,84,16
7,Kharkiv Oblast,UA-63,14,32,11,0,43,29,29,34,2,6,97,0,0,3,0,91,3,0,6,0,97,3,0,0,0,94,3,0,3,0,100,0,0,0,0,100,0,0,0,0,76,2,22,0,0,94,3,0,3,0,97,0,3,0,0,94,3,0,3,0,100,0,0,0,0,100,0,0,0,0,97,3
8,Khersons'ka oblast,UA-65,17,28,25,2,28,28,29,43,0,0,100,0,0,0,0,100,0,0,0,0,72,0,0,0,28,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,53,0,0,0,47,100,0,0,0,0,100,0,0,0,0,91,0,0,0,9,91,9
9,Khmel'nyts'ka oblast,UA-68,17,40,13,1,29,32,20,29,19,0,92,8,0,0,0,98,2,0,0,0,86,10,2,0,2,50,0,49,0,1,95,3,0,0,2,90,8,0,0,2,90,2,0,8,0,98,0,0,2,0,88,0,10,0,2,41,0,58,0,1,92,3,0,0,5,88,10,0,0,2,95,5
10,Kirovohrads'ka oblast,UA-35,30,27,10,2,31,26,28,36,10,0,84,8,0,0,8,100,0,0,0,0,91,0,9,0,0,100,0,0,0,0,91,0,9,0,0,56,0,0,44,0,84,8,0,8,0,72,14,7,0,7,100,0,0,0,0,84,0,8,8,0,91,0,9,0,0,48,0,0,52,0,91,9
11,Kyiv city,UA-30,21,36,16,1,26,19,16,20,45,0,96,2,0,0,2,91,5,1,3,0,88,9,0,3,0,86,0,10,2,2,95,4,0,1,0,93,4,3,0,0,83,11,4,1,1,85,2,1,10,2,85,0,11,4,0,81,1,12,3,3,86,7,1,2,4,91,3,4,0,2,83,17
12,Kyivs'ka oblast,UA-32,18,26,17,2,37,17,17,19,47,0,97,3,0,0,0,86,5,3,3,3,91,6,0,3,0,86,0,9,2,3,86,12,0,2,0,89,6,0,2,3,47,48,1,4,0,86,3,0,8,3,89,3,6,2,0,86,0,9,2,3,82,14,0,2,2,89,6,0,2,3,45,55
13,Luhans'ka oblast,UA-09,14,34,19,6,27,30,34,35,1,0,100,0,0,0,0,92,0,0,4,4,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,4,0,84,12,0,4,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,18,36,18,3,25,23,24,37,16,0,98,1,0,1,0,51,49,0,0,0,91,5,0,3,1,92,1,3,2,2,93,3,3,1,0,90,3,0,2,5,86,6,6,2,0,42,1,0,55,2,86,2,7,3,2,87,2,6,4,1,86,5,2,1,6,86,4,2,2,6,91,9
15,Mykolaivs'ka oblast,UA-48,12,32,17,0,39,33,35,28,4,0,100,0,0,0,0,79,0,21,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,0,0,6,0,94,6,0,0,0,69,0,0,0,31,100,0,0,0,0,94,0,0,0,6,100,0,0,0,0,94,0,0,6,0,94,6
16,Odessa Oblast,UA-51,20,33,18,2,27,30,31,37,2,0,90,10,0,0,0,93,0,0,3,4,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,79,0,1,20,0,97,2,0,0,1,95,5,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,100,0
17,Poltavs'ka oblast,UA-53,21,40,17,0,22,36,22,32,10,0,98,2,0,0,0,100,0,0,0,0,95,2,3,0,0,67,28,5,0,0,91,0,7,0,2,98,0,0,2,0,87,4,7,2,0,100,0,0,0,0,98,0,2,0,0,59,36,4,1,0,89,0,9,0,2,95,0,2,3,0,95,5
18,Rivnens'ka oblast,UA-56,24,38,12,1,25,27,23,29,21,0,93,7,0,0,0,96,0,0,4,0,93,3,4,0,0,89,0,7,0,4,43,10,0,47,0,93,0,0,0,7,76,18,0,6,0,96,0,0,4,0,96,0,4,0,0,89,0,7,0,4,37,9,0,53,1,93,0,0,0,7,78,22
19,Sevastopol' city,UA-40,23,32,23,2,20,29,37,34,0,0,100,0,0,0,0,3,0,0,97,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,11,37,20,8,24,25,28,47,0,0,100,0,0,0,0,93,7,0,0,0,100,0,0,0,0,100,0,0,0,0,54,0,46,0,0,100,0,0,0,0,100,0,0,0,0,93,0,0,7,0,100,0,0,0,0,100,0,0,0,0,48,0,52,0,0,93,7,0,0,0,93,7
21,Ternopil's'ka oblast,UA-61,23,31,16,3,27,25,24,35,16,0,100,0,0,0,0,95,0,5,0,0,87,0,9,0,4,80,0,20,0,0,80,4,4,4,8,44,54,0,2,0,87,13,0,0,0,83,0,13,0,4,91,4,0,0,5,71,0,22,7,0,76,4,4,4,12,35,60,4,1,0,73,27
22,Vinnyts'ka oblast,UA-05,20,31,17,5,27,21,31,29,19,0,96,4,0,0,0,100,0,0,0,0,45,55,0,0,0,88,0,8,4,0,78,15,3,4,0,88,4,4,0,4,88,4,4,4,0,84,0,4,4,8,28,0,72,0,0,76,0,21,3,0,76,14,3,7,0,78,3,8,0,11,88,12
23,Volyns'ka oblast,UA-07,20,34,11,0,35,17,21,37,25,0,86,7,0,0,7,93,7,0,0,0,81,13,6,0,0,100,0,0,0,0,81,13,0,6,0,27,0,0,0,73,71,24,0,5,0,71,0,5,24,0,86,0,14,0,0,93,0,0,7,0,81,13,0,6,0,23,0,0,0,77,71,29
24,Zakarpats'ka oblast,UA-21,32,34,13,3,18,28,23,41,8,0,98,2,0,0,0,98,0,0,2,0,96,0,4,0,0,96,0,4,0,0,96,2,0,0,2,70,1,25,4,0,91,2,0,5,2,100,0,0,0,0,100,0,0,0,0,93,0,5,2,0,96,2,0,0,2,67,1,29,3,0,98,2
25,Zaporiz'ka oblast,UA-23,16,39,18,1,26,35,29,34,2,0,94,0,0,0,6,94,0,0,6,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,88,0,12,0,0,97,0,3,0,0,100,0,0,0,0,100,0,0,0,0,94,0,0,3,3,97,3
26,Zhytomyrs'ka oblast,UA-18,14,54,11,3,18,30,30,12,26,2,84,5,0,5,6,84,5,0,11,0,84,11,0,5,0,94,0,0,6,0,44,52,0,2,2,100,0,0,0,0,89,0,6,5,0,80,5,5,5,5,84,0,11,5,0,89,0,0,5,6,30,65,0,1,4,94,0,0,6,0,100,0
