,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,18,33,20,3,26,29,25,25,21,0,99,0,1,0,0,99,1,0,0,0,97,2,1,0,0,44,0,0,56,0,100,0,0,0,0,99,0,0,1,0,93,1,0,4,2,99,0,0,1,0,95,1,2,2,0,31,0,0,69,0,100,0,0,0,0,97,0,2,1,0,97,3
1,Chernihivs'ka oblast,UA-74,12,47,8,1,32,34,29,19,18,0,100,0,0,0,0,100,0,0,0,0,73,0,0,27,0,98,2,0,0,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,98,2,0,0,0,59,0,0,41,0,98,2,0,0,0,98,0,2,0,0,95,2,0,3,0,98,2
2,Chernivets'ka oblast,UA-77,18,32,12,4,34,31,27,32,10,0,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,57,0,0,0,43,92,0,0,4,4,98,2,0,0,0,94,0,0,6,0,100,0,0,0,0,98,0,0,2,0,49,0,0,0,51,92,0,0,4,4,96,2,0,2,0,100,0
3,Crimea,UA-43,21,30,17,4,28,35,37,28,0,0,100,0,0,0,0,38,0,0,62,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,34,17,3,26,37,28,33,2,0,90,0,10,0,0,98,1,1,0,0,98,0,1,0,1,100,0,0,0,0,99,0,0,0,1,100,0,0,0,0,81,0,2,1,16,97,0,2,0,1,98,0,0,1,1,99,0,0,1,0,99,0,0,0,1,99,0,0,0,1,96,4
5,Donetsk Oblast,UA-14,19,36,14,2,29,41,29,29,1,0,92,0,0,8,0,97,0,0,2,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,88,12,0,0,0,97,2,1,0,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,26,33,15,3,23,26,25,39,10,0,100,0,0,0,0,97,2,0,1,0,99,0,0,0,1,90,1,0,0,9,47,0,0,0,53,90,7,2,0,1,99,0,0,1,0,99,0,0,1,0,99,0,0,0,1,90,1,0,0,9,35,0,0,0,65,90,7,2,0,1,97,3
7,Kharkiv Oblast,UA-63,19,31,19,3,28,28,31,37,2,2,99,0,0,1,0,98,0,0,2,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,86,0,14,0,0,99,1,0,0,0,98,0,1,1,0,99,1,0,0,0,100,0,0,0,0,99,0,1,0,0,99,1
8,Khersons'ka oblast,UA-65,13,37,18,8,24,37,28,32,3,0,98,2,0,0,0,90,0,5,5,0,72,0,2,0,26,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,0,3,2,95,0,0,0,5,64,0,0,0,36,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,20,42,12,3,23,35,24,24,17,0,100,0,0,0,0,100,0,0,0,0,94,5,1,0,0,45,0,54,0,1,94,5,0,1,0,96,4,0,0,0,97,1,2,0,0,91,1,1,7,0,93,0,6,1,0,37,0,62,0,1,91,6,0,3,0,96,4,0,0,0,97,3
10,Kirovohrads'ka oblast,UA-35,21,27,23,2,27,30,35,24,11,0,100,0,0,0,0,96,0,4,0,0,100,0,0,0,0,89,0,0,11,0,100,0,0,0,0,45,0,0,55,0,96,0,4,0,0,86,3,0,4,7,100,0,0,0,0,86,3,0,11,0,96,0,0,0,4,34,1,0,65,0,93,7
11,Kyiv city,UA-30,18,33,17,4,28,19,22,24,35,0,99,0,1,0,0,95,4,0,1,0,97,2,0,1,0,96,1,2,1,0,96,1,0,2,1,98,1,0,0,1,92,4,1,1,2,91,0,1,8,0,96,0,2,2,0,94,1,3,1,1,92,3,1,2,2,96,1,1,0,2,91,9
12,Kyivs'ka oblast,UA-32,16,35,20,3,26,22,18,24,36,0,100,0,0,0,0,97,1,0,1,1,98,0,2,0,0,98,0,1,1,0,99,1,0,0,0,97,0,2,0,1,57,41,1,1,0,94,0,0,5,1,98,1,1,0,0,97,0,1,2,0,97,1,2,0,0,96,0,2,0,2,48,52
13,Luhans'ka oblast,UA-09,18,40,13,2,27,42,24,32,2,0,99,0,0,1,0,88,0,0,1,11,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,99,1,0,0,0,82,18,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,20,32,18,4,26,29,29,33,9,0,100,0,0,0,0,37,63,0,0,0,98,1,1,0,0,100,0,0,0,0,98,0,0,0,2,97,1,1,0,1,99,0,0,1,0,32,0,0,68,0,99,1,0,0,0,99,0,1,0,0,97,0,0,0,3,94,1,3,0,2,97,3
15,Mykolaivs'ka oblast,UA-48,22,35,19,3,21,42,25,33,0,0,99,1,0,0,0,79,0,20,1,0,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,94,1,1,2,2,69,0,0,1,30,95,0,1,0,4,99,1,0,0,0,100,0,0,0,0,99,0,0,1,0,99,1
16,Odessa Oblast,UA-51,20,31,18,3,28,34,30,34,2,0,97,3,0,0,0,99,0,0,1,0,98,0,2,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,87,0,0,13,0,97,0,0,0,3,99,0,0,1,0,97,1,1,1,0,97,2,0,0,1,100,0,0,0,0,100,0
17,Poltavs'ka oblast,UA-53,17,29,19,2,33,28,30,28,14,0,98,2,0,0,0,100,0,0,0,0,96,2,2,0,0,57,43,0,0,0,96,2,0,2,0,100,0,0,0,0,94,0,4,2,0,96,0,2,2,0,96,0,2,2,0,42,58,0,0,0,92,2,4,2,0,100,0,0,0,0,90,10
18,Rivnens'ka oblast,UA-56,19,34,21,3,23,31,23,23,23,0,98,0,2,0,0,93,7,0,0,0,96,0,2,2,0,96,0,2,2,0,30,0,0,70,0,87,0,0,0,13,98,0,0,0,2,89,0,2,9,0,98,0,0,2,0,94,0,4,2,0,24,0,0,76,0,87,0,0,0,13,93,7
19,Sevastopol' city,UA-40,23,36,13,1,27,38,28,34,0,0,100,0,0,0,0,3,0,0,97,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,17,30,15,6,32,29,32,33,6,0,98,2,0,0,0,98,2,0,0,0,96,0,2,2,0,98,2,0,0,0,69,0,31,0,0,100,0,0,0,0,96,0,0,2,2,98,0,0,2,0,98,0,0,2,0,95,5,0,0,0,50,1,49,0,0,96,2,0,2,0,100,0
21,Ternopil's'ka oblast,UA-61,19,32,17,2,30,26,28,32,14,0,100,0,0,0,0,91,5,0,2,2,100,0,0,0,0,92,0,8,0,0,98,0,0,0,2,38,62,0,0,0,98,2,0,0,0,91,0,0,9,0,98,2,0,0,0,87,0,13,0,0,98,0,0,0,2,33,66,0,0,1,91,9
22,Vinnyts'ka oblast,UA-05,16,37,16,5,26,29,27,29,15,0,100,0,0,0,0,97,1,0,2,0,49,51,0,0,0,97,1,1,1,0,98,0,1,1,0,99,0,0,1,0,94,5,1,0,0,97,0,1,2,0,42,0,58,0,0,95,1,2,2,0,97,1,1,1,0,97,1,1,1,0,91,9
23,Volyns'ka oblast,UA-07,18,36,20,3,23,29,28,26,17,0,97,0,3,0,0,85,11,2,2,0,100,0,0,0,0,97,3,0,0,0,97,0,0,3,0,36,0,0,0,64,95,2,0,0,3,73,2,2,21,2,100,0,0,0,0,97,3,0,0,0,81,0,2,15,2,31,0,0,0,69,97,3
24,Zakarpats'ka oblast,UA-21,37,23,11,3,26,27,33,31,9,0,100,0,0,0,0,96,4,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,2,2,0,53,0,45,1,1,98,2,0,0,0,92,0,0,8,0,100,0,0,0,0,98,0,0,0,2,96,0,2,2,0,44,0,53,2,1,96,4
25,Zaporiz'ka oblast,UA-23,15,32,14,4,35,35,34,30,1,0,91,0,0,0,9,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,84,0,16,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,96,2,1,0,1,99,1
26,Zhytomyrs'ka oblast,UA-18,20,32,15,6,27,26,22,25,26,1,100,0,0,0,0,100,0,0,0,0,95,5,0,0,0,98,0,0,2,0,43,57,0,0,0,95,2,0,0,3,90,3,5,2,0,98,0,0,0,2,95,0,5,0,0,92,3,3,2,0,35,64,0,0,1,90,2,0,2,6,92,8
