,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,17,35,14,5,29,28,20,34,17,1,96,0,2,1,1,96,0,1,3,0,93,3,1,3,0,48,1,1,50,0,99,0,1,0,0,95,0,0,5,0,95,0,2,0,3,96,1,1,0,2,95,0,2,3,0,39,1,0,60,0,98,0,1,0,1,93,0,1,6,0,99,1
1,Chernihivs'ka oblast,UA-74,21,34,19,2,24,29,23,25,19,4,93,0,0,7,0,93,0,0,0,7,34,0,0,66,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,80,6,14,0,0,93,7,0,0,0,28,2,0,70,0,93,0,7,0,0,93,0,0,0,7,93,0,7,0,0,80,20
2,Chernivets'ka oblast,UA-77,23,41,14,3,19,31,29,29,11,0,96,0,4,0,0,89,2,2,7,0,100,0,0,0,0,50,1,3,0,46,96,0,0,0,4,96,4,0,0,0,91,2,0,0,7,94,2,0,2,2,100,0,0,0,0,43,2,3,0,52,89,2,2,0,7,89,4,5,0,2,96,4
3,Crimea,UA-43,19,33,17,3,28,30,40,30,0,0,100,0,0,0,0,38,0,0,62,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,36,15,3,28,35,30,32,3,0,83,0,15,2,0,90,0,0,8,2,97,1,0,0,2,99,1,0,0,0,100,0,0,0,0,96,0,0,2,2,81,0,2,0,17,92,4,1,2,1,94,2,1,1,2,97,2,0,0,1,99,0,1,0,0,95,0,0,2,3,100,0
5,Donetsk Oblast,UA-14,17,36,16,3,28,34,37,29,0,0,99,0,0,1,0,89,0,0,11,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,91,8,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,20,32,16,2,30,28,24,34,14,0,98,0,0,1,1,90,8,2,0,0,98,0,1,0,1,98,1,0,0,1,50,0,0,0,50,94,4,1,1,0,94,2,3,1,0,82,3,1,12,2,99,0,0,0,1,95,3,0,1,1,41,1,0,0,58,93,5,1,1,0,98,2
7,Kharkiv Oblast,UA-63,15,31,19,1,34,29,31,34,0,6,100,0,0,0,0,97,2,0,1,0,100,0,0,0,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,81,0,19,0,0,97,0,2,1,0,100,0,0,0,0,98,0,0,2,0,98,0,2,0,0,100,0,0,0,0,98,2
8,Khersons'ka oblast,UA-65,8,41,15,1,35,52,24,24,0,0,100,0,0,0,0,86,7,7,0,0,64,0,5,0,31,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,86,0,0,7,7,50,0,4,0,46,100,0,0,0,0,93,7,0,0,0,86,0,7,0,7,100,0
9,Khmel'nyts'ka oblast,UA-68,12,41,17,3,27,31,29,26,14,0,92,0,0,6,2,94,0,2,4,0,89,4,1,2,4,38,0,60,1,1,94,0,4,2,0,92,4,0,2,2,92,6,2,0,0,87,6,2,2,3,89,2,4,2,3,32,0,66,2,0,94,0,4,2,0,84,9,3,2,2,92,8
10,Kirovohrads'ka oblast,UA-35,17,30,21,4,28,28,29,31,11,1,100,0,0,0,0,89,7,4,0,0,96,4,0,0,0,92,0,0,8,0,100,0,0,0,0,38,0,0,62,0,92,0,4,0,4,86,4,0,7,3,96,0,4,0,0,86,3,0,11,0,100,0,0,0,0,32,0,0,68,0,100,0
11,Kyiv city,UA-30,18,36,17,2,27,17,16,18,49,0,99,0,0,0,1,96,1,1,2,0,94,3,0,1,2,95,0,1,4,0,100,0,0,0,0,99,0,1,0,0,87,11,1,1,0,95,0,2,2,1,93,0,3,2,2,92,1,3,3,1,98,1,1,0,0,98,0,0,0,2,85,15
12,Kyivs'ka oblast,UA-32,18,36,17,3,26,18,21,17,44,0,97,0,1,2,0,99,0,0,0,1,98,1,1,0,0,95,0,0,5,0,98,1,1,0,0,98,0,1,1,0,47,52,1,0,0,95,3,1,1,0,93,2,3,2,0,93,1,0,6,0,97,2,1,0,0,97,0,1,1,1,40,60
