,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,20,35,12,3,30,26,30,27,17,0,98,2,0,0,0,98,2,0,0,0,98,0,0,2,0,52,0,1,46,1,100,0,0,0,0,100,0,0,0,0,89,7,2,2,0,93,2,0,5,0,98,0,0,2,0,42,1,1,54,2,100,0,0,0,0,100,0,0,0,0,93,7
1,Chernihivs'ka oblast,UA-74,24,34,10,4,28,26,26,21,27,0,100,0,0,0,0,100,0,0,0,0,62,0,3,35,0,100,0,0,0,0,89,11,0,0,0,100,0,0,0,0,100,0,0,0,0,89,11,0,0,0,48,0,0,52,0,95,5,0,0,0,89,11,0,0,0,100,0,0,0,0,94,6
2,Chernivets'ka oblast,UA-77,14,38,15,5,28,29,34,30,7,0,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,63,0,2,0,35,97,0,0,0,3,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,61,0,1,0,38,97,0,0,0,3,100,0,0,0,0,100,0
3,Crimea,UA-43,25,29,19,2,25,24,46,29,1,0,100,0,0,0,0,57,0,0,43,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,34,16,3,27,35,33,31,1,0,96,0,4,0,0,99,0,0,1,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,93,0,0,0,7,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0
5,Donetsk Oblast,UA-14,23,28,18,2,29,31,41,27,1,0,97,0,0,3,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,95,5,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,18,32,21,6,23,23,29,37,11,0,100,0,0,0,0,96,4,0,0,0,96,4,0,0,0,96,0,0,0,4,51,0,0,0,49,98,2,0,0,0,96,0,2,2,0,84,6,0,10,0,91,4,5,0,0,96,0,0,0,4,43,0,0,0,57,94,2,2,0,2,100,0
7,Kharkiv Oblast,UA-63,18,32,16,3,31,32,34,33,1,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,5,0,0,99,1,0,0,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,15,41,10,1,33,43,33,22,2,0,100,0,0,0,0,97,0,0,3,0,79,0,0,0,21,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,3,0,0,97,0,0,3,0,65,0,0,0,35,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,25,37,15,3,20,28,26,29,17,0,97,0,0,3,0,91,0,3,3,3,97,3,0,0,0,39,0,60,0,1,97,3,0,0,0,100,0,0,0,0,94,3,0,3,0,88,6,0,3,3,94,3,3,0,0,31,0,68,0,1,88,9,0,0,3,94,6,0,0,0,97,3
