,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,17,29,19,2,33,21,22,34,23,0,96,0,0,0,4,80,16,0,4,0,100,0,0,0,0,47,0,0,53,0,96,0,4,0,0,91,0,0,9,0,96,4,0,0,0,78,3,4,15,0,100,0,0,0,0,41,0,0,59,0,96,0,4,0,0,88,0,4,8,0,87,13
1,Chernihivs'ka oblast,UA-74,17,33,0,0,50,11,33,45,11,0,100,0,0,0,0,67,0,0,33,0,33,0,0,67,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,50,50,0,0,0,100,0,0,0,0,28,0,0,72,0,100,0,0,0,0,100,0,0,0,0,67,0,33,0,0,40,60
2,Chernivets'ka oblast,UA-77,24,28,14,4,30,28,28,33,11,0,100,0,0,0,0,79,17,4,0,0,95,5,0,0,0,50,0,5,0,45,100,0,0,0,0,90,5,5,0,0,100,0,0,0,0,75,0,0,21,4,82,0,4,0,14,41,0,6,4,49,90,0,0,0,10,82,14,4,0,0,95,5
3,Crimea,UA-43,17,39,14,4,26,29,42,29,0,0,100,0,0,0,0,41,0,0,59,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,16,37,13,2,32,38,27,33,2,0,87,0,11,1,1,96,0,0,3,1,95,1,1,1,2,99,0,1,0,0,99,0,0,1,0,96,0,0,1,3,86,1,0,0,13,98,1,1,0,0,94,1,1,1,3,99,0,1,0,0,96,0,0,1,3,94,0,0,1,5,98,2
5,Donetsk Oblast,UA-14,19,35,15,3,28,35,35,30,0,0,90,0,0,10,0,97,2,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,85,14,0,1,0,97,1,0,0,2,99,1,0,0,0,100,0,0,0,0,99,0,1,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,25,35,13,0,27,21,27,35,17,0,94,3,0,0,3,74,19,2,3,2,91,0,0,0,9,97,0,0,0,3,46,0,0,1,53,88,6,3,3,0,78,17,2,3,0,72,0,5,21,2,81,2,0,3,14,91,0,0,0,9,28,0,0,1,71,78,8,9,3,2,80,20
7,Kharkiv Oblast,UA-63,21,36,9,3,31,27,32,32,2,7,100,0,0,0,0,94,6,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,79,0,21,0,0,94,0,0,6,0,97,0,0,0,3,97,0,0,3,0,97,0,0,0,3,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,16,31,21,3,29,40,35,23,2,0,100,0,0,0,0,74,0,13,13,0,78,0,0,0,22,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,0,0,5,81,0,0,0,19,61,0,0,0,39,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,22,32,16,4,26,33,25,25,17,0,97,0,3,0,0,93,7,0,0,0,93,0,3,0,4,40,0,59,0,1,93,0,0,3,4,90,3,0,7,0,82,12,3,0,3,90,0,3,7,0,90,0,0,0,10,32,0,66,0,2,93,0,0,3,4,82,12,0,6,0,87,13
10,Kirovohrads'ka oblast,UA-35,16,40,13,0,31,40,35,22,3,0,100,0,0,0,0,88,8,4,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,69,0,0,31,0,100,0,0,0,0,88,0,0,8,4,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,57,0,2,41,0,100,0
11,Kyiv city,UA-30,17,35,13,2,33,18,13,17,52,0,98,0,0,2,0,95,1,2,2,0,96,1,1,2,0,97,1,0,2,0,98,2,0,0,0,100,0,0,0,0,88,11,1,0,0,90,2,0,5,3,90,1,2,4,3,97,1,0,2,0,94,4,0,1,1,100,0,0,0,0,87,13
12,Kyivs'ka oblast,UA-32,13,31,20,2,34,18,17,19,46,0,97,0,0,3,0,86,8,3,3,0,88,3,3,3,3,91,0,0,3,6,91,6,0,0,3,88,0,6,0,6,47,53,0,0,0,83,3,0,11,3,83,2,3,3,9,86,0,0,6,8,88,9,0,0,3,88,0,6,0,6,35,65
13,Luhans'ka oblast,UA-09,19,26,22,2,31,26,48,25,1,0,100,0,0,0,0,95,0,0,0,5,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,91,9,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,17,35,16,2,30,26,25,27,22,0,94,3,0,3,0,45,52,1,2,0,97,1,0,0,2,94,2,1,3,0,91,1,0,4,4,89,5,2,3,1,86,7,4,3,0,37,2,0,60,1,91,2,3,1,3,90,5,1,3,1,81,3,3,4,9,87,4,3,4,2,89,11
15,Mykolaivs'ka oblast,UA-48,19,27,14,4,36,37,33,28,2,0,93,0,0,7,0,45,3,52,0,0,93,7,0,0,0,100,0,0,0,0,100,0,0,0,0,93,0,0,7,0,93,0,0,7,0,39,3,0,2,56,93,0,7,0,0,100,0,0,0,0,93,0,7,0,0,93,0,0,7,0,100,0
16,Odessa Oblast,UA-51,18,39,13,1,29,34,31,35,0,0,90,10,0,0,0,91,0,4,5,0,99,0,0,0,1,99,0,1,0,0,100,0,0,0,0,99,0,0,0,1,83,0,1,16,0,96,0,0,0,4,99,0,0,0,1,97,0,2,1,0,100,0,0,0,0,99,0,0,0,1,99,1
17,Poltavs'ka oblast,UA-53,19,27,16,3,35,27,35,30,6,2,96,0,0,4,0,92,8,0,0,0,96,0,0,0,4,51,49,0,0,0,96,0,4,0,0,96,0,4,0,0,88,4,8,0,0,85,3,0,12,0,96,0,0,0,4,41,59,0,0,0,88,0,4,8,0,96,0,4,0,0,92,8
18,Rivnens'ka oblast,UA-56,17,43,15,2,23,32,23,26,19,0,96,4,0,0,0,88,12,0,0,0,96,0,0,0,4,100,0,0,0,0,41,2,1,56,0,79,7,0,3,11,88,8,0,4,0,82,3,3,12,0,92,0,0,0,8,96,0,4,0,0,33,2,1,63,1,76,7,0,3,14,85,15
19,Sevastopol' city,UA-40,14,39,11,5,31,39,33,28,0,0,100,0,0,0,0,5,0,0,95,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,21,31,17,0,31,27,37,33,3,0,90,0,0,10,0,90,0,0,10,0,100,0,0,0,0,100,0,0,0,0,47,0,53,0,0,100,0,0,0,0,90,10,0,0,0,90,10,0,0,0,100,0,0,0,0,100,0,0,0,0,41,0,59,0,0,90,0,0,0,10,90,10
21,Ternopil's'ka oblast,UA-61,14,35,12,2,37,32,21,36,11,0,94,3,0,3,0,77,21,2,0,0,91,0,3,3,3,94,0,6,0,0,94,0,3,3,0,59,41,0,0,0,94,3,0,3,0,73,2,0,23,2,91,3,0,3,3,94,0,6,0,0,88,0,6,3,3,51,49,0,0,0,83,17
22,Vinnyts'ka oblast,UA-05,16,39,9,1,35,28,23,26,23,0,96,0,0,2,2,83,10,3,2,2,53,45,1,0,1,90,2,2,4,2,92,0,4,2,2,88,0,4,4,4,86,12,2,0,0,80,3,4,10,3,41,1,57,0,1,80,5,8,6,1,82,0,7,1,10,83,2,4,7,4,82,18
23,Volyns'ka oblast,UA-07,17,37,22,2,22,27,21,27,25,0,95,0,0,5,0,100,0,0,0,0,90,0,5,0,5,95,0,5,0,0,85,5,0,10,0,39,0,2,0,59,78,18,0,4,0,82,4,0,14,0,95,0,0,0,5,90,0,5,0,5,85,5,0,10,0,31,0,3,0,66,78,22
24,Zakarpats'ka oblast,UA-21,42,25,15,2,16,20,31,37,11,1,91,0,0,4,5,80,20,0,0,0,100,0,0,0,0,96,0,0,0,4,88,0,8,0,4,56,2,42,0,0,88,4,8,0,0,65,3,9,23,0,91,0,0,5,4,91,0,5,0,4,84,0,8,0,8,49,2,49,0,0,91,9
25,Zaporiz'ka oblast,UA-23,22,36,13,2,27,38,30,32,0,0,85,0,3,3,9,94,3,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,0,3,80,2,15,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,91,0,6,0,3,100,0
26,Zhytomyrs'ka oblast,UA-18,13,36,10,0,41,29,20,26,25,0,95,0,0,5,0,100,0,0,0,0,90,5,5,0,0,95,0,5,0,0,57,43,0,0,0,90,0,10,0,0,85,15,0,0,0,90,5,0,5,0,85,0,5,10,0,85,0,10,0,5,50,50,0,0,0,90,0,10,0,0,81,19
