,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,13,39,14,3,31,29,23,32,16,0,89,2,0,5,4,96,2,0,2,0,87,2,0,4,7,43,1,0,55,1,96,0,2,2,0,96,0,0,2,2,83,9,4,4,0,83,4,7,2,4,85,0,2,4,9,35,0,1,63,1,89,0,5,4,2,96,0,0,2,2,89,11
1,Chernihivs'ka oblast,UA-74,21,15,27,5,32,14,39,19,24,4,100,0,0,0,0,100,0,0,0,0,14,5,0,81,0,100,0,0,0,0,60,0,40,0,0,100,0,0,0,0,75,0,25,0,0,100,0,0,0,0,14,0,4,82,0,75,25,0,0,0,60,0,40,0,0,100,0,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,26,32,20,4,18,34,26,28,11,1,100,0,0,0,0,97,0,0,0,3,97,0,0,0,3,60,0,2,0,38,97,0,3,0,0,97,3,0,0,0,97,0,3,0,0,100,0,0,0,0,91,3,0,3,3,50,0,1,0,49,94,3,3,0,0,91,6,0,0,3,97,3
3,Crimea,UA-43,28,28,18,1,25,29,40,31,0,0,100,0,0,0,0,33,0,0,67,0,96,0,4,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,24,31,15,2,28,31,33,34,2,0,84,0,12,0,4,93,1,1,3,2,89,0,1,1,9,98,1,1,0,0,99,1,0,0,0,98,1,0,1,0,81,0,1,0,18,91,1,6,1,1,89,2,0,0,9,98,1,1,0,0,99,1,0,0,0,94,2,1,2,1,96,4
5,Donetsk Oblast,UA-14,25,28,18,2,27,32,39,29,0,0,97,0,2,1,0,90,4,0,6,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,97,0,0,0,3,91,5,0,4,0,99,0,0,0,1,99,0,0,1,0,99,0,0,0,1,99,0,0,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,16,36,24,3,21,26,29,31,14,0,92,0,0,2,6,87,10,0,3,0,98,0,0,2,0,100,0,0,0,0,51,0,2,0,47,91,4,3,2,0,89,9,2,0,0,78,1,5,16,0,96,0,0,2,2,100,0,0,0,0,41,0,1,0,58,86,3,10,1,0,86,14
7,Kharkiv Oblast,UA-63,21,32,13,3,31,35,24,33,0,8,100,0,0,0,0,98,0,0,0,2,98,0,0,0,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,82,0,18,0,0,93,0,5,0,2,96,2,0,0,2,100,0,0,0,0,96,0,4,0,0,98,2,0,0,0,100,0
8,Khersons'ka oblast,UA-65,12,33,20,4,31,39,30,31,0,0,96,4,0,0,0,92,0,0,8,0,78,0,3,0,19,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,4,0,96,0,0,0,4,64,0,0,0,36,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,22,36,15,3,24,27,27,29,17,0,96,0,0,2,2,98,0,0,0,2,93,7,0,0,0,42,0,57,1,0,91,5,2,2,0,100,0,0,0,0,89,9,0,2,0,89,2,2,7,0,89,2,7,0,2,34,0,66,0,0,91,5,2,2,0,98,2,0,0,0,87,13
10,Kirovohrads'ka oblast,UA-35,27,27,16,7,23,21,29,41,9,0,88,0,0,0,12,94,0,6,0,0,94,6,0,0,0,88,6,0,6,0,100,0,0,0,0,58,0,0,42,0,74,21,5,0,0,70,0,15,5,10,94,0,6,0,0,88,6,0,6,0,94,0,0,6,0,44,0,3,53,0,74,26
11,Kyiv city,UA-30,23,31,15,2,29,16,17,20,47,0,94,1,0,0,5,99,0,1,0,0,89,2,1,6,2,95,1,0,4,0,98,0,1,0,1,100,0,0,0,0,85,11,2,2,0,93,0,5,0,2,86,1,4,7,2,93,1,1,5,0,95,2,0,2,1,96,2,0,0,2,84,16
