,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,30,27,15,2,26,15,20,20,45,0,97,0,0,0,3,100,0,0,0,0,88,6,3,0,3,36,0,0,64,0,97,0,0,3,0,97,0,0,3,0,85,15,0,0,0,97,0,3,0,0,91,0,6,0,3,26,0,0,74,0,94,0,3,3,0,97,0,0,3,0,81,19
1,Chernihivs'ka oblast,UA-74,20,40,12,0,28,14,22,20,44,0,100,0,0,0,0,88,6,0,6,0,49,0,0,51,0,94,0,0,6,0,100,0,0,0,0,100,0,0,0,0,94,6,0,0,0,94,0,0,6,0,35,0,0,65,0,88,0,0,6,6,94,6,0,0,0,100,0,0,0,0,94,6
2,Chernivets'ka oblast,UA-77,21,32,17,5,25,22,23,25,30,0,97,0,3,0,0,97,0,0,0,3,88,9,0,0,3,70,0,0,0,30,94,0,0,3,3,94,3,0,0,3,94,3,0,0,3,97,0,0,0,3,80,6,8,3,3,57,0,0,0,43,91,0,3,3,3,94,3,0,0,3,91,9
3,Crimea,UA-43,24,33,17,2,24,25,38,37,0,0,100,0,0,0,0,57,0,0,43,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,37,14,3,27,32,29,31,8,0,85,0,13,0,2,97,0,0,1,2,96,0,1,0,3,99,0,0,1,0,96,1,2,1,0,97,0,2,1,0,76,0,0,0,24,92,1,7,0,0,94,2,0,0,4,99,0,0,1,0,94,1,3,1,1,96,0,2,2,0,98,2
5,Donetsk Oblast,UA-14,19,31,21,2,27,32,37,29,2,0,92,0,0,8,0,98,0,0,2,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,87,13,0,0,0,96,3,0,0,1,99,0,1,0,0,99,0,1,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,15,38,16,2,29,19,9,23,49,0,94,3,3,0,0,94,3,0,0,3,89,8,3,0,0,94,0,3,3,0,50,3,1,0,46,97,0,0,0,3,86,6,2,3,3,80,2,0,18,0,84,5,11,0,0,86,0,11,3,0,22,1,0,0,77,91,6,0,0,3,89,11
7,Kharkiv Oblast,UA-63,17,38,12,2,31,29,29,36,3,3,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,99,0,1,0,0,99,0,1,0,0,100,0,0,0,0,84,1,15,0,0,98,2,0,0,0,97,2,1,0,0,99,0,1,0,0,98,0,2,0,0,100,0,0,0,0,98,2
8,Khersons'ka oblast,UA-65,22,27,22,4,25,26,28,35,11,0,100,0,0,0,0,84,0,11,5,0,58,0,0,0,42,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,84,0,5,0,11,27,1,0,0,72,89,0,6,0,5,94,0,0,0,6,100,0,0,0,0,94,6
9,Khmel'nyts'ka oblast,UA-68,22,32,15,4,27,13,15,17,55,0,97,0,0,3,0,87,10,0,3,0,82,12,0,3,3,37,0,62,1,0,82,6,9,0,3,85,12,3,0,0,87,10,0,3,0,82,6,0,12,0,75,5,15,2,3,23,0,76,0,1,82,6,9,0,3,82,12,3,0,3,87,13
10,Kirovohrads'ka oblast,UA-35,20,34,18,5,23,21,41,20,18,0,87,6,7,0,0,100,0,0,0,0,87,13,0,0,0,82,0,0,18,0,87,0,13,0,0,50,0,0,50,0,82,6,0,6,6,100,0,0,0,0,82,0,12,6,0,69,0,5,21,5,77,5,12,0,6,39,0,2,59,0,93,7
11,Kyiv city,UA-30,21,35,13,3,28,10,12,14,64,0,98,1,1,0,0,93,5,0,1,1,94,4,0,2,0,94,0,3,2,1,91,3,3,3,0,95,1,1,0,3,85,10,1,3,1,88,0,2,9,1,87,2,6,3,2,89,1,5,3,2,84,7,2,5,2,90,2,1,1,6,79,21
12,Kyivs'ka oblast,UA-32,23,36,15,3,23,12,11,15,62,0,100,0,0,0,0,95,1,0,1,3,90,1,2,7,0,86,0,7,5,2,86,8,5,1,0,98,2,0,0,0,59,41,0,0,0,98,0,1,1,0,89,2,1,7,1,85,1,7,5,2,83,11,5,1,0,96,3,0,0,1,47,53
13,Luhans'ka oblast,UA-09,19,32,16,0,33,28,39,33,0,0,100,0,0,0,0,98,0,0,0,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,85,15,0,0,0,98,2,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,15,33,16,3,33,15,16,30,39,0,99,1,0,0,0,51,48,0,1,0,92,0,3,2,3,97,0,2,1,0,98,0,2,0,0,94,3,0,2,1,94,5,0,1,0,36,0,0,64,0,92,2,1,2,3,96,0,2,2,0,97,0,2,1,0,94,3,0,2,1,89,11
15,Mykolaivs'ka oblast,UA-48,29,28,14,3,26,22,30,34,14,0,100,0,0,0,0,64,0,30,6,0,96,4,0,0,0,96,0,0,4,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,54,0,0,0,46,92,0,4,0,4,92,0,4,4,0,92,0,4,0,4,96,0,0,4,0,96,4
16,Odessa Oblast,UA-51,18,28,20,2,32,23,41,32,4,0,84,15,1,0,0,93,0,5,1,1,96,4,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,71,1,0,27,1,91,0,0,1,8,91,1,4,1,3,97,3,0,0,0,100,0,0,0,0,97,1,0,2,0,99,1
