,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,20,32,15,3,30,25,20,33,22,0,91,1,0,7,1,96,0,1,1,2,87,4,1,5,3,37,1,0,62,0,99,0,0,1,0,96,0,0,3,1,87,9,3,1,0,90,6,3,0,1,83,1,6,7,3,30,2,0,68,0,97,0,0,1,2,92,0,1,4,3,84,16
1,Chernihivs'ka oblast,UA-74,21,39,15,2,23,26,16,22,34,2,100,0,0,0,0,100,0,0,0,0,42,0,0,58,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,82,9,9,0,0,90,10,0,0,0,36,0,0,64,0,90,0,0,10,0,100,0,0,0,0,100,0,0,0,0,90,10
2,Chernivets'ka oblast,UA-77,18,30,14,4,34,27,24,35,14,0,96,0,2,2,0,95,0,5,0,0,89,7,0,0,4,54,0,0,0,46,98,0,0,0,2,100,0,0,0,0,93,2,2,0,3,91,2,0,2,5,83,0,6,4,7,42,2,0,0,56,91,2,0,2,5,96,2,0,0,2,91,9
3,Crimea,UA-43,20,36,18,3,23,37,31,31,1,0,100,0,0,0,0,45,0,0,55,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,16,38,15,2,29,37,28,32,3,0,83,1,13,3,0,95,1,1,1,2,96,1,0,1,2,98,0,1,1,0,98,1,1,0,0,98,0,0,2,0,80,0,0,1,19,90,6,1,1,2,93,4,1,1,1,97,0,1,2,0,94,2,2,1,1,98,0,0,2,0,100,0
5,Donetsk Oblast,UA-14,25,36,19,1,19,36,34,30,0,0,90,0,3,7,0,96,0,0,4,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,0,3,92,7,1,0,0,99,0,1,0,0,99,1,0,0,0,100,0,0,0,0,98,2,0,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,23,32,17,2,26,29,24,33,14,0,95,1,1,2,1,87,9,1,3,0,95,0,2,1,2,97,1,1,0,1,52,2,0,0,46,95,2,1,0,2,94,1,1,1,3,84,5,1,9,1,96,1,0,1,2,96,1,2,0,1,40,1,0,0,59,93,2,1,1,3,97,3
7,Kharkiv Oblast,UA-63,17,28,25,1,29,33,37,22,1,7,97,2,1,0,0,97,0,0,3,0,100,0,0,0,0,93,6,0,0,1,100,0,0,0,0,100,0,0,0,0,74,0,24,1,1,100,0,0,0,0,99,0,0,0,1,90,9,0,0,1,99,0,0,1,0,99,1,0,0,0,99,1
8,Khersons'ka oblast,UA-65,17,32,17,3,31,41,22,37,0,0,100,0,0,0,0,88,3,0,9,0,63,0,0,0,37,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,3,0,55,0,0,0,45,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,3
9,Khmel'nyts'ka oblast,UA-68,23,34,18,1,24,27,24,30,19,0,95,1,0,3,1,90,3,4,2,1,93,1,0,1,5,43,0,56,0,1,95,4,1,0,0,91,4,1,1,3,96,3,0,1,0,85,4,3,5,3,89,1,4,1,5,37,0,62,0,1,94,4,2,0,0,87,8,1,1,3,95,5
10,Kirovohrads'ka oblast,UA-35,21,36,16,4,23,34,29,27,10,0,98,0,0,2,0,96,0,0,0,4,88,4,0,0,8,94,2,0,4,0,100,0,0,0,0,70,0,0,30,0,100,0,0,0,0,96,4,0,0,0,85,4,3,0,8,90,4,0,6,0,100,0,0,0,0,60,0,0,39,1,100,0
11,Kyiv city,UA-30,14,38,15,4,29,19,16,17,48,0,98,1,1,0,0,97,1,1,1,0,98,0,1,0,1,97,0,0,3,0,100,0,0,0,0,98,0,0,0,2,88,10,1,0,1,97,1,0,1,1,94,1,0,3,2,95,0,0,4,1,96,2,1,0,1,98,0,0,0,2,85,15
12,Kyivs'ka oblast,UA-32,17,30,19,3,31,19,15,18,48,0,96,0,1,3,0,98,1,0,1,0,98,0,1,0,1,99,1,0,0,0,94,1,5,0,0,96,2,1,0,1,47,53,0,0,0,91,6,1,1,1,95,2,1,1,1,98,2,0,0,0,91,3,5,0,1,92,4,3,0,1,39,61
13,Luhans'ka oblast,UA-09,29,27,19,2,23,26,42,31,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,19,34,15,3,29,26,27,30,17,0,94,0,1,4,1,49,49,1,0,1,92,2,1,2,3,93,1,3,2,1,92,2,1,4,1,94,2,1,1,2,90,4,4,1,1,41,2,0,56,1,87,4,3,3,3,89,3,5,2,1,89,4,1,5,1,90,4,2,1,3,93,7
15,Mykolaivs'ka oblast,UA-48,21,35,22,3,19,33,36,31,0,0,100,0,0,0,0,68,0,32,0,0,98,0,0,0,2,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,66,0,0,0,34,98,0,0,0,2,93,2,3,2,0,100,0,0,0,0,98,2,0,0,0,100,0
16,Odessa Oblast,UA-51,18,36,17,3,26,34,32,32,2,0,85,14,0,1,0,98,0,1,1,0,98,0,0,0,2,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,74,0,1,25,0,96,1,0,0,3,96,0,0,1,3,98,0,0,2,0,100,0,0,0,0,98,1,0,0,1,99,1
