,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,17,34,14,3,32,30,23,26,20,1,97,0,0,3,0,97,0,2,0,1,97,1,2,0,0,53,0,1,46,0,97,2,0,1,0,98,0,0,2,0,90,3,6,1,0,95,3,0,0,2,95,1,2,2,0,42,0,1,57,0,97,2,0,1,0,97,0,0,3,0,91,9
1,Chernihivs'ka oblast,UA-74,28,33,11,0,28,23,17,29,31,0,100,0,0,0,0,100,0,0,0,0,52,0,0,48,0,100,0,0,0,0,93,0,7,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,41,0,0,59,0,86,0,14,0,0,86,0,7,7,0,100,0,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,27,30,11,5,27,28,25,36,9,2,97,3,0,0,0,100,0,0,0,0,93,4,3,0,0,58,0,0,0,42,93,0,4,0,3,100,0,0,0,0,90,0,7,3,0,97,0,0,0,3,97,0,3,0,0,49,0,1,0,50,90,0,4,3,3,100,0,0,0,0,97,3
3,Crimea,UA-43,25,33,14,0,28,36,33,31,0,0,100,0,0,0,0,40,0,0,60,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,33,19,3,25,36,31,29,4,0,79,0,19,2,0,100,0,0,0,0,98,0,2,0,0,97,2,1,0,0,100,0,0,0,0,98,0,0,2,0,77,0,1,0,22,95,3,1,0,1,100,0,0,0,0,96,3,1,0,0,99,0,0,1,0,96,0,0,2,2,97,3
5,Donetsk Oblast,UA-14,22,35,16,3,24,35,34,30,1,0,98,0,2,0,0,95,0,0,5,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,95,5,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,20,37,14,5,24,32,24,30,13,1,97,0,0,2,1,99,1,0,0,0,93,0,4,1,2,99,0,0,1,0,64,0,0,0,36,99,1,0,0,0,95,0,5,0,0,90,2,1,7,0,93,4,0,1,2,99,0,0,1,0,50,0,0,0,50,99,1,0,0,0,99,1
7,Kharkiv Oblast,UA-63,18,34,17,4,27,28,29,34,2,7,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,97,0,0,3,0,97,0,3,0,0,100,0,0,0,0,77,0,21,0,2,100,0,0,0,0,100,0,0,0,0,97,0,0,3,0,97,0,3,0,0,97,0,0,0,3,100,0
8,Khersons'ka oblast,UA-65,28,24,20,7,21,18,34,43,5,0,100,0,0,0,0,100,0,0,0,0,88,0,0,0,12,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,70,0,0,0,30,88,0,12,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,18,33,19,8,22,31,27,31,8,3,97,0,1,2,0,97,0,0,1,2,95,3,0,0,2,56,0,44,0,0,95,2,1,0,2,97,1,0,2,0,81,5,12,1,1,91,4,0,5,0,90,4,5,0,1,47,0,52,1,0,90,1,5,2,2,97,1,0,2,0,91,9
