,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,22,30,21,2,25,24,23,30,23,0,98,0,2,0,0,93,2,3,0,2,95,3,0,2,0,42,0,0,58,0,100,0,0,0,0,98,0,0,2,0,93,0,0,0,7,91,2,0,5,2,89,2,2,5,2,28,0,0,72,0,100,0,0,0,0,95,0,0,2,3,100,0
1,Chernihivs'ka oblast,UA-74,21,32,17,3,27,29,19,31,21,0,100,0,0,0,0,100,0,0,0,0,65,0,0,35,0,97,0,0,3,0,97,0,3,0,0,100,0,0,0,0,97,3,0,0,0,94,0,0,6,0,50,0,0,50,0,97,0,0,3,0,94,3,3,0,0,100,0,0,0,0,89,11
2,Chernivets'ka oblast,UA-77,33,24,15,3,25,24,30,34,12,0,100,0,0,0,0,98,0,0,2,0,95,5,0,0,0,58,0,0,0,42,100,0,0,0,0,90,8,2,0,0,100,0,0,0,0,98,0,0,0,2,95,0,5,0,0,50,0,0,0,50,100,0,0,0,0,88,8,2,2,0,98,2
3,Crimea,UA-43,19,28,16,4,33,32,33,35,0,0,100,0,0,0,0,38,0,0,62,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,33,20,3,26,33,32,32,3,0,96,0,4,0,0,98,1,0,1,0,97,1,1,0,1,98,1,1,0,0,100,0,0,0,0,98,1,0,0,1,92,0,1,0,7,98,0,0,2,0,98,0,1,0,1,97,1,2,0,0,98,0,0,1,1,97,1,0,0,2,98,2
5,Donetsk Oblast,UA-14,20,30,16,7,27,32,32,35,1,0,95,0,0,5,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,1,1,91,9,0,0,0,99,0,0,0,1,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,21,30,14,4,31,21,34,34,11,0,100,0,0,0,0,96,4,0,0,0,100,0,0,0,0,96,0,0,0,4,47,0,0,0,53,90,8,0,0,2,94,0,4,2,0,92,0,0,8,0,98,0,0,2,0,96,0,0,0,4,34,0,0,0,66,87,8,1,0,4,98,2
7,Kharkiv Oblast,UA-63,18,32,17,3,30,27,31,38,1,3,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,89,0,11,0,0,99,0,0,1,0,100,0,0,0,0,98,1,0,1,0,100,0,0,0,0,100,0,0,0,0,99,1
8,Khersons'ka oblast,UA-65,16,33,22,1,28,34,28,34,4,0,100,0,0,0,0,100,0,0,0,0,73,0,0,0,27,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,4,0,60,0,0,0,40,93,0,0,7,0,96,4,0,0,0,100,0,0,0,0,93,7
9,Khmel'nyts'ka oblast,UA-68,24,34,11,5,26,26,29,26,19,0,97,0,0,3,0,94,3,0,3,0,89,11,0,0,0,30,0,68,0,2,97,3,0,0,0,86,12,2,0,0,100,0,0,0,0,91,3,0,3,3,89,0,11,0,0,23,0,75,0,2,91,6,0,3,0,84,14,2,0,0,97,3
10,Kirovohrads'ka oblast,UA-35,22,34,16,9,19,38,27,30,5,0,100,0,0,0,0,86,3,11,0,0,96,4,0,0,0,93,3,0,4,0,100,0,0,0,0,48,0,0,52,0,96,0,4,0,0,78,0,10,3,9,96,0,4,0,0,93,3,0,4,0,93,7,0,0,0,42,0,0,57,1,100,0
11,Kyiv city,UA-30,19,33,18,4,26,19,20,24,37,0,98,1,0,0,1,97,2,0,1,0,97,2,1,0,0,99,1,0,0,0,97,2,0,1,0,98,0,0,0,2,95,4,0,0,1,94,0,1,4,1,95,0,3,1,1,97,1,1,1,0,92,4,0,3,1,97,0,0,1,2,91,9
12,Kyivs'ka oblast,UA-32,19,37,15,1,28,22,20,23,35,0,99,1,0,0,0,97,2,0,1,0,95,4,0,1,0,99,0,0,1,0,93,4,0,3,0,100,0,0,0,0,58,41,0,1,0,98,0,0,2,0,91,1,5,2,1,99,0,0,1,0,90,4,2,2,2,98,0,0,0,2,48,52
13,Luhans'ka oblast,UA-09,20,37,18,1,24,33,27,38,2,0,100,0,0,0,0,94,0,0,0,6,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,89,11,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,15,33,17,5,30,30,25,36,9,0,98,0,0,0,2,45,55,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,94,4,0,0,2,99,0,0,1,0,39,0,1,60,0,99,0,0,1,0,99,0,0,0,1,99,0,0,1,0,93,4,0,0,3,99,1
15,Mykolaivs'ka oblast,UA-48,16,45,13,0,26,40,25,29,6,0,100,0,0,0,0,84,0,16,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,2,0,0,0,66,0,0,0,34,100,0,0,0,0,98,2,0,0,0,95,3,2,0,0,95,2,0,3,0,98,2
16,Odessa Oblast,UA-51,20,32,17,3,28,32,33,34,1,0,91,9,0,0,0,98,0,0,2,0,96,2,1,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,84,1,0,15,0,100,0,0,0,0,95,0,3,1,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1
17,Poltavs'ka oblast,UA-53,16,38,13,5,28,31,31,24,14,0,96,0,2,2,0,98,0,0,2,0,100,0,0,0,0,60,39,1,0,0,98,0,2,0,0,100,0,0,0,0,94,0,4,0,2,98,2,0,0,0,100,0,0,0,0,43,55,0,2,0,96,0,4,0,0,96,0,0,2,2,94,6
18,Rivnens'ka oblast,UA-56,22,36,20,5,17,25,23,28,24,0,100,0,0,0,0,96,4,0,0,0,93,2,3,0,2,98,0,0,2,0,40,0,0,60,0,93,3,2,0,2,93,5,0,2,0,96,0,0,4,0,96,0,2,0,2,96,0,2,2,0,30,0,0,70,0,91,5,2,0,2,87,13
19,Sevastopol' city,UA-40,19,34,13,8,26,42,32,26,0,0,100,0,0,0,0,2,0,0,98,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,18,25,22,2,33,25,31,35,9,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,70,0,30,0,0,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,98,0,2,0,0,98,2,0,0,0,57,0,43,0,0,100,0,0,0,0,95,5
21,Ternopil's'ka oblast,UA-61,14,37,20,4,25,30,26,31,13,0,98,0,2,0,0,93,7,0,0,0,100,0,0,0,0,95,0,5,0,0,96,0,0,2,2,47,53,0,0,0,98,0,0,0,2,88,0,0,12,0,100,0,0,0,0,95,0,5,0,0,96,0,0,2,2,39,61,0,0,0,86,14
22,Vinnyts'ka oblast,UA-05,14,34,22,6,24,28,28,29,15,0,99,1,0,0,0,100,0,0,0,0,41,59,0,0,0,95,1,4,0,0,99,1,0,0,0,100,0,0,0,0,91,5,0,4,0,95,0,0,5,0,33,0,67,0,0,92,1,5,2,0,94,5,0,1,0,100,0,0,0,0,83,17
23,Volyns'ka oblast,UA-07,19,44,16,4,17,36,22,29,13,0,97,0,0,3,0,94,3,0,0,3,100,0,0,0,0,100,0,0,0,0,97,0,0,3,0,38,1,0,0,61,94,3,0,3,0,80,2,0,15,3,97,3,0,0,0,94,0,3,3,0,90,0,0,10,0,33,1,0,0,66,94,6
24,Zakarpats'ka oblast,UA-21,40,22,14,0,24,29,29,32,10,0,100,0,0,0,0,96,4,0,0,0,100,0,0,0,0,98,0,0,0,2,96,0,0,2,2,59,0,40,0,1,100,0,0,0,0,89,0,0,11,0,100,0,0,0,0,93,0,2,3,2,89,0,0,4,7,49,0,50,0,1,100,0
25,Zaporiz'ka oblast,UA-23,16,34,16,2,32,36,29,31,4,0,91,0,0,0,9,99,0,0,1,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,0,3,82,1,16,1,0,96,0,3,1,0,100,0,0,0,0,99,1,0,0,0,99,0,1,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,25,36,17,1,21,28,17,26,29,0,100,0,0,0,0,97,0,0,0,3,97,3,0,0,0,100,0,0,0,0,41,59,0,0,0,100,0,0,0,0,91,9,0,0,0,97,0,0,3,0,80,3,12,5,0,91,3,6,0,0,32,68,0,0,0,100,0,0,0,0,85,15
