,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,20,33,15,1,31,29,26,27,18,0,99,0,0,0,1,92,3,1,4,0,94,3,0,3,0,54,0,0,46,0,97,3,0,0,0,99,0,0,1,0,88,6,1,4,1,93,2,1,3,1,90,0,3,4,3,43,1,0,56,0,96,3,1,0,0,99,0,0,1,0,91,9
1,Chernihivs'ka oblast,UA-74,20,30,20,10,20,23,31,19,27,0,76,0,0,24,0,100,0,0,0,0,40,0,0,60,0,100,0,0,0,0,86,0,14,0,0,100,0,0,0,0,86,14,0,0,0,76,24,0,0,0,35,0,0,65,0,100,0,0,0,0,86,0,14,0,0,100,0,0,0,0,67,33
2,Chernivets'ka oblast,UA-77,22,31,19,4,24,26,27,32,15,0,98,0,0,2,0,95,0,0,2,3,98,0,2,0,0,56,1,0,0,43,92,0,3,2,3,92,8,0,0,0,92,8,0,0,0,92,2,0,3,3,92,3,0,5,0,46,1,1,0,52,85,0,2,5,8,92,8,0,0,0,90,10
3,Crimea,UA-43,20,34,19,2,25,33,30,37,0,0,100,0,0,0,0,44,0,0,56,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,34,19,1,26,32,34,29,5,0,84,0,13,1,2,93,3,1,3,0,96,1,0,0,3,98,0,2,0,0,98,0,1,1,0,99,0,0,0,1,83,0,1,0,16,89,3,2,5,1,94,0,2,1,3,98,1,1,0,0,94,1,0,3,2,96,0,3,0,1,99,1
5,Donetsk Oblast,UA-14,24,35,15,2,24,34,32,34,0,0,96,0,0,4,0,91,0,0,9,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,1,0,1,93,7,0,0,0,98,1,1,0,0,99,1,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,31,20,2,29,26,27,30,17,0,98,0,1,1,0,99,1,0,0,0,95,1,3,1,0,95,0,1,1,3,65,0,0,3,32,96,3,0,0,1,91,6,1,1,1,89,2,0,9,0,94,1,4,1,0,94,0,2,1,3,46,0,0,3,51,91,2,0,0,7,91,9
7,Kharkiv Oblast,UA-63,18,39,13,2,28,35,30,28,0,7,100,0,0,0,0,97,1,0,0,2,99,0,0,0,1,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,79,1,20,0,0,97,0,1,2,0,97,2,0,0,1,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,97,3
8,Khersons'ka oblast,UA-65,23,32,9,3,33,39,34,24,3,0,100,0,0,0,0,90,0,3,7,0,79,0,0,0,21,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,0,3,93,0,0,4,3,58,0,0,0,42,100,0,0,0,0,90,3,0,3,4,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,14,39,11,6,30,35,24,28,13,0,100,0,0,0,0,97,1,0,1,1,94,3,1,1,1,57,0,43,0,0,91,2,0,6,1,97,2,1,0,0,90,5,4,0,1,94,0,0,5,1,93,1,3,2,1,48,0,52,0,0,86,3,2,7,2,91,5,1,1,2,96,4
