,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,20,34,17,1,28,28,28,29,15,0,98,0,0,0,2,92,2,0,6,0,94,2,0,4,0,58,0,0,42,0,98,2,0,0,0,98,0,0,2,0,86,8,2,2,2,94,2,2,2,0,92,0,2,4,2,47,1,0,52,0,98,2,0,0,0,98,0,0,2,0,92,8
1,Chernihivs'ka oblast,UA-74,15,23,31,15,16,17,30,18,35,0,60,0,0,40,0,100,0,0,0,0,37,0,0,63,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,75,25,0,0,0,60,40,0,0,0,30,0,0,70,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,50,50
2,Chernivets'ka oblast,UA-77,24,34,20,1,21,26,24,38,12,0,96,0,0,4,0,91,0,0,4,5,96,0,4,0,0,59,2,0,0,39,87,0,5,4,4,87,13,0,0,0,91,9,0,0,0,87,5,0,4,4,87,4,0,9,0,46,2,2,0,50,80,0,4,8,8,87,13,0,0,0,87,13
3,Crimea,UA-43,22,36,16,2,24,34,30,35,1,0,100,0,0,0,0,44,0,0,56,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,35,19,1,26,33,32,31,4,0,82,0,15,2,1,96,1,1,2,0,95,1,1,0,3,97,1,2,0,0,98,0,0,1,1,98,0,1,0,1,81,0,1,0,18,91,4,1,3,1,93,0,2,1,4,96,2,2,0,0,93,1,0,4,2,94,0,4,1,1,98,2
5,Donetsk Oblast,UA-14,24,34,16,1,25,34,29,37,0,0,97,0,0,3,0,90,0,0,9,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,94,6,0,0,0,97,2,1,0,0,99,1,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,20,30,21,1,28,25,28,32,15,0,96,0,2,2,0,98,2,0,0,0,98,2,0,0,0,92,0,2,2,4,61,0,1,2,36,96,4,0,0,0,87,8,2,1,2,92,4,0,4,0,94,0,6,0,0,90,0,4,2,4,43,0,1,1,55,90,4,0,0,6,87,13
7,Kharkiv Oblast,UA-63,21,38,11,3,27,32,32,32,0,4,100,0,0,0,0,95,3,0,0,2,98,0,0,0,2,98,2,0,0,0,100,0,0,0,0,100,0,0,0,0,81,0,19,0,0,98,0,0,2,0,95,3,0,0,2,98,2,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,21,37,9,1,32,41,39,17,3,0,100,0,0,0,0,88,0,4,8,0,88,0,0,0,12,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,0,4,92,0,0,4,4,68,0,0,0,32,100,0,0,0,0,88,4,0,4,4,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,13,42,10,7,28,36,25,29,10,0,100,0,0,0,0,97,0,0,1,2,96,1,0,1,2,56,0,44,0,0,91,1,0,7,1,96,3,1,0,0,91,5,3,0,1,94,0,0,5,1,93,2,1,3,1,47,0,53,0,0,86,3,3,7,1,90,7,1,1,1,96,4
10,Kirovohrads'ka oblast,UA-35,21,36,13,1,29,35,21,39,4,1,92,0,8,0,0,88,0,4,4,4,96,0,0,0,4,96,0,0,4,0,100,0,0,0,0,76,0,0,24,0,85,0,3,4,8,96,0,0,0,4,88,8,0,0,4,92,4,0,4,0,96,0,0,4,0,69,0,0,31,0,92,8
11,Kyiv city,UA-30,19,35,16,2,28,20,17,17,46,0,97,2,1,0,0,99,1,0,0,0,97,0,1,2,0,99,0,1,0,0,96,2,1,1,0,100,0,0,0,0,91,4,0,4,1,97,0,0,3,0,94,1,1,4,0,97,0,3,0,0,94,3,2,1,0,99,0,0,0,1,93,7
12,Kyivs'ka oblast,UA-32,12,34,21,3,30,19,17,25,39,0,100,0,0,0,0,98,0,0,2,0,98,0,0,0,2,96,0,0,4,0,96,2,0,2,0,100,0,0,0,0,54,44,2,0,0,98,0,0,2,0,98,0,0,0,2,90,0,0,8,2,96,2,0,2,0,96,0,0,0,4,45,55
13,Luhans'ka oblast,UA-09,29,37,14,3,17,35,36,28,1,0,100,0,0,0,0,92,0,0,8,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,5
14,Lviv Oblast,UA-46,19,32,17,3,29,23,26,35,16,0,93,1,1,4,1,54,44,1,0,1,91,1,4,0,4,95,1,0,2,2,86,5,0,8,1,92,4,1,1,2,89,5,2,3,1,45,2,0,53,0,89,4,3,1,3,90,3,3,2,2,78,5,3,11,3,86,6,1,1,6,94,6
15,Mykolaivs'ka oblast,UA-48,18,29,12,1,40,36,33,29,2,0,100,0,0,0,0,65,0,35,0,0,94,0,0,0,6,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,52,0,0,3,45,94,0,0,0,6,100,0,0,0,0,100,0,0,0,0,94,0,6,0,0,100,0
16,Odessa Oblast,UA-51,15,32,19,5,29,32,25,40,3,0,83,17,0,0,0,100,0,0,0,0,97,0,1,0,2,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,72,0,0,28,0,99,0,0,1,0,99,0,0,0,1,99,0,1,0,0,99,0,0,0,1,97,0,3,0,0,100,0
17,Poltavs'ka oblast,UA-53,17,37,16,1,29,29,30,32,9,0,96,0,0,0,4,100,0,0,0,0,86,2,4,4,4,68,32,0,0,0,96,0,4,0,0,98,0,0,2,0,96,2,2,0,0,96,0,4,0,0,88,0,4,4,4,53,46,0,1,0,92,0,6,2,0,94,0,2,2,2,94,6
18,Rivnens'ka oblast,UA-56,26,32,21,5,16,25,25,30,20,0,97,0,0,3,0,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,35,1,0,64,0,87,0,0,6,7,93,7,0,0,0,84,3,3,10,0,90,3,7,0,0,97,0,3,0,0,28,1,0,71,0,82,0,6,6,6,84,16
19,Sevastopol' city,UA-40,24,41,16,0,19,41,28,31,0,0,100,0,0,0,0,4,0,0,96,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,42,29,12,0,17,30,31,26,13,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,44,0,56,0,0,100,0,0,0,0,88,12,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,37,0,63,0,0,100,0,0,0,0,88,12
21,Ternopil's'ka oblast,UA-61,17,31,13,3,36,22,22,35,21,0,94,0,0,6,0,94,3,0,3,0,97,3,0,0,0,91,0,3,0,6,77,0,0,23,0,44,56,0,0,0,91,3,0,6,0,85,6,0,9,0,94,3,3,0,0,91,0,3,0,6,76,0,2,22,0,36,63,0,0,1,94,6
22,Vinnyts'ka oblast,UA-05,15,30,21,2,32,28,25,29,18,0,96,2,0,0,2,98,0,2,0,0,45,52,2,0,1,90,4,0,2,4,98,0,2,0,0,100,0,0,0,0,90,4,2,4,0,92,0,2,4,2,33,0,67,0,0,90,4,0,2,4,98,0,2,0,0,100,0,0,0,0,90,10
23,Volyns'ka oblast,UA-07,20,34,19,2,25,29,32,30,8,1,100,0,0,0,0,89,3,0,4,4,100,0,0,0,0,100,0,0,0,0,80,3,0,17,0,42,0,0,0,58,92,0,8,0,0,83,7,3,7,0,96,4,0,0,0,96,4,0,0,0,77,3,0,20,0,34,0,0,0,66,89,11
24,Zakarpats'ka oblast,UA-21,29,26,15,4,26,26,27,36,11,0,100,0,0,0,0,93,2,5,0,0,98,0,2,0,0,100,0,0,0,0,91,2,0,5,2,63,1,36,0,0,96,2,0,0,2,85,0,0,9,6,100,0,0,0,0,98,0,0,2,0,91,2,0,5,2,55,1,44,0,0,93,7
25,Zaporiz'ka oblast,UA-23,20,32,12,2,34,34,35,30,1,0,85,0,0,0,15,85,2,0,13,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,79,2,17,2,0,97,0,0,3,0,100,0,0,0,0,95,3,0,2,0,100,0,0,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,26,37,16,0,21,23,17,25,35,0,100,0,0,0,0,88,6,0,6,0,88,12,0,0,0,88,0,12,0,0,33,65,0,2,0,100,0,0,0,0,83,12,0,0,5,88,0,6,6,0,83,0,12,5,0,78,5,17,0,0,27,70,0,3,0,74,0,5,0,21,78,22
