,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,20,35,17,3,25,29,28,26,17,0,98,0,0,2,0,98,2,0,0,0,92,4,0,2,2,43,2,0,55,0,100,0,0,0,0,100,0,0,0,0,92,2,4,0,2,87,4,2,6,1,87,0,3,2,8,35,1,0,64,0,100,0,0,0,0,98,0,0,2,0,96,4
1,Chernihivs'ka oblast,UA-74,23,26,19,4,28,22,32,24,22,0,100,0,0,0,0,95,0,0,5,0,46,0,0,54,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,37,0,0,63,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,24,37,16,2,21,26,35,28,11,0,98,2,0,0,0,96,2,0,0,2,98,0,0,0,2,67,0,0,0,33,98,0,0,2,0,100,0,0,0,0,94,2,2,2,0,98,0,0,2,0,94,2,0,2,2,64,0,1,0,35,98,0,0,2,0,96,2,0,2,0,92,8
3,Crimea,UA-43,22,28,26,1,23,28,34,37,1,0,100,0,0,0,0,46,0,0,54,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,35,16,4,25,34,28,33,5,0,80,0,17,1,2,96,2,0,1,1,96,0,0,0,4,96,2,2,0,0,99,0,1,0,0,100,0,0,0,0,81,0,0,0,19,89,2,7,2,0,94,1,0,0,5,93,3,2,1,1,98,0,2,0,0,99,0,0,1,0,100,0
5,Donetsk Oblast,UA-14,24,30,20,1,25,30,32,38,0,0,96,0,0,4,0,92,0,0,6,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,6,2,0,0,98,2,0,0,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,20,32,13,3,32,24,24,32,20,0,94,0,0,4,2,90,6,2,0,2,92,0,4,4,0,96,2,0,0,2,47,2,0,0,51,88,2,8,0,2,96,2,2,0,0,76,7,1,13,3,94,2,0,4,0,96,2,0,0,2,40,1,0,0,59,86,2,10,0,2,96,4
7,Kharkiv Oblast,UA-63,18,37,16,3,26,27,34,30,3,6,98,0,2,0,0,96,2,0,2,0,98,2,0,0,0,100,0,0,0,0,98,2,0,0,0,98,0,0,0,2,77,1,18,0,4,94,0,2,4,0,96,0,4,0,0,98,2,0,0,0,96,2,2,0,0,98,0,0,0,2,98,2
8,Khersons'ka oblast,UA-65,25,34,13,0,28,37,33,30,0,0,100,0,0,0,0,88,12,0,0,0,61,0,0,0,39,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,0,0,0,6,88,0,0,12,0,47,0,0,0,53,94,6,0,0,0,88,0,6,6,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,16,39,16,5,24,32,24,26,18,0,94,0,2,2,2,96,0,2,0,2,87,4,9,0,0,36,0,64,0,0,94,2,0,2,2,94,4,0,0,2,87,7,2,2,2,89,2,7,0,2,91,2,7,0,0,30,0,70,0,0,91,2,0,5,2,91,5,2,0,2,87,13
