,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,21,33,15,2,29,27,24,34,15,0,98,2,0,0,0,93,2,0,5,0,93,7,0,0,0,64,0,0,31,5,96,0,2,2,0,98,0,0,2,0,87,9,0,4,0,98,0,0,2,0,93,0,7,0,0,56,0,0,40,4,96,0,2,2,0,93,0,2,5,0,89,11
1,Chernihivs'ka oblast,UA-74,6,47,7,0,40,26,18,26,30,0,100,0,0,0,0,100,0,0,0,0,59,0,0,41,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,71,29,0,0,0,100,0,0,0,0,54,0,0,46,0,78,0,11,0,11,88,0,0,12,0,100,0,0,0,0,71,29
2,Chernivets'ka oblast,UA-77,20,38,17,6,19,26,29,36,9,0,91,6,3,0,0,91,3,6,0,0,100,0,0,0,0,74,0,2,0,24,97,0,0,0,3,100,0,0,0,0,86,6,0,5,3,86,2,0,3,9,94,0,0,6,0,66,0,4,0,30,89,5,0,0,6,91,0,3,0,6,91,9
3,Crimea,UA-43,31,32,16,1,20,30,44,26,0,0,100,0,0,0,0,36,0,0,64,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,17,36,13,2,32,30,30,33,6,1,85,0,14,0,1,94,3,0,3,0,100,0,0,0,0,94,1,2,1,2,96,2,1,1,0,98,0,1,1,0,79,2,2,0,17,90,0,4,3,3,97,1,0,0,2,93,0,2,3,2,94,2,2,2,0,96,0,1,2,1,94,6
5,Donetsk Oblast,UA-14,21,33,14,0,32,36,40,23,1,0,95,0,0,5,0,92,0,0,8,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,8,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,12,40,14,5,29,28,31,23,18,0,97,3,0,0,0,97,3,0,0,0,94,3,3,0,0,100,0,0,0,0,55,3,0,0,42,97,0,3,0,0,83,5,3,9,0,91,3,3,3,0,94,0,3,3,0,97,0,0,0,3,36,2,0,1,61,97,0,3,0,0,85,15
7,Kharkiv Oblast,UA-63,20,32,14,1,33,24,32,37,1,6,98,0,0,2,0,94,4,0,2,0,98,2,0,0,0,98,2,0,0,0,100,0,0,0,0,100,0,0,0,0,81,1,18,0,0,94,2,0,4,0,98,0,2,0,0,98,2,0,0,0,98,0,0,0,2,100,0,0,0,0,98,2
8,Khersons'ka oblast,UA-65,19,39,13,0,29,43,25,32,0,0,100,0,0,0,0,100,0,0,0,0,65,0,7,0,28,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,60,0,0,0,40,100,0,0,0,0,100,0,0,0,0,91,0,0,0,9,100,0
9,Khmel'nyts'ka oblast,UA-68,13,41,14,0,32,31,26,31,12,0,90,10,0,0,0,95,2,0,3,0,98,0,2,0,0,50,0,49,1,0,95,3,0,0,2,95,3,0,0,2,85,5,0,10,0,98,0,0,2,0,100,0,0,0,0,45,0,54,1,0,95,3,0,0,2,88,5,3,2,2,90,10
10,Kirovohrads'ka oblast,UA-35,15,33,13,0,39,29,29,38,4,0,95,5,0,0,0,95,0,5,0,0,95,5,0,0,0,100,0,0,0,0,100,0,0,0,0,77,0,0,23,0,95,0,0,5,0,95,0,0,0,5,95,0,5,0,0,90,0,5,5,0,100,0,0,0,0,66,0,0,34,0,90,10
11,Kyiv city,UA-30,21,36,15,2,26,18,16,21,45,0,96,4,0,0,0,90,7,0,3,0,95,4,0,1,0,90,0,6,1,3,94,3,0,0,3,95,2,2,0,1,90,5,1,3,1,85,2,1,11,1,93,0,5,2,0,86,1,7,3,3,88,5,1,1,5,95,1,2,0,2,88,12
12,Kyivs'ka oblast,UA-32,18,24,18,2,38,17,16,24,43,0,96,2,2,0,0,94,2,2,0,2,96,2,0,2,0,96,0,0,4,0,94,4,0,2,0,92,4,2,0,2,63,32,0,4,1,92,2,0,4,2,92,2,2,4,0,94,2,0,4,0,92,4,0,2,2,92,4,2,0,2,56,44
13,Luhans'ka oblast,UA-09,31,25,20,0,24,23,36,40,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,3,0,91,6,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,17,41,12,1,29,24,25,38,13,0,99,1,0,0,0,69,31,0,0,0,95,2,1,2,0,98,0,2,0,0,97,2,1,0,0,95,2,0,0,3,93,5,1,1,0,59,0,1,40,0,94,1,2,2,1,96,0,3,1,0,93,4,1,0,2,92,3,0,0,5,93,7
15,Mykolaivs'ka oblast,UA-48,14,37,21,0,28,32,39,27,2,0,100,0,0,0,0,57,8,35,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,0,0,7,0,93,7,0,0,0,55,0,0,8,37,100,0,0,0,0,87,0,6,0,7,100,0,0,0,0,93,0,0,7,0,93,7
16,Odessa Oblast,UA-51,17,35,17,2,29,33,29,36,2,0,95,5,0,0,0,98,0,0,1,1,98,1,1,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,86,0,0,14,0,98,1,0,0,1,96,3,1,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0
17,Poltavs'ka oblast,UA-53,23,31,16,0,30,30,27,33,10,0,94,3,0,0,3,97,3,0,0,0,97,0,3,0,0,68,28,2,0,2,87,0,13,0,0,100,0,0,0,0,87,5,6,2,0,92,0,3,5,0,97,0,3,0,0,54,42,1,1,2,87,0,13,0,0,97,0,3,0,0,94,6
18,Rivnens'ka oblast,UA-56,22,30,14,6,28,25,25,31,19,0,93,7,0,0,0,96,0,0,4,0,93,7,0,0,0,93,0,3,0,4,48,8,0,44,0,96,0,0,0,4,77,13,0,10,0,89,0,4,7,0,93,0,7,0,0,93,0,3,0,4,42,7,0,51,0,96,0,0,0,4,80,20
19,Sevastopol' city,UA-40,24,35,10,0,31,33,33,34,0,0,100,0,0,0,0,3,0,0,97,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,14,43,15,3,25,27,32,39,2,0,100,0,0,0,0,100,0,0,0,0,95,0,0,5,0,100,0,0,0,0,57,0,43,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,90,5,0,5,0,100,0,0,0,0,52,0,48,0,0,100,0,0,0,0,100,0
21,Ternopil's'ka oblast,UA-61,18,35,16,2,29,33,19,31,17,0,100,0,0,0,0,97,0,3,0,0,100,0,0,0,0,90,0,7,0,3,90,3,3,0,4,57,39,0,2,2,86,14,0,0,0,97,0,0,0,3,100,0,0,0,0,90,0,7,0,3,81,6,7,0,6,44,50,3,1,2,81,19
22,Vinnyts'ka oblast,UA-05,19,30,18,5,28,25,23,31,21,0,98,0,0,0,2,95,3,0,2,0,54,44,1,0,1,98,0,2,0,0,90,10,0,0,0,93,0,5,0,2,90,2,3,5,0,90,0,5,5,0,41,0,57,0,2,98,0,2,0,0,88,10,0,2,0,88,2,8,0,2,90,10
23,Volyns'ka oblast,UA-07,15,29,10,0,46,17,22,36,25,0,89,3,0,4,4,96,4,0,0,0,96,0,4,0,0,96,0,4,0,0,89,11,0,0,0,42,0,0,0,58,83,14,0,3,0,83,3,3,11,0,100,0,0,0,0,93,0,4,3,0,89,11,0,0,0,36,0,0,1,63,83,17
24,Zakarpats'ka oblast,UA-21,38,28,13,5,16,25,27,42,6,0,99,1,0,0,0,97,1,0,2,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,72,0,27,1,0,97,1,0,2,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,68,0,31,1,0,99,1
25,Zaporiz'ka oblast,UA-23,18,29,15,0,38,28,34,37,1,0,94,0,0,0,6,94,0,0,6,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,85,0,15,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,3,0,97,3
