,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,19,38,19,2,22,28,24,22,26,0,97,0,0,3,0,92,3,3,0,2,92,3,3,2,0,41,1,0,58,0,94,6,0,0,0,100,0,0,0,0,92,0,0,3,5,84,5,0,9,2,89,2,3,6,0,27,0,0,73,0,94,6,0,0,0,100,0,0,0,0,97,3
1,Chernihivs'ka oblast,UA-74,27,28,22,4,19,26,20,35,19,0,100,0,0,0,0,100,0,0,0,0,68,0,0,32,0,95,2,0,3,0,97,0,3,0,0,100,0,0,0,0,97,3,0,0,0,95,0,0,3,2,54,0,1,45,0,95,2,0,3,0,95,3,2,0,0,100,0,0,0,0,92,8
2,Chernivets'ka oblast,UA-77,29,23,12,4,32,24,35,33,8,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,54,0,0,0,46,97,0,0,0,3,94,6,0,0,0,100,0,0,0,0,97,0,0,0,3,100,0,0,0,0,45,0,0,0,55,97,0,0,0,3,91,9,0,0,0,97,3
3,Crimea,UA-43,21,30,21,4,24,33,32,35,0,0,100,0,0,0,0,38,0,0,62,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,31,19,3,29,33,31,33,3,0,89,0,11,0,0,97,2,0,1,0,97,0,2,1,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,84,0,0,0,16,98,0,0,2,0,99,0,0,1,0,100,0,0,0,0,98,1,0,0,1,98,1,0,0,1,100,0
5,Donetsk Oblast,UA-14,18,34,16,6,26,34,32,34,0,0,92,0,0,8,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,89,11,0,0,0,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,16,31,20,4,29,24,33,34,9,0,100,0,0,0,0,99,1,0,0,0,99,0,1,0,0,100,0,0,0,0,51,0,0,0,49,93,6,0,0,1,92,0,5,3,0,97,0,0,3,0,99,0,0,1,0,99,0,0,0,1,40,0,0,0,60,92,5,0,0,3,100,0
7,Kharkiv Oblast,UA-63,20,30,17,2,31,25,34,37,1,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,88,0,12,0,0,98,0,0,2,0,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,21,35,21,1,22,35,24,35,6,0,100,0,0,0,0,97,0,0,3,0,77,0,0,0,23,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,3,0,93,0,0,7,0,54,0,0,0,46,93,0,0,7,0,100,0,0,0,0,100,0,0,0,0,97,3
9,Khmel'nyts'ka oblast,UA-68,23,32,17,4,24,27,28,26,19,0,97,3,0,0,0,97,0,0,3,0,94,6,0,0,0,31,0,68,0,1,97,3,0,0,0,90,10,0,0,0,97,0,0,3,0,94,0,0,3,3,94,0,6,0,0,25,0,75,0,0,88,9,0,3,0,90,10,0,0,0,100,0
