,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,18,35,17,4,26,33,31,26,10,0,93,1,0,4,2,100,0,0,0,0,93,2,4,1,0,56,0,0,43,1,100,0,0,0,0,100,0,0,0,0,89,6,0,5,0,92,5,1,2,0,95,0,3,2,0,45,0,0,54,1,100,0,0,0,0,99,0,0,0,1,93,7
1,Chernihivs'ka oblast,UA-74,37,33,8,4,18,29,35,17,19,0,100,0,0,0,0,97,0,0,3,0,55,0,2,41,2,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,97,0,0,0,3,93,0,7,0,0,48,0,0,51,1,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,97,3
2,Chernivets'ka oblast,UA-77,27,29,14,6,24,28,34,32,6,0,100,0,0,0,0,98,0,0,2,0,98,0,0,0,2,58,0,0,0,42,95,0,0,0,5,100,0,0,0,0,100,0,0,0,0,95,0,0,3,2,98,0,0,0,2,51,0,0,1,48,95,0,0,0,5,95,0,0,2,3,98,2
3,Crimea,UA-43,22,32,16,1,29,33,38,29,0,0,100,0,0,0,0,50,0,0,50,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,24,31,21,2,22,37,32,30,1,0,86,1,10,2,1,97,2,0,0,1,93,2,2,1,2,99,1,0,0,0,99,1,0,0,0,97,0,1,1,1,84,1,3,0,12,91,2,3,3,1,93,2,3,1,1,98,2,0,0,0,97,2,0,1,0,97,0,1,1,1,99,1
5,Donetsk Oblast,UA-14,28,29,15,3,25,35,28,37,0,0,87,0,0,13,0,96,0,0,4,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,86,14,0,0,0,98,0,0,2,0,100,0,0,0,0,98,0,0,2,0,100,0,0,0,0,98,2
6,Ivano-Frankivs'ka oblast,UA-26,18,37,18,2,25,33,30,31,6,0,92,0,4,4,0,99,1,0,0,0,96,0,4,0,0,99,0,0,1,0,63,0,0,0,37,98,1,0,0,1,92,1,1,1,5,92,4,0,4,0,100,0,0,0,0,97,2,0,1,0,51,0,0,0,49,96,2,1,0,1,96,4
7,Kharkiv Oblast,UA-63,21,37,14,2,26,32,38,26,0,4,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,99,0,0,0,1,87,0,12,0,1,97,1,0,2,0,99,0,0,0,1,99,1,0,0,0,100,0,0,0,0,94,1,0,1,4,100,0
8,Khersons'ka oblast,UA-65,25,35,18,7,15,47,16,37,0,0,83,17,0,0,0,100,0,0,0,0,40,0,0,0,60,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,83,0,0,17,0,100,0,0,0,0,32,0,0,0,68,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,26,32,15,5,22,26,36,26,12,0,95,1,1,0,3,97,3,0,0,0,93,0,3,1,3,60,0,40,0,0,95,4,0,1,0,96,1,0,3,0,93,1,3,2,1,91,0,2,7,0,93,0,1,3,3,50,0,50,0,0,95,4,0,1,0,95,1,0,3,1,99,1
10,Kirovohrads'ka oblast,UA-35,23,33,18,4,22,33,33,24,9,1,90,3,2,2,3,92,0,3,0,5,95,0,5,0,0,100,0,0,0,0,100,0,0,0,0,61,0,0,39,0,90,0,2,6,2,85,2,5,6,2,95,5,0,0,0,98,0,0,2,0,95,3,2,0,0,48,0,0,52,0,98,2
11,Kyiv city,UA-30,18,31,18,3,30,14,15,20,51,0,93,0,1,5,1,89,6,2,2,1,93,5,1,0,1,97,0,2,1,0,92,5,0,3,0,94,2,2,1,1,87,9,1,1,2,84,5,1,8,2,89,1,7,3,0,95,1,2,2,0,88,6,1,3,2,92,2,1,1,4,85,15
12,Kyivs'ka oblast,UA-32,23,30,15,3,29,17,20,17,46,0,96,0,1,3,0,96,0,0,3,1,99,1,0,0,0,94,2,2,1,1,96,2,1,0,1,99,0,0,1,0,50,46,3,1,0,96,3,1,0,0,98,1,1,0,0,90,5,2,2,1,92,6,1,0,1,99,0,0,1,0,43,57
13,Luhans'ka oblast,UA-09,21,26,24,5,24,24,35,40,1,0,100,0,0,0,0,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,6,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,21,33,17,3,26,26,29,33,12,0,95,0,0,4,1,51,49,0,0,0,97,1,1,1,0,98,0,2,0,0,97,0,1,2,0,96,1,0,0,3,94,2,2,2,0,41,2,0,57,0,95,1,2,2,0,94,1,2,2,1,95,1,1,2,1,94,2,0,0,4,97,3
15,Mykolaivs'ka oblast,UA-48,22,34,20,1,23,33,30,28,9,0,100,0,0,0,0,73,0,27,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,63,0,0,0,37,95,5,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,5
16,Odessa Oblast,UA-51,24,30,19,2,25,29,35,34,2,0,80,20,0,0,0,94,2,3,1,0,96,2,2,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,76,0,0,24,0,91,1,2,2,4,96,0,3,0,1,100,0,0,0,0,100,0,0,0,0,97,0,1,1,1,100,0
17,Poltavs'ka oblast,UA-53,21,33,16,3,27,30,32,26,10,2,96,0,3,1,0,99,0,0,0,1,96,3,1,0,0,66,33,0,1,0,99,0,0,1,0,94,1,0,5,0,86,1,10,0,3,96,1,0,2,1,96,1,3,0,0,57,41,0,2,0,96,1,0,1,2,93,1,1,5,0,94,6
18,Rivnens'ka oblast,UA-56,20,33,21,5,21,26,33,27,14,0,95,0,1,4,0,97,3,0,0,0,100,0,0,0,0,99,0,0,1,0,42,1,0,57,0,97,2,0,0,1,92,1,3,2,2,88,4,1,7,0,99,1,0,0,0,95,0,3,2,0,38,1,0,61,0,95,2,0,0,3,91,9
19,Sevastopol' city,UA-40,34,24,18,4,20,33,37,30,0,0,100,0,0,0,0,3,0,0,97,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
