,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
10,Kirovohrads'ka oblast,UA-35,15,31,25,0,29,30,33,30,7,0,100,0,0,0,0,96,4,0,0,0,94,4,2,0,0,96,0,0,4,0,100,0,0,0,0,66,0,0,34,0,98,0,0,2,0,94,0,0,4,2,91,0,7,0,2,94,2,0,4,0,100,0,0,0,0,56,0,1,43,0,100,0
11,Kyiv city,UA-30,18,33,18,3,28,21,20,26,33,0,99,1,0,0,0,97,3,0,0,0,97,1,1,1,0,98,1,1,0,0,97,2,0,1,0,98,1,0,0,1,93,3,2,2,0,94,1,1,4,0,96,0,2,1,1,95,2,1,2,0,93,3,0,2,2,96,2,0,0,2,90,10
12,Kyivs'ka oblast,UA-32,22,32,17,4,25,20,22,23,35,0,99,1,0,0,0,97,0,0,3,0,97,1,2,0,0,98,0,1,1,0,98,0,2,0,0,97,0,1,2,0,69,29,0,1,1,97,0,1,0,2,98,1,1,0,0,96,1,1,2,0,96,2,2,0,0,93,0,2,2,3,59,41
13,Luhans'ka oblast,UA-09,21,33,14,4,28,34,33,32,1,0,100,0,0,0,0,86,0,0,0,14,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,99,0,1,0,0,79,21,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,20,30,18,3,29,25,33,35,7,0,100,0,0,0,0,53,47,0,0,0,99,1,0,0,0,100,0,0,0,0,99,0,0,1,0,95,2,1,0,2,99,0,1,0,0,43,0,0,57,0,97,0,2,1,0,99,0,1,0,0,97,0,0,3,0,92,4,1,0,3,100,0
15,Mykolaivs'ka oblast,UA-48,19,28,19,4,30,28,32,37,3,0,100,0,0,0,0,80,0,20,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,70,0,1,1,28,99,0,0,0,1,95,1,0,3,1,99,0,0,1,0,95,0,1,1,3,100,0
16,Odessa Oblast,UA-51,20,34,15,4,27,32,32,35,1,0,91,9,0,0,0,99,0,0,1,0,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,80,0,0,20,0,99,1,0,0,0,97,0,1,0,2,99,0,0,1,0,99,0,0,1,0,99,0,0,1,0,99,1
17,Poltavs'ka oblast,UA-53,18,34,17,5,26,32,30,30,7,1,97,2,1,0,0,97,2,0,1,0,99,0,0,1,0,63,35,0,2,0,97,1,2,0,0,99,0,0,1,0,93,1,3,2,1,98,0,0,2,0,97,0,2,1,0,47,50,0,3,0,95,1,3,1,0,98,0,1,1,0,95,5
18,Rivnens'ka oblast,UA-56,21,32,14,6,27,26,29,28,17,0,98,0,0,2,0,95,0,0,3,2,93,0,7,0,0,98,0,0,2,0,39,0,0,61,0,93,0,1,0,6,100,0,0,0,0,95,1,0,2,2,97,2,0,0,1,98,0,0,2,0,28,1,0,71,0,88,0,1,0,11,97,3
19,Sevastopol' city,UA-40,28,28,15,7,22,28,46,26,0,0,100,0,0,0,0,5,0,0,95,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,21,30,16,1,32,28,30,35,7,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,80,0,20,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,99,0,0,1,0,97,2,0,1,0,55,0,44,0,1,99,1,0,0,0,97,3
21,Ternopil's'ka oblast,UA-61,23,31,12,2,32,24,34,33,9,0,99,0,0,0,1,98,2,0,0,0,93,0,7,0,0,97,0,3,0,0,99,0,0,0,1,55,45,0,0,0,98,0,1,1,0,92,1,2,5,0,99,0,0,0,1,94,1,5,0,0,93,0,2,1,4,47,53,0,0,0,92,8
22,Vinnyts'ka oblast,UA-05,21,30,18,2,29,27,32,29,12,0,99,0,0,0,1,100,0,0,0,0,49,51,0,0,0,98,0,2,0,0,99,1,0,0,0,100,0,0,0,0,96,0,0,4,0,96,1,1,2,0,41,0,59,0,0,96,1,2,1,0,98,1,0,1,0,98,0,0,1,1,93,7
23,Volyns'ka oblast,UA-07,17,35,20,5,23,32,28,30,10,0,98,2,0,0,0,90,8,0,2,0,98,0,2,0,0,100,0,0,0,0,90,2,0,8,0,42,0,0,0,58,98,0,0,2,0,86,0,0,14,0,100,0,0,0,0,100,0,0,0,0,82,1,1,16,0,33,1,0,0,66,100,0
24,Zakarpats'ka oblast,UA-21,40,23,12,2,23,29,33,32,6,0,100,0,0,0,0,97,3,0,0,0,98,0,2,0,0,100,0,0,0,0,99,0,0,1,0,77,0,23,0,0,98,1,1,0,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,97,0,2,1,0,64,0,36,0,0,98,2
25,Zaporiz'ka oblast,UA-23,21,33,15,4,27,33,33,32,2,0,93,0,0,0,7,99,0,0,1,0,98,0,1,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,83,0,17,0,0,98,0,0,0,2,98,1,1,0,0,100,0,0,0,0,97,0,3,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,20,40,13,6,21,32,23,28,17,0,100,0,0,0,0,100,0,0,0,0,92,2,4,2,0,98,0,2,0,0,49,51,0,0,0,96,0,0,0,4,98,2,0,0,0,92,0,0,8,0,96,0,2,2,0,96,0,4,0,0,35,65,0,0,0,92,0,0,2,6,85,15
