,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,14,36,12,2,36,24,30,24,22,0,88,3,0,6,3,94,0,3,0,3,88,0,0,0,12,36,4,0,60,0,100,0,0,0,0,100,0,0,0,0,88,6,3,3,0,83,6,6,0,5,86,2,0,0,12,29,5,0,66,0,91,3,6,0,0,100,0,0,0,0,86,14
1,Chernihivs'ka oblast,UA-74,9,50,9,14,18,37,30,20,13,0,92,0,0,8,0,100,0,0,0,0,39,0,0,61,0,92,8,0,0,0,100,0,0,0,0,100,0,0,0,0,92,0,8,0,0,92,8,0,0,0,37,0,0,63,0,92,8,0,0,0,92,0,8,0,0,100,0,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,20,39,10,5,26,31,32,30,7,0,97,0,0,3,0,91,9,0,0,0,94,3,3,0,0,63,2,0,0,35,100,0,0,0,0,97,3,0,0,0,94,6,0,0,0,86,2,0,9,3,91,0,3,6,0,56,3,0,0,41,97,0,0,3,0,88,12,0,0,0,94,6
3,Crimea,UA-43,23,41,12,1,23,33,33,34,0,0,100,0,0,0,0,51,0,0,49,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,34,17,3,25,37,30,33,0,0,78,0,17,4,1,93,2,1,3,1,93,1,0,1,5,98,0,1,1,0,95,0,2,0,3,98,0,1,1,0,79,0,2,1,18,88,6,1,4,1,89,2,1,1,7,98,0,1,1,0,92,1,4,0,3,96,0,1,1,2,99,1
5,Donetsk Oblast,UA-14,20,32,15,2,31,30,31,39,0,0,96,0,0,4,0,96,0,0,4,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,92,8,0,0,0,100,0,0,0,0,94,4,0,2,0,98,0,0,0,2,98,0,0,2,0,98,2
6,Ivano-Frankivs'ka oblast,UA-26,16,34,20,5,25,28,29,32,11,0,96,0,4,0,0,89,3,4,4,0,95,0,2,2,1,95,0,3,0,2,58,1,2,0,39,93,5,2,0,0,85,11,1,0,3,88,0,0,9,3,95,1,0,2,2,93,0,5,0,2,44,1,2,0,53,91,5,4,0,0,89,11
7,Kharkiv Oblast,UA-63,19,31,13,0,37,34,28,32,0,6,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,81,0,19,0,0,100,0,0,0,0,100,0,0,0,0,92,3,2,3,0,100,0,0,0,0,100,0,0,0,0,98,2
8,Khersons'ka oblast,UA-65,13,32,16,2,37,44,31,25,0,0,94,6,0,0,0,94,0,0,6,0,59,0,0,0,41,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,0,0,6,0,88,6,0,0,6,50,0,0,3,47,94,0,6,0,0,94,0,6,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,20,29,13,5,33,25,27,32,16,0,97,0,0,3,0,94,3,3,0,0,91,3,0,0,6,46,0,51,0,3,91,9,0,0,0,91,6,0,3,0,89,8,0,3,0,89,3,3,3,2,89,0,2,3,6,38,0,60,0,2,84,14,2,0,0,80,13,0,2,5,86,14
10,Kirovohrads'ka oblast,UA-35,20,27,12,1,40,33,33,24,8,2,89,0,6,5,0,84,0,16,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,49,0,0,51,0,80,5,10,0,5,80,5,0,0,15,100,0,0,0,0,84,0,16,0,0,94,0,0,6,0,42,0,0,58,0,89,11
11,Kyiv city,UA-30,16,35,15,2,32,18,16,17,49,0,100,0,0,0,0,95,0,1,3,1,94,2,1,3,0,94,2,2,2,0,99,0,1,0,0,98,0,0,0,2,87,13,0,0,0,98,0,0,0,2,92,1,4,3,0,91,4,3,2,0,98,0,1,0,1,97,0,0,0,3,83,17
12,Kyivs'ka oblast,UA-32,18,32,16,4,30,18,16,21,45,0,100,0,0,0,0,96,2,0,2,0,96,0,0,4,0,94,2,0,4,0,94,2,4,0,0,100,0,0,0,0,45,53,1,1,0,96,2,0,2,0,94,0,0,4,2,92,2,2,4,0,88,8,4,0,0,98,0,0,0,2,40,60
