,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,20,31,17,5,27,29,28,23,20,0,90,6,0,4,0,94,0,2,2,2,96,0,2,2,0,47,0,0,53,0,98,0,0,2,0,96,0,0,4,0,90,2,2,6,0,92,4,0,2,2,90,2,2,4,2,41,1,0,58,0,98,0,0,2,0,94,2,0,4,0,94,6
1,Chernihivs'ka oblast,UA-74,14,43,14,0,29,28,21,12,39,0,100,0,0,0,0,100,0,0,0,0,43,3,0,54,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,36,0,2,62,0,93,0,7,0,0,87,0,0,13,0,93,0,0,0,7,100,0
2,Chernivets'ka oblast,UA-77,24,30,14,4,28,27,33,32,8,0,93,0,0,5,2,98,0,0,2,0,100,0,0,0,0,54,0,0,0,46,98,0,0,0,2,98,0,2,0,0,98,0,0,0,2,93,5,2,0,0,95,3,2,0,0,48,0,0,0,52,95,0,0,0,5,95,3,2,0,0,98,2
3,Crimea,UA-43,21,30,20,1,28,27,38,35,0,0,100,0,0,0,0,40,0,0,60,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,35,16,2,28,35,31,31,3,0,86,0,12,2,0,96,0,2,2,0,100,0,0,0,0,97,0,0,1,2,100,0,0,0,0,100,0,0,0,0,84,0,1,0,15,95,2,1,0,2,99,1,0,0,0,97,0,2,0,1,99,0,0,0,1,100,0,0,0,0,97,3
5,Donetsk Oblast,UA-14,21,36,18,2,23,38,35,27,0,0,88,0,0,12,0,96,3,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,85,12,1,2,0,99,0,1,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,20,39,14,4,23,26,33,31,10,0,97,0,0,3,0,91,6,2,0,1,98,0,1,1,0,97,1,0,0,2,60,0,0,0,40,93,4,2,0,1,93,4,1,2,0,86,3,2,7,2,97,1,1,1,0,96,2,0,0,2,52,0,0,0,48,93,2,4,0,1,95,5
7,Kharkiv Oblast,UA-63,19,26,19,3,33,25,38,31,0,6,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,95,3,1,1,0,100,0,0,0,0,100,0,0,0,0,77,1,22,0,0,97,3,0,0,0,100,0,0,0,0,95,3,1,1,0,99,0,1,0,0,100,0,0,0,0,99,1
8,Khersons'ka oblast,UA-65,20,18,18,13,31,32,34,34,0,0,100,0,0,0,0,60,0,0,40,0,43,0,0,0,57,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,43,0,0,0,57,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,23,29,12,2,34,27,30,29,14,0,97,0,1,2,0,95,3,0,0,2,95,0,4,0,1,41,0,59,0,0,97,0,0,3,0,100,0,0,0,0,93,2,4,0,1,87,5,0,7,1,93,2,1,0,4,37,0,63,0,0,93,1,0,6,0,97,2,1,0,0,97,3
