,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,16,41,14,3,26,31,20,25,24,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,49,0,0,51,0,89,3,2,6,0,100,0,0,0,0,97,3,0,0,0,95,0,0,5,0,97,0,3,0,0,38,1,0,61,0,85,8,2,5,0,92,5,3,0,0,97,3
1,Chernihivs'ka oblast,UA-74,28,20,16,0,36,21,38,33,8,0,100,0,0,0,0,100,0,0,0,0,38,0,9,53,0,100,0,0,0,0,89,11,0,0,0,100,0,0,0,0,100,0,0,0,0,89,11,0,0,0,42,0,0,58,0,100,0,0,0,0,80,10,0,10,0,80,10,0,0,10,100,0
2,Chernivets'ka oblast,UA-77,19,32,15,4,30,26,34,32,8,0,97,3,0,0,0,97,0,3,0,0,94,3,3,0,0,61,0,0,0,39,97,0,0,0,3,100,0,0,0,0,93,3,0,4,0,93,0,0,4,3,93,0,7,0,0,52,0,0,2,46,84,6,0,7,3,90,0,7,0,3,90,10
3,Crimea,UA-43,21,31,19,1,28,32,38,30,0,0,100,0,0,0,0,39,0,0,61,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,32,18,5,26,31,31,35,3,0,88,0,11,0,1,94,3,1,2,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,83,1,0,1,15,94,0,2,3,1,99,0,1,0,0,98,1,0,1,0,99,1,0,0,0,99,0,0,0,1,98,2
5,Donetsk Oblast,UA-14,23,32,15,2,28,34,28,37,1,0,91,0,0,9,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,86,14,0,0,0,99,0,1,0,0,99,0,0,0,1,99,0,0,1,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,17,43,13,7,20,27,26,33,14,0,97,1,0,2,0,93,4,1,2,0,95,0,2,0,3,100,0,0,0,0,64,2,0,0,34,95,4,1,0,0,87,8,0,5,0,92,2,1,3,2,97,0,0,0,3,100,0,0,0,0,43,2,1,2,52,93,4,1,0,2,86,14
7,Kharkiv Oblast,UA-63,22,30,15,2,31,32,24,39,0,5,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,96,2,0,2,0,100,0,0,0,0,100,0,0,0,0,80,0,20,0,0,93,5,0,2,0,98,0,0,2,0,96,2,0,2,0,98,2,0,0,0,98,0,2,0,0,96,4
8,Khersons'ka oblast,UA-65,22,33,14,4,27,39,30,31,0,0,100,0,0,0,0,86,0,9,5,0,82,0,4,0,14,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,86,0,0,0,14,60,0,0,0,40,100,0,0,0,0,100,0,0,0,0,95,0,5,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,16,34,27,3,20,26,24,29,21,0,100,0,0,0,0,97,3,0,0,0,95,0,5,0,0,47,0,52,0,1,83,12,0,5,0,89,11,0,0,0,97,0,0,3,0,81,2,2,15,0,97,0,3,0,0,37,0,62,0,1,72,22,0,6,0,87,13,0,0,0,87,13
10,Kirovohrads'ka oblast,UA-35,20,40,15,1,24,31,24,37,8,0,97,0,3,0,0,97,0,3,0,0,97,3,0,0,0,100,0,0,0,0,93,0,7,0,0,71,0,0,29,0,93,0,0,4,3,97,0,0,0,3,93,0,3,4,0,93,0,0,0,7,84,0,6,10,0,62,2,0,36,0,97,3
11,Kyiv city,UA-30,18,30,15,3,34,14,16,17,53,0,97,1,1,0,1,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,96,3,0,1,0,99,1,0,0,0,88,6,2,3,1,96,0,1,2,1,97,0,2,0,1,99,0,0,0,1,88,10,1,1,0,98,1,0,0,1,91,9
12,Kyivs'ka oblast,UA-32,19,25,15,5,36,14,17,21,48,0,100,0,0,0,0,90,2,4,2,2,96,0,0,0,4,96,0,0,2,2,84,12,3,1,0,96,2,0,0,2,55,45,0,0,0,94,0,0,2,4,92,2,2,0,4,90,0,0,8,2,81,15,3,1,0,96,2,0,0,2,48,52
13,Luhans'ka oblast,UA-09,17,37,20,1,25,34,31,35,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,18,31,17,2,32,22,26,30,22,0,97,2,0,0,1,60,35,3,2,0,95,2,0,2,1,96,1,1,1,1,90,4,2,3,1,93,2,1,1,3,90,6,2,2,0,51,0,0,46,3,91,1,3,3,2,92,2,2,2,2,82,6,3,6,3,86,2,3,3,6,92,8
15,Mykolaivs'ka oblast,UA-48,18,33,5,5,39,25,30,41,4,0,100,0,0,0,0,64,0,36,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,60,0,0,0,40,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
16,Odessa Oblast,UA-51,17,30,19,2,32,31,35,30,4,0,91,9,0,0,0,94,0,0,6,0,97,2,0,0,1,100,0,0,0,0,99,1,0,0,0,99,0,0,0,1,76,0,0,24,0,100,0,0,0,0,97,0,2,0,1,100,0,0,0,0,99,1,0,0,0,94,0,3,0,3,100,0
17,Poltavs'ka oblast,UA-53,21,32,14,4,29,30,28,28,14,0,95,0,2,0,3,95,0,2,3,0,98,0,0,0,2,64,33,0,1,2,80,7,11,2,0,100,0,0,0,0,95,0,3,0,2,95,0,3,0,2,95,2,0,0,3,54,44,0,1,1,77,8,13,2,0,98,0,0,0,2,95,5
18,Rivnens'ka oblast,UA-56,22,30,19,4,25,27,33,28,12,0,100,0,0,0,0,91,3,0,3,3,91,0,3,3,3,97,0,3,0,0,38,2,0,60,0,88,0,3,0,9,97,3,0,0,0,91,0,3,6,0,88,3,0,6,3,97,0,3,0,0,27,1,0,71,1,85,0,3,0,12,85,15
19,Sevastopol' city,UA-40,32,37,13,0,18,37,32,31,0,0,100,0,0,0,0,3,0,0,97,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,15,35,20,6,24,34,31,30,5,0,100,0,0,0,0,92,0,0,8,0,100,0,0,0,0,100,0,0,0,0,58,0,42,0,0,100,0,0,0,0,100,0,0,0,0,92,0,0,8,0,92,0,0,8,0,92,8,0,0,0,44,0,56,0,0,100,0,0,0,0,100,0
21,Ternopil's'ka oblast,UA-61,23,26,19,5,27,23,23,36,18,0,100,0,0,0,0,96,2,2,0,0,96,2,2,0,0,93,0,7,0,0,87,9,2,2,0,58,42,0,0,0,89,7,2,2,0,96,0,0,2,2,96,2,2,0,0,89,0,9,2,0,82,8,2,8,0,49,51,0,0,0,85,15
22,Vinnyts'ka oblast,UA-05,17,32,18,2,31,23,28,33,16,0,98,0,1,0,1,91,3,5,1,0,55,44,1,0,0,95,0,3,1,1,98,1,1,0,0,99,1,0,0,0,94,4,1,0,1,90,0,1,4,5,47,0,53,0,0,93,0,4,1,2,91,8,1,0,0,96,1,1,0,2,91,9
23,Volyns'ka oblast,UA-07,16,41,12,6,25,34,23,27,16,0,100,0,0,0,0,92,4,0,0,4,96,4,0,0,0,100,0,0,0,0,78,12,0,7,3,37,0,0,1,62,92,0,0,8,0,81,0,4,15,0,81,8,4,4,3,100,0,0,0,0,66,9,0,22,3,33,0,0,1,66,96,4
24,Zakarpats'ka oblast,UA-21,28,29,10,1,32,26,27,26,21,0,95,0,0,3,2,83,10,0,7,0,95,0,5,0,0,100,0,0,0,0,98,0,0,2,0,72,0,26,0,2,92,6,2,0,0,85,2,2,11,0,100,0,0,0,0,95,0,0,5,0,92,2,0,6,0,57,0,42,0,1,90,10
25,Zaporiz'ka oblast,UA-23,14,31,15,4,36,34,29,35,2,0,70,0,0,0,30,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,5,0,0,0,61,0,39,0,0,100,0,0,0,0,95,0,5,0,0,95,0,2,3,0,98,0,0,2,0,92,8
26,Zhytomyrs'ka oblast,UA-18,24,32,8,6,30,30,23,23,24,0,100,0,0,0,0,100,0,0,0,0,93,7,0,0,0,93,0,7,0,0,24,75,0,1,0,93,0,0,0,7,93,7,0,0,0,93,7,0,0,0,81,0,13,0,6,93,0,7,0,0,16,82,0,2,0,80,0,0,0,20,80,20
