,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
10,Kirovohrads'ka oblast,UA-35,24,29,24,3,20,32,40,18,10,0,94,3,0,0,3,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,59,0,0,41,0,94,0,3,3,0,97,0,3,0,0,94,3,0,0,3,94,0,0,6,0,94,6,0,0,0,50,0,1,49,0,100,0
11,Kyiv city,UA-30,18,33,19,3,27,16,15,18,51,0,95,0,0,4,1,91,5,2,2,0,94,4,1,1,0,98,0,2,0,0,93,4,0,3,0,95,2,2,0,1,85,10,4,1,0,85,4,1,7,3,91,0,6,3,0,94,1,1,3,1,89,6,1,3,1,93,2,2,1,2,84,16
12,Kyivs'ka oblast,UA-32,19,33,16,3,29,20,17,18,45,0,93,0,0,6,1,94,1,1,1,3,99,0,0,1,0,91,1,3,4,1,91,6,1,0,2,100,0,0,0,0,50,47,2,1,0,90,6,2,1,1,95,2,0,3,0,89,2,4,4,1,85,12,1,0,2,99,0,1,0,0,40,60
13,Luhans'ka oblast,UA-09,19,29,26,2,24,30,30,38,2,0,100,0,0,0,0,92,0,0,4,4,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,88,12,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,20,33,20,3,24,27,31,32,10,0,96,0,0,3,1,47,53,0,0,0,95,0,3,1,1,98,0,1,0,1,97,0,0,1,2,95,1,0,0,4,95,1,4,0,0,39,2,0,59,0,93,2,1,3,1,95,2,1,0,2,95,1,2,1,1,93,2,0,0,5,97,3
15,Mykolaivs'ka oblast,UA-48,29,30,16,1,24,29,35,33,3,0,95,0,0,5,0,79,0,21,0,0,100,0,0,0,0,95,0,0,5,0,100,0,0,0,0,95,0,0,5,0,95,5,0,0,0,59,3,0,3,35,100,0,0,0,0,95,0,0,5,0,100,0,0,0,0,95,0,0,5,0,91,9
16,Odessa Oblast,UA-51,21,29,18,1,31,30,35,33,2,0,83,17,0,0,0,96,2,2,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,77,1,0,22,0,92,0,2,2,4,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,97,0,1,1,1,99,1
17,Poltavs'ka oblast,UA-53,23,30,18,3,26,26,35,26,10,3,95,1,3,1,0,98,1,0,1,0,96,1,2,1,0,64,36,0,0,0,96,0,2,1,1,95,1,0,4,0,86,0,11,1,2,92,3,1,4,0,95,1,1,2,1,53,44,0,3,0,95,0,3,1,1,92,1,1,5,1,95,5
18,Rivnens'ka oblast,UA-56,18,37,16,8,21,30,30,27,13,0,96,0,0,4,0,96,4,0,0,0,98,2,0,0,0,98,0,0,2,0,39,0,0,61,0,92,2,0,0,6,96,0,0,2,2,88,6,2,4,0,98,0,2,0,0,94,0,4,2,0,34,0,0,66,0,92,2,0,0,6,94,6
19,Sevastopol' city,UA-40,23,36,15,9,17,34,35,31,0,0,100,0,0,0,0,3,0,0,97,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,27,29,18,5,21,32,33,27,8,0,100,0,0,0,0,100,0,0,0,0,94,0,0,6,0,97,3,0,0,0,61,0,39,0,0,100,0,0,0,0,94,6,0,0,0,97,0,0,0,3,94,0,0,6,0,97,3,0,0,0,47,0,53,0,0,100,0,0,0,0,94,6
21,Ternopil's'ka oblast,UA-61,17,36,18,2,27,37,31,23,8,1,93,0,0,5,2,89,4,0,0,7,100,0,0,0,0,96,0,2,0,2,96,0,2,0,2,41,59,0,0,0,93,0,5,2,0,89,5,2,4,0,91,9,0,0,0,96,0,2,0,2,96,0,2,0,2,35,65,0,0,0,91,9
22,Vinnyts'ka oblast,UA-05,25,33,16,2,24,29,29,29,11,2,97,0,0,3,0,97,2,0,1,0,45,55,0,0,0,100,0,0,0,0,97,1,0,0,2,99,0,1,0,0,91,3,6,0,0,91,6,0,3,0,37,0,63,0,0,99,1,0,0,0,96,3,0,0,1,97,0,2,0,1,88,12
23,Volyns'ka oblast,UA-07,25,31,16,5,23,26,26,31,17,0,92,0,0,4,4,85,15,0,0,0,100,0,0,0,0,96,0,0,4,0,92,0,0,8,0,27,0,0,0,73,85,0,3,12,0,70,3,3,24,0,92,4,0,4,0,96,0,0,4,0,85,0,0,15,0,25,0,0,0,75,100,0
24,Zakarpats'ka oblast,UA-21,35,32,11,3,19,33,25,33,9,0,100,0,0,0,0,97,3,0,0,0,94,3,3,0,0,97,0,0,0,3,97,0,0,0,3,49,1,50,0,0,97,0,3,0,0,94,0,0,6,0,97,0,3,0,0,94,0,3,0,3,97,0,0,0,3,44,1,55,0,0,94,6
25,Zaporiz'ka oblast,UA-23,22,33,14,1,30,35,36,29,0,0,86,0,4,4,6,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,0,4,77,3,19,1,0,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,96,0,4,0,0,98,2
26,Zhytomyrs'ka oblast,UA-18,26,36,17,3,18,26,29,27,18,0,93,0,2,3,2,100,0,0,0,0,98,2,0,0,0,98,2,0,0,0,54,45,0,1,0,98,0,0,0,2,95,2,0,0,3,93,5,2,0,0,95,0,5,0,0,98,2,0,0,0,47,52,0,1,0,95,0,0,0,5,93,7
