,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,17,34,16,5,28,32,28,23,16,1,98,0,0,2,0,94,3,1,0,2,95,3,1,0,1,56,0,0,44,0,97,1,0,2,0,99,0,0,1,0,91,3,5,1,0,93,2,0,4,1,92,2,2,3,1,45,0,1,54,0,97,1,0,2,0,95,1,0,3,1,92,8
1,Chernihivs'ka oblast,UA-74,24,35,11,0,30,26,21,24,29,0,100,0,0,0,0,100,0,0,0,0,59,0,0,41,0,100,0,0,0,0,92,0,8,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,4,0,46,0,0,54,0,92,0,8,0,0,88,0,8,4,0,100,0,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,27,30,13,6,24,28,25,34,12,1,98,2,0,0,0,100,0,0,0,0,93,5,2,0,0,54,0,0,0,46,96,0,2,0,2,98,2,0,0,0,93,0,5,2,0,98,0,0,0,2,93,0,5,2,0,44,0,1,0,55,93,0,2,3,2,98,2,0,0,0,96,4
3,Crimea,UA-43,23,34,14,1,28,34,35,31,0,0,100,0,0,0,0,40,0,0,60,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,33,18,3,26,35,31,31,3,0,80,0,18,1,1,97,0,0,3,0,97,1,2,0,0,97,3,0,0,0,100,0,0,0,0,98,0,0,2,0,78,0,0,0,22,95,2,1,0,2,99,0,1,0,0,96,3,1,0,0,99,0,0,1,0,97,0,0,2,1,98,2
5,Donetsk Oblast,UA-14,20,38,17,2,23,38,34,28,0,0,96,0,2,2,0,96,0,0,4,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,92,7,1,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,19,34,17,4,26,29,26,31,13,1,95,0,1,3,1,94,5,1,0,0,94,0,4,1,1,99,0,0,1,0,61,0,0,1,38,95,5,0,0,0,91,0,7,0,2,86,3,1,9,1,94,2,0,1,3,98,0,1,1,0,46,0,0,1,53,94,5,1,0,0,98,2
7,Kharkiv Oblast,UA-63,21,30,16,2,31,24,32,37,2,5,100,0,0,0,0,98,0,0,2,0,100,0,0,0,0,98,0,0,2,0,98,0,2,0,0,100,0,0,0,0,78,0,20,1,1,100,0,0,0,0,98,2,0,0,0,96,2,0,2,0,98,0,2,0,0,98,0,0,0,2,100,0
8,Khersons'ka oblast,UA-65,27,29,16,4,24,25,33,39,3,0,100,0,0,0,0,100,0,0,0,0,83,0,0,0,17,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,70,0,0,0,30,94,0,6,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,20,32,20,5,23,31,27,31,9,2,94,0,1,4,1,95,0,0,2,3,92,3,3,1,1,50,0,50,0,0,96,2,1,0,1,95,3,1,1,0,84,4,10,1,1,89,5,1,5,0,88,5,5,1,1,43,0,55,2,0,92,1,4,2,1,92,5,1,1,1,90,10
