,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,24,32,14,3,27,27,30,24,18,1,97,0,3,0,0,97,0,0,0,3,93,1,6,0,0,49,1,1,49,0,100,0,0,0,0,97,0,0,3,0,88,5,3,0,4,92,6,1,1,0,92,3,5,0,0,39,0,1,59,1,100,0,0,0,0,97,0,0,3,0,93,7
1,Chernihivs'ka oblast,UA-74,32,34,12,2,20,25,25,34,15,1,100,0,0,0,0,100,0,0,0,0,53,2,0,41,4,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,4,0,0,96,0,4,0,0,45,0,1,51,3,100,0,0,0,0,96,0,0,0,4,100,0,0,0,0,96,4
2,Chernivets'ka oblast,UA-77,18,34,18,7,23,32,28,29,11,0,95,0,0,5,0,98,0,0,2,0,95,2,3,0,0,59,0,1,0,40,100,0,0,0,0,93,2,3,0,2,100,0,0,0,0,89,4,0,2,5,98,0,2,0,0,55,0,1,1,43,98,0,0,2,0,87,4,2,2,5,100,0
3,Crimea,UA-43,19,36,16,2,27,36,32,32,0,0,100,0,0,0,0,39,0,0,61,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,36,15,4,26,36,31,32,1,0,85,0,13,0,2,99,0,1,0,0,96,0,0,1,3,100,0,0,0,0,98,0,0,2,0,97,0,3,0,0,83,0,0,0,17,95,1,2,1,1,95,0,0,1,4,100,0,0,0,0,98,0,0,2,0,97,0,3,0,0,99,1
5,Donetsk Oblast,UA-14,23,36,19,3,19,42,33,25,0,0,98,0,0,2,0,98,0,0,2,0,99,0,1,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,4,0,0,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,99,0,0,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,40,14,3,25,33,29,30,8,0,99,0,0,1,0,92,6,0,1,1,96,0,1,2,1,98,0,0,0,2,64,0,0,0,36,99,0,1,0,0,96,1,0,1,2,90,1,0,9,0,96,1,0,2,1,96,0,0,0,4,53,0,0,0,47,98,0,1,0,1,95,5
7,Kharkiv Oblast,UA-63,26,35,8,2,29,35,35,23,2,5,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,99,0,1,0,0,99,0,0,0,1,81,0,19,0,0,99,0,1,0,0,99,0,0,1,0,100,0,0,0,0,93,0,7,0,0,99,0,0,0,1,99,1
8,Khersons'ka oblast,UA-65,23,35,14,5,23,30,39,31,0,0,100,0,0,0,0,93,0,0,7,0,71,0,0,0,29,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,7,0,0,0,64,0,0,0,36,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,17,36,17,2,28,35,30,28,7,0,99,0,0,1,0,97,1,0,2,0,97,0,0,2,1,47,0,52,0,1,96,0,1,3,0,97,1,0,2,0,95,1,1,3,0,95,3,0,2,0,96,0,0,3,1,42,0,56,0,2,96,0,1,3,0,96,3,0,1,0,97,3
