,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,19,32,22,3,24,30,24,29,17,0,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,40,0,0,60,0,100,0,0,0,0,97,0,0,3,0,88,9,3,0,0,91,0,0,9,0,94,0,3,0,3,28,0,0,71,1,100,0,0,0,0,97,0,0,3,0,88,12
1,Chernihivs'ka oblast,UA-74,17,34,21,3,25,29,28,21,22,0,96,0,0,4,0,100,0,0,0,0,55,0,0,45,0,100,0,0,0,0,96,4,0,0,0,100,0,0,0,0,100,0,0,0,0,88,8,4,0,0,46,0,0,54,0,100,0,0,0,0,92,4,4,0,0,96,0,0,0,4,96,4
2,Chernivets'ka oblast,UA-77,16,25,22,5,32,16,32,43,9,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,66,0,1,0,33,93,0,0,0,7,98,2,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,62,0,1,0,37,93,0,0,0,7,98,2,0,0,0,98,2
3,Crimea,UA-43,29,32,18,0,21,27,41,31,1,0,100,0,0,0,0,51,0,0,49,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,32,20,3,25,32,35,29,4,0,93,0,7,0,0,99,1,0,0,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,87,0,0,0,13,99,0,0,1,0,100,0,0,0,0,99,0,1,0,0,99,0,0,1,0,100,0,0,0,0,100,0
5,Donetsk Oblast,UA-14,22,28,17,3,30,29,40,30,1,0,95,0,1,4,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,93,7,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,2
6,Ivano-Frankivs'ka oblast,UA-26,20,29,14,7,30,24,25,37,14,0,100,0,0,0,0,93,5,0,2,0,95,5,0,0,0,98,0,0,0,2,46,0,0,0,54,95,2,3,0,0,93,0,2,5,0,83,2,0,13,2,95,0,5,0,0,98,0,0,0,2,38,0,0,0,62,93,5,2,0,0,96,4
7,Kharkiv Oblast,UA-63,18,32,17,4,29,29,32,37,1,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,0,8,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,24,34,17,2,23,31,36,30,3,0,100,0,0,0,0,94,0,0,6,0,78,0,0,0,22,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,3,0,0,97,0,3,0,0,57,0,0,0,43,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,97,3
9,Khmel'nyts'ka oblast,UA-68,28,34,15,1,22,29,25,27,19,0,97,0,0,3,0,94,0,3,3,0,100,0,0,0,0,36,0,62,0,2,94,3,0,0,3,94,6,0,0,0,94,0,3,3,0,91,6,0,0,3,100,0,0,0,0,28,0,70,0,2,88,3,3,3,3,86,11,0,0,3,97,3
