,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,16,25,27,3,29,23,30,28,19,0,97,3,0,0,0,97,3,0,0,0,93,0,7,0,0,42,0,0,58,0,97,0,3,0,0,93,0,0,7,0,90,7,0,3,0,90,3,0,4,3,100,0,0,0,0,33,0,0,67,0,90,4,3,0,3,87,0,3,7,3,87,13
1,Chernihivs'ka oblast,UA-74,22,34,39,0,5,28,18,27,27,0,100,0,0,0,0,76,12,0,12,0,33,0,0,67,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,76,0,12,12,0,26,0,0,74,0,100,0,0,0,0,100,0,0,0,0,86,0,0,0,14,100,0
2,Chernivets'ka oblast,UA-77,18,30,17,1,34,21,38,37,4,0,97,0,3,0,0,94,3,3,0,0,100,0,0,0,0,53,0,0,0,47,97,0,0,3,0,97,0,0,0,3,94,3,0,0,3,92,0,0,5,3,97,0,0,3,0,47,1,1,1,50,89,2,0,9,0,92,3,0,2,3,94,6
3,Crimea,UA-43,23,35,21,2,19,34,34,32,0,0,100,0,0,0,0,37,0,0,63,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,33,14,1,34,37,27,35,1,0,79,0,20,1,0,96,3,0,1,0,94,0,1,0,5,98,1,0,0,1,100,0,0,0,0,95,0,1,1,3,72,1,2,0,25,93,2,0,4,1,95,0,0,0,5,96,1,1,0,2,100,0,0,0,0,95,0,1,1,3,99,1
5,Donetsk Oblast,UA-14,17,31,25,3,24,33,29,37,1,0,95,0,2,3,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,2,0,3,93,7,0,0,0,99,0,0,1,0,95,0,4,0,1,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,21,28,24,1,26,21,32,32,15,0,100,0,0,0,0,90,8,0,2,0,94,2,2,0,2,98,0,2,0,0,55,1,2,0,42,92,2,4,0,2,90,4,2,2,2,83,4,2,7,4,94,2,2,0,2,96,0,2,0,2,32,1,3,0,64,90,2,4,0,4,88,12
7,Kharkiv Oblast,UA-63,17,27,15,2,39,25,26,39,1,9,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,94,0,6,0,0,97,0,3,0,0,100,0,0,0,0,76,0,24,0,0,94,0,0,0,6,100,0,0,0,0,94,0,6,0,0,97,0,3,0,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,10,45,15,0,30,42,30,26,2,0,100,0,0,0,0,93,0,0,7,0,77,0,0,0,23,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,59,0,0,0,41,100,0,0,0,0,93,0,7,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,23,34,18,5,20,24,26,35,15,0,91,5,0,2,2,91,0,4,0,5,98,0,0,2,0,49,0,49,1,1,91,4,0,5,0,96,2,0,0,2,93,2,0,5,0,85,4,4,2,5,91,5,2,2,0,40,0,57,2,1,83,6,0,7,4,89,7,2,0,2,93,7
