,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,21,35,14,8,22,29,21,25,25,0,100,0,0,0,0,100,0,0,0,0,95,5,0,0,0,46,2,1,51,0,91,2,5,2,0,100,0,0,0,0,98,2,0,0,0,86,0,2,7,5,86,7,7,0,0,33,1,1,65,0,91,2,5,2,0,95,0,0,3,2,86,14
1,Chernihivs'ka oblast,UA-74,13,40,14,2,31,37,26,20,17,0,100,0,0,0,0,100,0,0,0,0,59,0,7,34,0,100,0,0,0,0,93,3,4,0,0,100,0,0,0,0,96,0,0,4,0,100,0,0,0,0,48,0,0,52,0,96,4,0,0,0,86,3,3,8,0,96,0,0,0,4,86,14
2,Chernivets'ka oblast,UA-77,20,28,20,1,31,27,31,36,6,0,100,0,0,0,0,93,5,0,0,2,100,0,0,0,0,61,0,3,0,36,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,84,0,0,12,4,93,2,3,2,0,52,0,3,0,45,98,0,0,2,0,100,0,0,0,0,100,0
3,Crimea,UA-43,22,29,16,2,31,29,39,32,0,0,100,0,0,0,0,50,0,0,50,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,33,17,2,27,38,33,29,0,0,92,0,8,0,0,98,1,0,1,0,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,85,1,1,0,13,99,0,0,1,0,96,2,0,0,2,100,0,0,0,0,99,1,0,0,0,98,1,1,0,0,99,1
5,Donetsk Oblast,UA-14,25,31,18,3,23,28,42,28,2,0,97,0,0,3,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,92,8,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,24,33,19,5,19,27,29,29,15,0,100,0,0,0,0,98,2,0,0,0,98,0,2,0,0,94,0,0,2,4,52,0,0,0,48,98,2,0,0,0,96,2,0,2,0,90,2,0,8,0,92,8,0,0,0,94,0,0,2,4,39,0,0,0,61,92,8,0,0,0,92,8
7,Kharkiv Oblast,UA-63,19,30,20,3,28,28,32,38,1,1,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,90,0,10,0,0,98,1,1,0,0,97,3,0,0,0,99,0,0,1,0,100,0,0,0,0,99,1,0,0,0,98,2
8,Khersons'ka oblast,UA-65,22,32,21,4,21,37,35,28,0,0,95,5,0,0,0,98,0,0,2,0,74,0,2,0,24,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,0,0,5,3,98,0,2,0,0,56,1,0,0,43,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,5
9,Khmel'nyts'ka oblast,UA-68,17,46,11,0,26,38,30,22,10,0,100,0,0,0,0,100,0,0,0,0,91,4,5,0,0,45,0,55,0,0,94,2,0,2,2,96,4,0,0,0,98,0,0,2,0,94,0,2,2,2,94,0,6,0,0,36,0,64,0,0,91,1,0,6,2,94,4,0,0,2,94,6
10,Kirovohrads'ka oblast,UA-35,18,33,17,4,28,41,31,20,8,0,100,0,0,0,0,96,4,0,0,0,92,0,8,0,0,96,0,0,4,0,100,0,0,0,0,49,0,0,51,0,100,0,0,0,0,96,0,0,4,0,96,0,0,0,4,92,0,0,8,0,100,0,0,0,0,37,1,2,60,0,100,0
11,Kyiv city,UA-30,18,35,15,4,28,22,21,24,33,0,98,1,1,0,0,95,4,0,0,1,97,1,1,1,0,98,1,1,0,0,97,1,0,2,0,98,1,0,0,1,92,4,1,2,1,91,0,1,7,1,92,3,3,2,0,95,2,1,2,0,94,1,1,3,1,96,2,0,0,2,90,10
