,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,23,28,24,1,24,22,28,36,14,0,100,0,0,0,0,98,0,0,2,0,89,5,4,0,2,56,0,1,39,4,100,0,0,0,0,98,0,0,2,0,87,13,0,0,0,98,2,0,0,0,93,0,5,0,2,47,0,1,49,3,98,2,0,0,0,96,0,2,2,0,85,15
1,Chernihivs'ka oblast,UA-74,10,37,16,0,37,27,19,31,23,0,100,0,0,0,0,100,0,0,0,0,62,0,0,38,0,89,0,0,11,0,100,0,0,0,0,100,0,0,0,0,89,11,0,0,0,100,0,0,0,0,53,0,0,47,0,89,0,0,11,0,89,0,0,11,0,100,0,0,0,0,80,20
2,Chernivets'ka oblast,UA-77,26,34,14,5,21,20,29,32,18,1,97,3,0,0,0,94,0,6,0,0,100,0,0,0,0,71,0,0,0,29,100,0,0,0,0,100,0,0,0,0,91,0,6,3,0,88,0,3,0,9,94,0,0,6,0,63,0,0,0,37,100,0,0,0,0,94,0,3,0,3,97,3
3,Crimea,UA-43,24,29,20,1,26,27,40,33,0,0,100,0,0,0,0,47,0,0,53,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,14,31,19,2,34,31,29,36,4,0,80,0,18,0,2,94,2,1,3,0,90,0,0,0,10,97,1,1,1,0,99,0,0,1,0,99,0,0,1,0,75,2,1,0,22,91,0,3,3,3,89,0,0,0,11,97,1,1,1,0,99,0,0,1,0,98,0,0,1,1,95,5
5,Donetsk Oblast,UA-14,22,35,12,2,29,36,31,31,2,0,96,0,0,4,0,91,0,0,9,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,7,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,15,37,14,10,24,27,34,25,14,0,94,3,0,3,0,92,3,3,2,0,94,3,3,0,0,100,0,0,0,0,50,4,0,0,46,97,3,0,0,0,87,2,2,9,0,87,5,0,5,3,97,0,3,0,0,94,3,3,0,0,34,3,0,1,62,94,3,0,0,3,92,8
7,Kharkiv Oblast,UA-63,21,36,15,1,27,28,29,36,2,5,100,0,0,0,0,96,2,0,2,0,98,2,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,84,1,15,0,0,96,0,0,2,2,96,2,2,0,0,100,0,0,0,0,96,0,2,0,2,100,0,0,0,0,98,2
8,Khersons'ka oblast,UA-65,18,47,5,0,30,41,31,26,2,0,100,0,0,0,0,84,0,8,8,0,53,0,5,0,42,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,91,0,0,0,9,91,0,0,0,9,43,0,0,0,57,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,19,38,17,0,26,28,28,29,15,0,97,3,0,0,0,97,0,0,3,0,92,3,2,0,3,54,1,42,3,0,94,3,0,3,0,92,3,0,3,2,94,3,0,3,0,97,0,3,0,0,92,0,5,0,3,46,1,50,3,0,94,3,0,3,0,84,6,3,2,5,92,8
10,Kirovohrads'ka oblast,UA-35,20,37,19,2,22,32,34,30,4,0,94,6,0,0,0,94,0,6,0,0,94,6,0,0,0,94,6,0,0,0,100,0,0,0,0,78,0,0,22,0,94,0,0,6,0,83,5,6,0,6,88,0,6,6,0,88,6,0,6,0,100,0,0,0,0,59,4,0,37,0,88,12
11,Kyiv city,UA-30,18,33,18,2,29,16,16,21,47,0,97,3,0,0,0,91,6,0,3,0,97,3,0,0,0,97,0,3,0,0,92,2,2,0,4,97,1,2,0,0,88,8,1,2,1,89,1,2,8,0,97,0,2,0,1,94,1,3,1,1,91,2,3,0,4,96,0,2,0,2,87,13
12,Kyivs'ka oblast,UA-32,22,24,19,2,33,14,23,21,42,0,96,0,2,0,2,91,7,0,2,0,89,5,2,4,0,89,2,0,9,0,96,2,0,2,0,93,5,2,0,0,56,41,1,1,1,91,0,2,7,0,89,0,4,7,0,84,6,0,10,0,91,5,0,2,2,94,4,2,0,0,47,53
13,Luhans'ka oblast,UA-09,27,22,19,2,30,28,31,40,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,6,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,17,37,17,2,27,22,24,38,16,0,98,0,0,2,0,74,25,1,0,0,94,3,2,1,0,97,0,3,0,0,95,3,0,0,2,94,3,1,0,2,93,6,0,1,0,65,1,1,33,0,93,0,4,3,0,96,0,3,1,0,91,4,1,1,3,92,3,1,0,4,91,9
15,Mykolaivs'ka oblast,UA-48,18,40,16,2,24,35,35,27,3,0,100,0,0,0,0,63,8,29,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,52,0,0,7,41,100,0,0,0,0,89,0,5,0,6,100,0,0,0,0,100,0,0,0,0,100,0
16,Odessa Oblast,UA-51,15,35,17,2,31,32,29,37,2,0,94,6,0,0,0,99,0,0,1,0,98,1,1,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,87,0,0,13,0,100,0,0,0,0,99,0,1,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0
17,Poltavs'ka oblast,UA-53,23,28,5,1,43,21,34,33,10,2,92,0,3,2,3,92,5,3,0,0,92,0,0,5,3,65,34,0,0,1,90,0,10,0,0,97,3,0,0,0,90,0,8,0,2,85,2,3,8,2,90,0,3,5,2,52,44,0,3,1,90,0,10,0,0,95,3,0,2,0,98,2
18,Rivnens'ka oblast,UA-56,14,37,17,6,26,28,28,28,15,1,100,0,0,0,0,93,3,0,4,0,89,11,0,0,0,89,0,8,3,0,49,4,2,45,0,89,0,4,0,7,89,3,4,4,0,89,0,4,7,0,89,0,11,0,0,86,4,7,3,0,43,5,3,49,0,86,0,4,3,7,86,14
19,Sevastopol' city,UA-40,17,28,17,3,35,26,29,45,0,0,100,0,0,0,0,4,0,0,96,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,25,36,7,3,29,28,31,33,8,0,100,0,0,0,0,100,0,0,0,0,93,0,0,7,0,93,7,0,0,0,43,0,57,0,0,100,0,0,0,0,93,7,0,0,0,100,0,0,0,0,86,7,0,7,0,86,7,0,0,7,36,0,64,0,0,100,0,0,0,0,93,7
21,Ternopil's'ka oblast,UA-61,22,31,19,1,27,24,24,38,14,0,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,91,0,7,0,2,98,0,0,0,2,65,34,0,0,1,90,10,0,0,0,98,0,0,2,0,100,0,0,0,0,86,0,7,5,2,93,2,2,0,3,59,39,1,0,1,88,12
22,Vinnyts'ka oblast,UA-05,16,33,14,3,34,22,25,32,21,0,95,0,0,0,5,95,2,2,1,0,51,45,3,0,1,87,1,9,2,1,91,7,0,2,0,95,2,1,0,2,82,12,1,5,0,88,0,7,1,4,43,1,55,0,1,85,3,9,1,2,85,9,1,3,2,91,6,1,0,2,85,15
23,Volyns'ka oblast,UA-07,18,31,9,2,40,21,25,34,20,0,96,0,0,4,0,96,4,0,0,0,100,0,0,0,0,92,0,4,4,0,96,4,0,0,0,51,0,0,0,49,92,0,0,4,4,92,4,0,4,0,96,0,0,4,0,88,0,4,4,4,96,4,0,0,0,41,2,0,1,56,96,4
24,Zakarpats'ka oblast,UA-21,38,25,15,3,19,23,26,39,12,0,97,0,1,0,2,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,77,0,21,1,1,99,0,0,0,1,96,0,1,3,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,75,0,23,1,1,100,0
25,Zaporiz'ka oblast,UA-23,17,30,14,0,39,32,32,36,0,0,93,0,4,0,3,90,3,0,7,0,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,0,3,84,0,13,3,0,93,0,4,0,3,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,24,40,7,0,29,38,19,29,14,0,95,0,0,5,0,85,10,0,5,0,95,0,5,0,0,100,0,0,0,0,40,54,4,2,0,100,0,0,0,0,89,11,0,0,0,77,9,0,14,0,95,5,0,0,0,89,0,5,0,6,31,62,3,4,0,89,0,0,6,5,89,11
