,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,18,37,14,2,29,33,25,28,14,0,100,0,0,0,0,92,1,0,1,6,95,1,1,1,2,42,0,0,58,0,99,0,0,1,0,96,0,0,3,1,92,4,3,0,1,95,1,0,4,0,86,7,4,2,1,35,0,0,65,0,95,0,3,1,1,94,1,0,4,1,92,8
1,Chernihivs'ka oblast,UA-74,25,34,16,2,23,22,20,28,30,0,100,0,0,0,0,89,0,0,11,0,37,0,0,63,0,94,6,0,0,0,94,0,6,0,0,100,0,0,0,0,94,6,0,0,0,94,0,6,0,0,36,0,0,64,0,94,6,0,0,0,89,0,11,0,0,94,0,0,0,6,94,6
2,Chernivets'ka oblast,UA-77,21,27,20,3,29,24,32,29,15,0,91,0,5,4,0,98,0,0,0,2,93,2,0,0,5,53,1,3,0,43,95,0,0,3,2,95,2,0,0,3,91,0,4,0,5,89,5,2,4,0,81,4,2,4,9,40,2,5,1,52,87,4,0,5,4,89,5,2,2,2,95,5
3,Crimea,UA-43,22,33,18,2,25,33,34,33,0,0,100,0,0,0,0,40,0,0,60,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,36,17,3,25,33,32,32,3,0,84,0,14,2,0,97,0,0,3,0,96,0,3,0,1,98,1,0,1,0,98,1,0,1,0,100,0,0,0,0,82,1,0,0,17,95,4,1,0,0,96,2,1,0,1,98,1,0,1,0,97,1,0,2,0,98,0,0,2,0,99,1
5,Donetsk Oblast,UA-14,21,38,12,2,27,36,36,28,0,0,99,0,0,1,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,98,2,0,0,0,99,0,1,0,0,97,2,1,0,0,99,0,0,1,0,99,0,0,0,1,99,1
6,Ivano-Frankivs'ka oblast,UA-26,18,32,14,5,31,30,27,29,13,1,94,0,1,3,2,96,3,0,0,1,95,0,2,0,3,92,2,2,0,4,55,0,0,0,45,96,0,2,1,1,91,5,3,0,1,83,3,3,11,0,96,1,0,0,3,91,3,2,0,4,45,0,0,0,55,93,0,4,1,2,94,6
7,Kharkiv Oblast,UA-63,23,38,15,2,22,33,26,32,2,7,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,99,0,1,0,0,99,0,1,0,0,78,0,22,0,0,99,0,1,0,0,99,0,1,0,0,99,1,0,0,0,99,0,1,0,0,96,0,1,3,0,100,0
8,Khersons'ka oblast,UA-65,18,34,18,1,29,36,29,34,1,0,100,0,0,0,0,92,4,4,0,0,68,0,0,0,32,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,88,0,4,4,4,54,0,0,0,46,96,0,0,4,0,100,0,0,0,0,100,0,0,0,0,96,4
9,Khmel'nyts'ka oblast,UA-68,25,33,17,2,23,26,26,32,15,1,93,0,1,5,1,96,0,1,1,2,94,2,1,2,1,46,1,53,0,0,97,1,2,0,0,92,6,1,1,0,89,6,4,0,1,89,4,3,3,1,93,1,4,1,1,39,1,60,0,0,94,4,1,1,0,87,7,1,1,4,93,7
