,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,20,31,20,2,27,23,29,29,19,0,93,0,0,1,6,98,2,0,0,0,93,0,4,2,1,41,0,1,57,1,93,0,5,2,0,98,0,0,2,0,98,2,0,0,0,91,1,6,2,0,96,0,0,2,2,31,0,2,67,0,91,2,5,2,0,95,0,2,2,1,93,7
1,Chernihivs'ka oblast,UA-74,20,40,6,3,31,30,28,20,22,0,100,0,0,0,0,100,0,0,0,0,40,0,0,60,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,86,7,7,0,0,100,0,0,0,0,36,0,0,64,0,100,0,0,0,0,100,0,0,0,0,93,0,0,0,7,86,14
2,Chernivets'ka oblast,UA-77,20,33,19,4,24,31,29,28,12,0,98,0,2,0,0,100,0,0,0,0,91,5,2,0,2,54,0,2,0,44,91,0,2,2,5,96,4,0,0,0,91,3,2,2,2,98,0,0,0,2,91,0,5,2,2,47,0,2,0,51,84,0,2,8,6,96,4,0,0,0,98,2
3,Crimea,UA-43,22,31,22,3,22,31,38,31,0,0,100,0,0,0,0,42,0,0,58,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,99,1
4,Dnipropetrovsk Oblast,UA-12,20,34,14,3,29,33,29,31,7,0,85,0,12,0,3,94,1,2,3,0,98,0,2,0,0,97,1,0,2,0,97,1,0,1,1,95,2,1,0,2,80,2,2,1,15,90,3,4,1,2,96,1,0,1,2,95,2,1,2,0,94,1,1,2,2,93,3,1,0,3,97,3
5,Donetsk Oblast,UA-14,18,39,16,3,24,37,34,29,0,0,94,0,0,6,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,6,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,100,0
6,Ivano-Frankivs'ka oblast,UA-26,22,30,18,2,28,23,26,35,15,1,97,0,1,0,2,78,15,1,5,1,94,1,0,3,2,96,0,1,0,3,46,0,3,3,48,89,3,1,0,7,86,4,6,1,3,70,4,1,24,1,88,1,6,4,1,93,1,1,0,5,35,0,3,2,60,83,5,1,3,8,91,9
7,Kharkiv Oblast,UA-63,22,24,21,3,30,21,33,36,0,10,100,0,0,0,0,98,0,0,2,0,96,0,0,0,4,96,2,0,2,0,100,0,0,0,0,96,0,0,0,4,63,1,36,0,0,94,0,4,2,0,96,0,0,0,4,96,2,0,2,0,98,0,0,0,2,92,0,2,0,6,98,2
8,Khersons'ka oblast,UA-65,23,29,14,1,33,30,41,28,1,0,100,0,0,0,0,89,0,5,6,0,54,0,3,0,43,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,0,0,5,41,0,0,0,59,95,0,0,0,5,95,0,5,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,17,39,12,4,28,33,25,26,15,1,98,0,1,1,0,90,6,0,3,1,97,0,1,2,0,56,0,44,0,0,92,2,2,4,0,98,1,0,0,1,92,1,6,0,1,89,1,1,9,0,93,2,1,4,0,50,0,50,0,0,88,2,3,6,1,95,4,0,0,1,99,1
10,Kirovohrads'ka oblast,UA-35,21,34,11,6,28,29,26,37,8,0,92,0,6,2,0,97,0,3,0,0,95,2,3,0,0,95,5,0,0,0,100,0,0,0,0,58,0,0,42,0,87,5,3,0,5,95,3,0,0,2,97,0,3,0,0,95,5,0,0,0,97,0,0,0,3,47,0,1,52,0,92,8
11,Kyiv city,UA-30,16,39,14,2,29,19,18,18,45,0,99,0,1,0,0,96,2,0,2,0,96,2,0,2,0,98,0,0,2,0,98,2,0,0,0,100,0,0,0,0,91,7,2,0,0,95,0,0,4,1,93,1,2,4,0,97,0,0,3,0,97,2,0,1,0,100,0,0,0,0,91,9
12,Kyivs'ka oblast,UA-32,21,28,14,4,33,18,17,22,42,1,97,0,0,0,3,95,0,0,5,0,88,5,1,3,3,92,3,0,5,0,99,0,1,0,0,99,0,0,0,1,39,59,2,0,0,94,0,4,1,1,88,0,5,4,3,91,3,0,6,0,99,0,1,0,0,99,0,0,0,1,32,68
13,Luhans'ka oblast,UA-09,23,32,19,1,25,29,35,33,3,0,100,0,0,0,0,96,0,0,2,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,2,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,16,34,18,4,28,25,24,31,20,0,94,1,2,2,1,50,48,1,1,0,92,1,2,2,3,92,0,2,4,2,89,3,2,4,2,88,3,3,0,6,89,5,2,2,2,42,1,0,56,1,88,3,2,4,3,87,2,4,5,2,84,3,4,6,3,84,4,4,1,7,91,9
15,Mykolaivs'ka oblast,UA-48,18,36,17,1,28,39,35,25,1,0,100,0,0,0,0,70,0,22,8,0,95,0,0,0,5,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,3,0,2,66,0,0,0,34,95,0,0,0,5,98,2,0,0,0,98,0,2,0,0,95,2,0,0,3,95,5
16,Odessa Oblast,UA-51,20,33,14,4,29,32,29,37,2,0,90,10,0,0,0,98,1,0,1,0,98,0,2,0,0,99,0,1,0,0,99,1,0,0,0,99,0,0,0,1,83,1,1,15,0,97,0,1,1,1,98,0,1,1,0,98,0,1,0,1,98,2,0,0,0,99,0,0,0,1,97,3
17,Poltavs'ka oblast,UA-53,21,32,14,1,32,32,26,28,12,2,99,0,0,1,0,92,1,0,4,3,96,0,0,4,0,57,43,0,0,0,84,0,14,1,1,97,1,0,2,0,90,1,8,1,0,85,6,3,4,2,93,3,0,4,0,49,50,1,0,0,82,0,15,2,1,97,1,0,2,0,97,3
18,Rivnens'ka oblast,UA-56,12,38,18,3,29,33,21,23,22,1,94,1,0,2,3,96,3,0,0,1,96,0,2,1,1,97,1,0,0,2,41,0,1,58,0,86,1,1,3,9,86,7,4,3,0,88,3,3,6,0,94,2,0,1,3,96,1,2,0,1,34,0,1,65,0,85,1,1,3,10,88,12
19,Sevastopol' city,UA-40,21,29,14,2,34,31,35,33,1,0,100,0,0,0,0,4,0,0,96,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,23,23,20,4,30,25,31,37,7,0,100,0,0,0,0,89,0,0,11,0,95,0,5,0,0,95,5,0,0,0,47,0,53,0,0,100,0,0,0,0,95,5,0,0,0,89,0,0,0,11,100,0,0,0,0,95,5,0,0,0,39,0,61,0,0,100,0,0,0,0,95,5
21,Ternopil's'ka oblast,UA-61,19,36,16,1,28,27,29,31,12,1,94,0,0,4,2,84,12,2,2,0,96,0,2,2,0,86,0,12,0,2,90,0,2,4,4,36,63,0,0,1,88,4,6,2,0,79,6,2,12,1,98,0,0,2,0,82,0,12,4,2,88,0,4,4,4,30,67,0,0,3,94,6
22,Vinnyts'ka oblast,UA-05,21,33,17,4,25,29,28,33,10,0,97,0,0,2,1,93,3,4,0,0,42,58,0,0,0,96,0,1,3,0,96,3,0,1,0,97,2,0,0,1,91,7,1,1,0,89,1,1,3,6,35,0,65,0,0,95,1,1,3,0,96,3,0,1,0,95,1,1,0,3,86,14
23,Volyns'ka oblast,UA-07,17,35,15,4,29,27,30,28,15,0,87,0,2,5,6,92,8,0,0,0,97,0,0,0,3,95,0,2,3,0,83,2,2,13,0,32,0,0,0,68,85,2,0,8,5,70,6,4,20,0,95,0,0,2,3,95,0,3,2,0,77,2,4,17,0,28,0,0,0,72,89,11
24,Zakarpats'ka oblast,UA-21,34,30,16,1,19,31,31,26,12,0,99,0,0,1,0,89,6,0,5,0,97,0,0,3,0,99,0,1,0,0,92,0,0,7,1,63,1,34,0,2,95,5,0,0,0,91,3,0,6,0,97,0,0,3,0,99,0,1,0,0,88,0,1,8,3,55,1,42,0,2,91,9
25,Zaporiz'ka oblast,UA-23,11,32,22,4,31,31,34,35,0,0,86,0,0,0,14,92,0,0,8,0,98,0,0,0,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,76,0,24,0,0,98,0,0,0,2,100,0,0,0,0,98,0,2,0,0,96,0,2,0,2,100,0
26,Zhytomyrs'ka oblast,UA-18,19,37,16,3,25,31,20,24,25,0,98,0,0,2,0,95,2,0,3,0,100,0,0,0,0,90,2,6,2,0,48,50,0,2,0,98,0,0,0,2,92,5,0,3,0,90,5,0,5,0,100,0,0,0,0,90,2,6,2,0,38,59,1,2,0,95,0,3,0,2,85,15
