,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,16,28,15,3,38,15,31,27,27,0,97,3,0,0,0,100,0,0,0,0,94,0,3,3,0,57,0,0,43,0,94,3,0,3,0,94,0,0,3,3,89,3,2,6,0,97,0,0,0,3,94,0,3,3,0,45,0,0,55,0,94,3,0,3,0,94,0,0,3,3,92,8
1,Chernihivs'ka oblast,UA-74,29,29,17,0,25,29,29,17,25,0,100,0,0,0,0,100,0,0,0,0,30,0,0,70,0,88,0,0,12,0,78,0,22,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,27,0,0,73,0,88,0,0,12,0,78,0,22,0,0,100,0,0,0,0,88,12
2,Chernivets'ka oblast,UA-77,22,35,14,0,29,24,30,36,10,0,96,0,0,0,4,92,0,0,8,0,100,0,0,0,0,65,0,2,0,33,100,0,0,0,0,92,0,4,0,4,96,0,0,4,0,96,0,4,0,0,100,0,0,0,0,54,0,2,0,44,88,0,4,0,8,92,0,4,0,4,92,8
3,Crimea,UA-43,25,31,16,3,25,29,33,38,0,0,100,0,0,0,0,49,0,0,51,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,22,31,17,3,27,29,32,37,2,0,94,0,4,0,2,99,0,1,0,0,98,0,0,0,2,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,90,0,1,0,9,94,0,4,1,1,97,0,0,0,3,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0
5,Donetsk Oblast,UA-14,21,32,13,4,30,32,31,35,2,0,94,0,1,5,0,87,0,0,12,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,0,3,94,6,0,0,0,99,1,0,0,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,97,3
6,Ivano-Frankivs'ka oblast,UA-26,21,32,12,1,34,22,19,29,30,0,100,0,0,0,0,90,7,0,3,0,97,0,3,0,0,97,0,3,0,0,59,2,0,0,39,90,3,0,4,3,84,13,0,3,0,84,6,0,10,0,100,0,0,0,0,97,0,3,0,0,31,2,3,0,64,87,4,3,3,3,79,21
7,Kharkiv Oblast,UA-63,21,37,13,3,26,33,31,33,1,2,99,1,0,0,0,96,0,0,4,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,99,0,0,0,1,87,0,9,4,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,3,1,0,99,0,0,0,1,100,0
8,Khersons'ka oblast,UA-65,35,35,8,5,17,28,31,32,9,0,100,0,0,0,0,87,6,0,7,0,82,0,0,0,18,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,0,7,0,0,87,7,0,6,0,42,0,0,0,58,100,0,0,0,0,100,0,0,0,0,93,7,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,21,36,17,4,22,23,20,23,34,0,100,0,0,0,0,96,0,0,4,0,96,4,0,0,0,41,0,58,1,0,100,0,0,0,0,100,0,0,0,0,89,4,7,0,0,96,0,0,4,0,96,0,4,0,0,29,0,68,2,1,86,3,0,7,4,96,0,0,0,4,86,14
