,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,22,30,19,4,25,24,23,34,19,0,91,6,0,2,1,96,0,2,0,2,92,2,2,0,4,37,2,0,61,0,92,4,2,2,0,94,0,0,6,0,81,11,3,5,0,91,6,1,0,2,91,1,2,0,6,29,2,0,69,0,92,4,2,2,0,94,0,0,6,0,87,13
1,Chernihivs'ka oblast,UA-74,24,36,15,5,20,22,20,26,32,0,100,0,0,0,0,100,0,0,0,0,53,0,0,47,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,87,9,0,0,4,91,5,0,4,0,42,2,0,56,0,91,4,5,0,0,95,0,0,5,0,100,0,0,0,0,87,13
2,Chernivets'ka oblast,UA-77,18,34,16,3,29,27,30,30,12,1,88,0,0,11,1,98,2,0,0,0,98,2,0,0,0,59,0,1,0,40,98,0,2,0,0,95,3,0,0,2,96,0,4,0,0,83,11,1,1,4,96,0,2,0,2,52,0,1,0,47,96,0,4,0,0,89,3,2,4,2,100,0
3,Crimea,UA-43,22,33,16,3,26,32,36,32,0,0,100,0,0,0,0,39,0,0,61,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,22,34,14,4,26,33,31,33,2,1,86,0,11,2,1,97,0,0,3,0,96,0,2,0,2,100,0,0,0,0,98,0,1,0,1,98,0,0,2,0,80,0,5,0,15,91,4,3,2,0,95,0,1,2,2,98,0,0,2,0,97,1,0,0,2,98,0,0,1,1,99,1
5,Donetsk Oblast,UA-14,18,35,18,2,27,36,37,27,0,0,97,0,1,2,0,97,0,0,3,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,98,0,1,0,1,94,6,0,0,0,99,0,1,0,0,98,0,0,1,1,99,1,0,0,0,100,0,0,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,20,30,19,5,26,25,28,34,12,1,94,1,2,3,0,91,6,1,0,2,97,2,1,0,0,97,0,0,0,3,55,0,0,0,45,91,6,1,1,1,90,0,6,2,2,86,4,0,9,1,94,2,2,1,1,96,1,0,0,3,47,0,0,1,52,91,6,1,1,1,97,3
7,Kharkiv Oblast,UA-63,22,28,16,0,34,27,31,31,1,10,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,5,0,0,0,100,0,0,0,0,100,0,0,0,0,65,2,33,0,0,100,0,0,0,0,100,0,0,0,0,94,6,0,0,0,100,0,0,0,0,99,0,0,0,1,97,3
8,Khersons'ka oblast,UA-65,23,29,19,2,27,34,37,28,1,0,100,0,0,0,0,92,0,4,4,0,61,0,0,0,39,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,89,4,0,3,4,56,0,0,0,44,96,0,0,4,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,21,31,17,2,29,27,30,28,15,0,99,0,0,1,0,92,1,5,1,1,92,1,3,1,3,44,0,55,1,0,98,1,0,1,0,98,1,0,1,0,93,2,3,1,1,87,3,1,4,5,91,1,4,1,3,36,1,62,1,0,95,1,0,1,3,87,5,1,4,3,95,5
