,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,19,30,20,2,29,20,29,32,19,0,91,0,0,2,7,100,0,0,0,0,93,0,5,0,2,44,1,2,52,1,93,0,5,2,0,100,0,0,0,0,98,2,0,0,0,91,2,7,0,0,98,0,0,0,2,37,1,1,60,1,91,2,5,2,0,98,0,2,0,0,95,5
1,Chernihivs'ka oblast,UA-74,27,46,9,0,18,20,24,28,28,0,100,0,0,0,0,100,0,0,0,0,38,0,0,62,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,76,12,12,0,0,100,0,0,0,0,32,0,0,68,0,100,0,0,0,0,100,0,0,0,0,86,0,0,0,14,75,25
2,Chernivets'ka oblast,UA-77,19,35,20,3,23,32,28,24,15,1,100,0,0,0,0,100,0,0,0,0,86,5,5,0,4,42,0,4,0,54,86,0,5,4,5,95,5,0,0,0,91,5,4,0,0,100,0,0,0,0,86,0,4,5,5,37,0,4,0,59,79,0,4,13,4,95,5,0,0,0,95,5
3,Crimea,UA-43,18,33,21,3,25,32,38,30,0,0,100,0,0,0,0,45,0,0,55,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,99,1
4,Dnipropetrovsk Oblast,UA-12,21,34,14,3,28,33,31,28,7,1,82,0,14,0,4,93,2,2,3,0,100,0,0,0,0,96,2,0,2,0,98,1,0,1,0,94,1,2,0,3,79,1,4,0,16,87,5,4,2,2,95,1,0,1,3,94,4,0,2,0,94,2,1,2,1,92,2,2,0,4,97,3
5,Donetsk Oblast,UA-14,15,38,18,4,25,37,33,30,0,0,92,0,0,8,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,91,8,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,22,26,17,4,31,20,27,34,18,1,96,0,2,0,2,73,19,1,7,0,92,2,0,4,2,96,0,2,0,2,46,0,4,2,48,88,4,2,0,6,86,2,8,2,2,65,6,1,27,1,88,0,4,6,2,94,0,2,0,4,33,0,4,2,61,84,6,2,2,6,96,4
7,Kharkiv Oblast,UA-63,22,24,19,4,31,21,37,36,0,6,100,0,0,0,0,98,0,0,2,0,100,0,0,0,0,96,2,0,2,0,100,0,0,0,0,96,0,0,0,4,78,0,22,0,0,98,0,2,0,0,100,0,0,0,0,96,2,0,2,0,98,0,0,0,2,96,0,0,0,4,100,0
8,Khersons'ka oblast,UA-65,19,25,19,2,35,28,39,31,2,0,100,0,0,0,0,94,0,0,6,0,59,0,4,0,37,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,47,0,0,0,53,94,0,0,0,6,94,0,6,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,17,41,13,4,25,32,25,27,14,2,98,0,2,0,0,87,9,0,2,2,95,0,3,2,0,48,0,51,0,1,91,2,5,2,0,98,0,0,0,2,89,0,9,0,2,83,0,2,15,0,93,5,0,2,0,43,0,56,0,1,85,2,7,4,2,93,5,0,0,2,100,0
