,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
10,Kirovohrads'ka oblast,UA-35,21,36,14,5,24,31,24,34,11,0,100,0,0,0,0,94,0,6,0,0,94,0,6,0,0,94,6,0,0,0,100,0,0,0,0,47,0,0,53,0,89,11,0,0,0,94,0,0,0,6,100,0,0,0,0,94,6,0,0,0,94,0,0,0,6,35,0,2,63,0,89,11
11,Kyiv city,UA-30,17,37,14,2,30,19,16,18,47,0,100,0,0,0,0,93,4,0,2,1,95,1,1,3,0,96,0,1,3,0,98,1,1,0,0,100,0,0,0,0,89,8,3,0,0,95,0,0,5,0,92,2,2,4,0,95,0,1,3,1,98,1,1,0,0,100,0,0,0,0,89,11
12,Kyivs'ka oblast,UA-32,17,25,18,5,35,16,17,23,44,0,95,0,0,0,5,97,0,0,3,0,90,3,0,5,2,92,3,0,5,0,100,0,0,0,0,97,0,0,0,3,36,62,1,1,0,90,0,6,2,2,87,0,3,8,2,90,2,0,8,0,100,0,0,0,0,97,0,0,0,3,30,70
13,Luhans'ka oblast,UA-09,24,36,13,2,25,31,35,32,2,0,100,0,0,0,0,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,17,33,18,3,29,24,23,30,23,0,94,2,2,1,1,44,52,1,2,1,90,2,3,2,3,88,0,4,5,3,88,5,2,3,2,88,4,1,0,7,87,5,2,4,2,36,1,0,61,2,85,2,4,5,4,82,2,6,7,3,81,6,5,5,3,83,4,4,0,9,90,10
15,Mykolaivs'ka oblast,UA-48,19,35,21,1,24,41,29,30,0,0,100,0,0,0,0,70,0,22,8,0,89,0,0,0,11,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,5,0,0,67,0,0,0,33,89,0,0,0,11,100,0,0,0,0,95,0,5,0,0,90,5,0,0,5,95,5
16,Odessa Oblast,UA-51,18,33,15,2,32,34,28,36,2,0,89,11,0,0,0,97,1,0,2,0,96,0,4,0,0,98,0,2,0,0,98,2,0,0,0,98,0,0,0,2,81,3,1,15,0,97,0,0,1,2,98,0,2,0,0,97,1,2,0,0,97,3,0,0,0,98,0,0,0,2,95,5
17,Poltavs'ka oblast,UA-53,22,30,11,1,36,31,27,28,12,2,97,0,0,3,0,91,3,0,3,3,94,0,0,6,0,53,47,0,0,0,78,0,20,0,2,100,0,0,0,0,86,0,12,2,0,78,8,5,7,2,91,3,0,6,0,46,54,0,0,0,78,0,20,0,2,100,0,0,0,0,97,3
18,Rivnens'ka oblast,UA-56,11,37,17,3,32,33,18,22,25,2,86,4,0,5,5,91,4,0,0,5,91,0,0,4,5,95,0,0,0,5,27,0,2,71,0,67,4,3,7,19,76,8,12,4,0,79,9,4,8,0,83,4,0,4,9,95,0,0,0,5,20,0,2,77,1,65,3,3,7,22,82,18
19,Sevastopol' city,UA-40,23,26,14,3,34,30,35,35,0,0,100,0,0,0,0,5,0,0,95,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,20,20,25,6,29,25,28,35,12,0,100,0,0,0,0,92,0,0,8,0,92,0,8,0,0,100,0,0,0,0,48,0,52,0,0,100,0,0,0,0,100,0,0,0,0,85,0,0,0,15,100,0,0,0,0,100,0,0,0,0,46,0,54,0,0,100,0,0,0,0,100,0
21,Ternopil's'ka oblast,UA-61,18,30,21,1,30,25,29,30,14,2,93,0,0,7,0,82,12,3,3,0,93,0,4,3,0,87,0,10,0,3,87,0,3,3,7,36,62,1,0,1,87,0,10,3,0,79,6,0,12,3,97,0,0,3,0,85,0,9,3,3,85,0,6,3,6,29,68,1,0,2,97,3
22,Vinnyts'ka oblast,UA-05,23,31,15,5,26,27,27,32,14,0,98,0,0,0,2,93,5,2,0,0,42,57,0,0,1,93,0,2,5,0,98,2,0,0,0,98,2,0,0,0,91,9,0,0,0,89,0,2,5,4,35,1,64,0,0,93,0,2,5,0,98,2,0,0,0,95,2,0,0,3,85,15
23,Volyns'ka oblast,UA-07,20,28,20,4,28,23,28,32,17,0,88,0,0,4,8,91,9,0,0,0,100,0,0,0,0,92,0,4,4,0,88,4,4,4,0,30,0,0,0,70,84,4,0,8,4,70,6,7,17,0,96,0,0,4,0,92,0,4,4,0,81,4,8,7,0,25,0,0,0,75,84,16
24,Zakarpats'ka oblast,UA-21,33,28,15,0,24,30,26,31,13,0,100,0,0,0,0,82,12,0,6,0,94,0,0,6,0,97,0,3,0,0,91,0,0,9,0,57,2,39,0,2,94,6,0,0,0,88,0,0,12,0,94,0,0,6,0,97,0,3,0,0,85,0,3,12,0,47,1,49,0,3,91,9
25,Zaporiz'ka oblast,UA-23,13,32,18,4,33,33,35,32,0,0,87,0,0,0,13,89,0,0,11,0,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,78,0,22,0,0,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,97,0,0,0,3,100,0
26,Zhytomyrs'ka oblast,UA-18,21,36,13,1,29,28,24,20,28,0,96,0,0,4,0,91,4,0,5,0,100,0,0,0,0,96,0,0,4,0,43,55,0,2,0,100,0,0,0,0,100,0,0,0,0,83,9,0,8,0,100,0,0,0,0,96,0,0,4,0,37,61,1,1,0,96,0,4,0,0,91,9
