,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,19,35,18,2,26,26,26,31,17,0,98,0,0,2,0,98,0,0,2,0,98,0,0,2,0,39,0,1,60,0,98,0,2,0,0,95,0,0,3,2,98,0,2,0,0,98,2,0,0,0,95,0,2,3,0,29,1,1,69,0,87,2,4,0,7,91,0,0,2,7,98,2
1,Chernihivs'ka oblast,UA-74,24,39,12,0,25,25,26,28,21,0,100,0,0,0,0,100,0,0,0,0,45,0,0,55,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,5,0,0,0,100,0,0,0,0,38,0,0,62,0,100,0,0,0,0,95,0,0,0,5,100,0,0,0,0,81,19
2,Chernivets'ka oblast,UA-77,30,28,18,3,21,20,30,42,8,0,97,0,0,3,0,93,0,3,0,4,87,10,0,0,3,44,0,3,0,53,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,4,0,0,3,84,3,10,0,3,41,0,3,0,56,97,0,3,0,0,100,0,0,0,0,100,0
3,Crimea,UA-43,19,36,23,0,22,39,35,26,0,0,100,0,0,0,0,36,0,0,64,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,33,17,4,25,34,30,33,3,0,84,0,15,1,0,95,2,2,1,0,97,0,1,0,2,98,0,0,1,1,98,1,1,0,0,98,1,0,0,1,77,0,3,0,20,93,1,1,3,2,98,0,0,0,2,98,0,0,1,1,97,1,2,0,0,96,1,0,1,2,98,2
5,Donetsk Oblast,UA-14,20,30,20,4,26,33,38,29,0,0,89,0,0,11,0,89,0,0,9,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,89,11,0,0,0,95,2,3,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,20,36,16,3,25,29,30,31,10,0,94,0,0,2,4,96,4,0,0,0,94,2,0,0,4,98,0,0,0,2,42,0,0,0,58,88,6,2,0,4,94,2,2,2,0,82,3,4,11,0,94,0,2,0,4,92,2,0,2,4,35,0,0,0,65,88,6,2,0,4,96,4
7,Kharkiv Oblast,UA-63,17,33,18,7,25,30,25,37,2,6,98,0,0,2,0,100,0,0,0,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,77,0,23,0,0,98,2,0,0,0,98,0,0,2,0,98,2,0,0,0,100,0,0,0,0,98,0,0,0,2,98,2
8,Khersons'ka oblast,UA-65,15,34,22,2,27,39,41,20,0,0,100,0,0,0,0,95,0,5,0,0,70,0,4,0,26,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,0,0,5,70,0,0,0,30,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,16,37,18,4,25,28,35,25,12,0,90,1,6,3,0,99,0,0,1,0,100,0,0,0,0,43,0,57,0,0,93,2,0,3,2,95,5,0,0,0,90,0,1,3,6,92,5,0,3,0,97,0,3,0,0,37,0,63,0,0,89,3,0,5,3,92,7,0,0,1,92,8
10,Kirovohrads'ka oblast,UA-35,15,36,17,4,28,30,28,33,9,0,88,3,6,0,3,94,3,3,0,0,94,0,6,0,0,97,0,0,3,0,100,0,0,0,0,64,0,0,36,0,88,0,0,6,6,88,0,3,6,3,100,0,0,0,0,94,0,0,6,0,100,0,0,0,0,52,0,0,47,1,97,3
11,Kyiv city,UA-30,20,31,16,4,29,13,15,18,54,0,98,1,0,0,1,95,2,1,2,0,91,6,2,1,0,92,1,5,1,1,94,1,1,3,1,96,1,0,1,2,86,10,2,1,1,92,1,1,4,2,88,0,9,1,2,88,2,6,2,2,90,3,3,3,1,94,1,0,1,4,85,15
12,Kyivs'ka oblast,UA-32,20,31,15,3,31,18,18,13,51,0,93,2,3,1,1,98,2,0,0,0,93,2,1,4,0,94,1,1,1,3,100,0,0,0,0,99,0,0,1,0,49,49,0,1,1,89,4,1,6,0,91,0,4,5,0,91,1,4,1,3,95,1,1,1,2,96,1,0,2,1,41,59
13,Luhans'ka oblast,UA-09,15,47,15,0,23,37,38,25,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,5,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,23,32,18,3,24,25,28,37,10,0,97,0,1,2,0,48,51,1,0,0,97,1,2,0,0,97,0,0,2,1,97,2,1,0,0,95,2,1,0,2,97,1,0,0,2,40,1,0,59,0,95,1,4,0,0,96,0,1,2,1,94,3,1,1,1,92,3,1,1,3,98,2
15,Mykolaivs'ka oblast,UA-48,16,27,26,4,27,25,39,29,7,0,100,0,0,0,0,67,0,33,0,0,93,3,4,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,61,0,0,2,37,93,4,3,0,0,97,0,3,0,0,100,0,0,0,0,97,0,0,3,0,100,0
16,Odessa Oblast,UA-51,19,33,18,4,26,32,30,36,2,0,79,20,0,1,0,93,3,1,3,0,97,3,0,0,0,100,0,0,0,0,99,0,0,1,0,99,1,0,0,0,75,1,0,24,0,94,1,0,4,1,93,1,6,0,0,99,0,0,0,1,99,0,0,1,0,99,1,0,0,0,96,4
17,Poltavs'ka oblast,UA-53,16,34,17,9,24,27,31,29,12,1,97,0,3,0,0,95,2,0,1,2,97,1,2,0,0,53,47,0,0,0,97,0,3,0,0,100,0,0,0,0,87,3,5,1,4,93,0,0,7,0,97,2,1,0,0,45,55,0,0,0,93,2,5,0,0,100,0,0,0,0,92,8
18,Rivnens'ka oblast,UA-56,19,39,16,3,23,33,31,28,8,0,93,0,0,5,2,98,2,0,0,0,96,0,2,0,2,98,0,2,0,0,34,0,0,66,0,98,0,0,0,2,96,0,2,2,0,87,4,2,7,0,96,0,2,0,2,98,0,2,0,0,29,0,0,71,0,98,0,0,0,2,91,9
19,Sevastopol' city,UA-40,17,50,20,0,13,44,30,23,3,0,100,0,0,0,0,3,0,0,97,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
