,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,13,39,13,3,32,28,26,28,18,0,90,1,0,6,3,97,2,0,1,0,90,1,0,3,6,44,2,0,54,0,97,0,1,2,0,97,0,0,2,1,88,7,3,2,0,85,6,6,1,2,89,0,1,3,7,36,2,0,62,0,89,1,6,3,1,97,0,0,2,1,89,11
1,Chernihivs'ka oblast,UA-74,17,24,24,10,25,19,35,22,22,2,89,0,0,11,0,100,0,0,0,0,24,3,0,73,0,89,11,0,0,0,81,0,19,0,0,100,0,0,0,0,81,0,19,0,0,89,11,0,0,0,24,0,2,74,0,81,19,0,0,0,81,0,19,0,0,100,0,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,23,36,16,4,21,33,29,28,10,0,98,0,0,2,0,93,5,0,0,2,96,0,2,0,2,60,1,1,0,38,98,0,2,0,0,96,4,0,0,0,96,2,2,0,0,93,2,0,5,0,93,2,0,3,2,50,1,1,0,48,96,2,2,0,0,91,7,0,0,2,96,4
3,Crimea,UA-43,28,32,16,1,23,29,34,37,0,0,100,0,0,0,0,43,0,0,57,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,23,31,15,2,29,31,33,35,1,0,83,0,14,0,3,94,1,0,3,2,91,0,1,1,7,98,1,1,0,0,98,1,0,0,1,98,0,1,1,0,81,0,1,0,18,93,0,5,2,0,91,2,0,0,7,98,0,1,1,0,97,1,1,0,1,96,2,1,1,0,97,3
5,Donetsk Oblast,UA-14,23,29,19,1,28,30,37,33,0,0,97,0,1,2,0,93,3,0,4,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,97,0,1,0,2,92,5,0,3,0,99,0,0,0,1,96,2,0,2,0,99,0,0,0,1,99,0,0,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,35,24,3,20,28,31,29,12,0,95,0,0,1,4,90,7,0,3,0,98,0,0,2,0,98,0,2,0,0,55,0,3,0,42,93,4,2,1,0,90,9,1,0,0,84,1,3,12,0,97,0,0,2,1,97,0,3,0,0,44,0,2,0,54,90,3,6,1,0,88,12
7,Kharkiv Oblast,UA-63,22,30,13,2,33,34,27,32,0,7,100,0,0,0,0,99,0,0,0,1,97,0,1,0,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,80,0,20,0,0,95,0,4,0,1,97,2,0,0,1,100,0,0,0,0,97,0,3,0,0,99,1,0,0,0,99,1
8,Khersons'ka oblast,UA-65,14,30,18,3,35,37,31,32,0,0,92,8,0,0,0,92,0,0,8,0,67,0,3,0,30,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,0,0,8,0,92,4,0,0,4,53,0,0,0,47,96,0,4,0,0,96,0,4,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,22,34,12,4,28,27,25,32,16,0,97,0,0,1,2,99,0,0,0,1,94,6,0,0,0,48,0,52,0,0,93,5,1,1,0,99,1,0,0,0,92,7,0,1,0,92,1,3,4,0,91,1,6,1,1,38,0,61,1,0,92,4,3,1,0,92,7,0,0,1,88,12
