,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,25,20,18,3,34,14,21,25,40,0,100,0,0,0,0,100,0,0,0,0,89,4,4,0,3,36,0,1,63,0,92,4,0,4,0,96,0,0,4,0,86,14,0,0,0,100,0,0,0,0,92,0,4,0,4,27,0,1,72,0,92,4,0,4,0,96,0,0,4,0,83,17
1,Chernihivs'ka oblast,UA-74,13,41,13,6,27,15,25,20,38,2,100,0,0,0,0,80,10,0,10,0,32,0,0,68,0,89,0,0,11,0,100,0,0,0,0,100,0,0,0,0,80,10,10,0,0,89,0,0,11,0,26,0,0,74,0,89,0,0,11,0,100,0,0,0,0,100,0,0,0,0,89,11
2,Chernivets'ka oblast,UA-77,21,33,16,8,22,17,29,38,16,0,100,0,0,0,0,98,0,0,2,0,100,0,0,0,0,80,0,2,0,18,95,0,0,3,2,100,0,0,0,0,95,5,0,0,0,98,0,2,0,0,98,2,0,0,0,67,0,3,0,30,95,0,0,3,2,100,0,0,0,0,95,5
3,Crimea,UA-43,23,34,13,2,28,29,38,33,0,0,100,0,0,0,0,62,0,0,38,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,39,13,3,27,31,31,33,5,0,90,0,10,0,0,97,0,0,1,2,97,0,1,0,2,100,0,0,0,0,98,0,1,1,0,99,0,0,0,1,81,0,0,0,19,99,1,0,0,0,96,2,0,0,2,100,0,0,0,0,95,0,4,1,0,98,0,0,1,1,99,1
5,Donetsk Oblast,UA-14,21,31,21,2,25,31,42,27,0,0,91,0,1,8,0,96,0,0,4,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,1,0,3,86,14,0,0,0,99,1,0,0,0,99,0,1,0,0,99,0,1,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,12,38,17,1,32,18,12,31,39,0,100,0,0,0,0,93,5,0,0,2,98,0,0,0,2,90,0,0,5,5,64,3,0,1,32,98,0,2,0,0,93,2,5,0,0,88,2,0,10,0,93,5,0,0,2,88,0,2,5,5,33,1,0,1,65,93,2,3,0,2,98,2
7,Kharkiv Oblast,UA-63,19,30,15,1,35,29,31,36,1,3,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,85,0,15,0,0,99,1,0,0,0,97,3,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,16,36,17,3,28,30,31,35,4,0,100,0,0,0,0,88,0,4,8,0,73,0,0,0,27,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,0,0,0,8,38,0,0,0,62,96,0,0,0,4,100,0,0,0,0,100,0,0,0,0,96,4
9,Khmel'nyts'ka oblast,UA-68,26,35,14,3,22,17,24,19,40,0,96,0,0,0,4,84,12,0,4,0,96,4,0,0,0,39,0,61,0,0,84,4,12,0,0,78,15,4,0,3,100,0,0,0,0,81,0,3,16,0,84,8,8,0,0,22,0,75,1,2,84,4,12,0,0,71,16,3,0,10,96,4
10,Kirovohrads'ka oblast,UA-35,27,37,12,5,19,25,33,33,9,0,100,0,0,0,0,96,0,0,0,4,100,0,0,0,0,96,4,0,0,0,87,0,13,0,0,65,0,0,35,0,100,0,0,0,0,100,0,0,0,0,96,4,0,0,0,88,4,4,4,0,87,0,13,0,0,57,0,0,43,0,100,0
11,Kyiv city,UA-30,18,35,16,3,28,14,15,21,50,0,99,0,0,1,0,94,4,0,2,0,95,3,0,1,1,95,1,1,3,0,93,2,3,2,0,97,1,0,0,2,87,8,4,0,1,91,1,0,7,1,90,1,5,2,2,90,2,4,3,1,86,6,3,3,2,92,4,1,0,3,87,13
12,Kyivs'ka oblast,UA-32,22,36,16,0,26,13,17,26,44,0,100,0,0,0,0,97,0,0,2,1,94,2,1,3,0,94,0,2,3,1,96,3,0,1,0,98,2,0,0,0,75,25,0,0,0,99,0,1,0,0,93,2,2,3,0,93,0,3,3,1,93,5,0,1,1,97,2,0,0,1,67,33
13,Luhans'ka oblast,UA-09,16,32,16,2,34,34,29,37,0,0,100,0,0,0,0,96,0,0,0,4,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,81,19,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,17,32,18,2,31,16,19,33,32,0,100,0,0,0,0,54,45,0,1,0,94,0,3,1,2,96,0,1,2,1,98,0,2,0,0,98,1,1,0,0,95,2,2,1,0,42,0,0,58,0,93,2,2,1,2,94,0,1,4,1,95,1,2,2,0,97,1,2,0,0,95,5
15,Mykolaivs'ka oblast,UA-48,20,36,22,3,19,33,26,34,7,0,100,0,0,0,0,76,0,21,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,62,0,0,0,38,100,0,0,0,0,100,0,0,0,0,96,0,0,0,4,100,0,0,0,0,100,0
16,Odessa Oblast,UA-51,16,33,19,2,30,26,39,33,2,0,89,11,0,0,0,94,0,1,4,1,98,2,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,80,1,0,19,0,98,0,0,1,1,94,1,2,0,3,100,0,0,0,0,100,0,0,0,0,96,1,0,3,0,99,1
17,Poltavs'ka oblast,UA-53,20,32,20,0,28,23,30,30,17,0,98,0,0,2,0,100,0,0,0,0,98,0,0,2,0,55,45,0,0,0,82,0,16,0,2,95,0,0,0,5,92,6,2,0,0,95,3,0,2,0,95,3,0,2,0,49,51,0,0,0,82,0,16,0,2,92,0,0,3,5,92,8
