,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,20,40,12,3,25,30,26,26,18,0,100,0,0,0,0,97,0,0,3,0,94,3,0,1,2,37,1,1,61,0,97,1,2,0,0,100,0,0,0,0,97,2,1,0,0,97,0,0,3,0,91,0,7,1,1,30,1,1,68,0,94,1,2,0,3,99,1,0,0,0,97,3
1,Chernihivs'ka oblast,UA-74,23,33,21,0,23,25,22,30,22,1,100,0,0,0,0,100,0,0,0,0,41,0,0,58,1,96,4,0,0,0,100,0,0,0,0,100,0,0,0,0,92,4,4,0,0,96,0,0,4,0,37,2,0,60,1,96,4,0,0,0,100,0,0,0,0,100,0,0,0,0,82,18
2,Chernivets'ka oblast,UA-77,24,36,19,4,17,24,31,39,6,0,98,0,2,0,0,100,0,0,0,0,87,11,0,0,2,43,0,0,0,57,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,100,0,0,0,0,87,0,11,0,2,40,0,0,0,60,100,0,0,0,0,100,0,0,0,0,95,5
3,Crimea,UA-43,18,36,21,1,24,33,38,29,0,0,100,0,0,0,0,37,0,0,63,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,24,33,13,4,26,33,32,32,3,0,83,0,15,2,0,96,0,0,3,1,94,0,2,1,3,99,0,0,1,0,99,0,1,0,0,99,1,0,0,0,79,0,1,1,19,94,3,1,2,0,94,1,0,1,4,98,1,0,1,0,98,0,2,0,0,98,1,1,0,0,98,2
5,Donetsk Oblast,UA-14,20,34,17,1,28,39,34,26,1,0,94,0,1,5,0,90,0,0,9,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,1,0,1,93,7,0,0,0,98,1,1,0,0,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,22,37,15,3,23,31,28,26,15,0,95,1,0,2,2,92,7,0,0,1,97,1,0,0,2,94,0,1,0,5,39,0,0,0,61,97,3,0,0,0,92,3,0,5,0,83,3,1,13,0,95,2,2,0,1,91,0,1,0,8,35,0,0,0,65,97,3,0,0,0,95,5
7,Kharkiv Oblast,UA-63,18,34,18,4,26,32,30,33,2,3,98,0,1,1,0,99,0,0,1,0,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,100,0,0,0,0,85,0,14,0,1,99,1,0,0,0,100,0,0,0,0,96,4,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,26,30,11,3,30,36,50,14,0,0,100,0,0,0,0,95,0,0,5,0,69,0,0,0,31,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,5,0,0,62,0,0,0,38,100,0,0,0,0,95,0,5,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,16,34,18,5,27,30,33,25,12,0,87,1,3,9,0,97,2,0,1,0,93,3,2,0,2,45,0,55,0,0,99,0,0,1,0,92,8,0,0,0,86,1,3,7,3,89,8,0,3,0,93,0,4,0,3,37,0,63,0,0,92,3,0,4,1,90,9,1,0,0,93,7
