,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,20,32,26,4,18,30,24,32,14,0,100,0,0,0,0,97,0,0,3,0,97,3,0,0,0,40,0,0,60,0,97,0,3,0,0,97,0,0,3,0,97,3,0,0,0,91,3,0,3,3,89,0,6,0,5,27,0,0,73,0,94,0,6,0,0,97,0,0,3,0,94,6
1,Chernihivs'ka oblast,UA-74,16,33,26,4,21,35,24,28,13,0,92,4,0,4,0,96,0,0,4,0,54,2,0,44,0,92,8,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,4,0,92,4,4,0,0,45,0,2,53,0,89,7,0,4,0,92,0,8,0,0,96,0,0,0,4,96,4
2,Chernivets'ka oblast,UA-77,21,28,22,3,26,17,29,46,8,0,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,72,0,0,0,28,95,0,0,0,5,98,2,0,0,0,95,0,2,3,0,98,0,0,2,0,100,0,0,0,0,68,0,0,0,32,95,0,0,0,5,98,2,0,0,0,93,7
3,Crimea,UA-43,21,36,16,1,26,29,36,35,0,0,100,0,0,0,0,50,0,0,50,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,34,18,3,26,31,35,30,4,0,90,0,10,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,85,0,0,0,15,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,99,0,1,0,0,100,0
5,Donetsk Oblast,UA-14,21,31,17,5,26,29,41,29,1,0,95,0,0,5,0,99,0,0,1,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,91,9,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,17,33,18,4,28,28,20,40,12,0,92,0,3,5,0,86,2,0,5,7,100,0,0,0,0,98,0,0,0,2,41,0,0,0,59,92,2,6,0,0,90,2,3,2,3,73,10,0,13,4,86,14,0,0,0,95,0,0,2,3,32,0,0,0,68,90,5,5,0,0,90,10
7,Kharkiv Oblast,UA-63,20,29,20,5,26,26,30,42,1,1,100,0,0,0,0,99,0,0,0,1,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,87,0,12,1,0,100,0,0,0,0,99,1,0,0,0,98,2,0,0,0,98,1,0,1,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,25,33,15,3,24,35,33,31,1,0,100,0,0,0,0,93,0,2,5,0,80,0,2,0,18,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,2,0,3,61,0,0,0,39,98,0,0,0,2,98,0,0,0,2,100,0,0,0,0,98,2
9,Khmel'nyts'ka oblast,UA-68,26,36,15,1,22,26,29,24,21,0,93,0,0,7,0,98,2,0,0,0,91,7,2,0,0,38,0,59,1,2,93,3,0,2,2,95,5,0,0,0,98,0,2,0,0,85,13,0,2,0,91,2,7,0,0,32,0,66,0,2,89,2,2,5,2,91,7,0,0,2,93,7
10,Kirovohrads'ka oblast,UA-35,25,27,18,2,28,28,33,33,6,0,97,0,0,3,0,94,0,6,0,0,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,72,0,0,28,0,100,0,0,0,0,88,3,3,0,6,97,3,0,0,0,94,3,0,3,0,100,0,0,0,0,59,0,2,37,2,100,0
11,Kyiv city,UA-30,19,33,17,4,27,19,21,27,33,0,97,1,1,1,0,96,2,0,1,1,97,1,1,1,0,98,0,1,1,0,97,2,0,1,0,99,0,0,0,1,92,4,0,2,2,93,1,0,6,0,94,2,2,2,0,95,1,2,2,0,95,2,1,1,1,97,0,0,0,3,91,9
12,Kyivs'ka oblast,UA-32,20,34,17,2,27,22,23,23,32,0,98,0,0,2,0,97,1,0,0,2,93,3,3,1,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,71,29,0,0,0,94,4,1,1,0,91,4,3,2,0,97,0,0,3,0,97,2,0,0,1,99,0,0,0,1,61,39
13,Luhans'ka oblast,UA-09,17,31,20,2,30,33,38,28,1,0,100,0,0,0,0,86,0,0,1,13,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,2,0,0,0,77,23,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,20,30,21,4,25,26,25,41,8,0,98,1,0,1,0,43,56,0,0,1,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,98,2,0,0,0,97,2,0,1,0,34,2,0,64,0,95,5,0,0,0,100,0,0,0,0,97,0,0,2,1,93,5,0,0,2,97,3
15,Mykolaivs'ka oblast,UA-48,29,33,15,4,19,31,31,35,3,0,98,2,0,0,0,76,0,23,1,0,91,2,7,0,0,98,0,0,2,0,100,0,0,0,0,98,0,0,2,0,98,0,0,2,0,58,1,0,1,40,96,2,2,0,0,98,0,0,2,0,98,2,0,0,0,98,0,0,2,0,100,0
16,Odessa Oblast,UA-51,20,32,19,2,27,31,33,35,1,0,88,12,0,0,0,97,0,0,3,0,97,2,0,0,1,99,0,1,0,0,100,0,0,0,0,99,1,0,0,0,78,0,0,22,0,96,3,1,0,0,96,1,2,0,1,96,0,3,1,0,100,0,0,0,0,99,1,0,0,0,99,1
17,Poltavs'ka oblast,UA-53,20,34,19,1,26,31,30,32,7,0,99,0,0,1,0,99,0,0,1,0,97,0,3,0,0,62,37,0,1,0,99,1,0,0,0,100,0,0,0,0,95,2,2,1,0,93,6,0,1,0,99,0,0,1,0,48,52,0,0,0,89,1,5,5,0,100,0,0,0,0,95,5
18,Rivnens'ka oblast,UA-56,20,32,17,4,27,36,20,26,18,0,92,0,4,4,0,96,4,0,0,0,96,0,4,0,0,96,0,4,0,0,28,0,0,72,0,92,0,4,0,4,79,7,0,11,3,79,7,0,14,0,96,0,0,0,4,92,0,8,0,0,21,0,0,79,0,89,0,3,0,8,82,18
19,Sevastopol' city,UA-40,20,35,12,5,28,31,39,30,0,0,100,0,0,0,0,4,0,0,96,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,22,23,18,4,33,24,35,35,6,0,98,0,0,2,0,94,0,0,2,4,94,0,4,2,0,96,4,0,0,0,89,0,11,0,0,100,0,0,0,0,96,2,2,0,0,92,2,0,2,4,90,4,2,4,0,94,6,0,0,0,61,0,39,0,0,100,0,0,0,0,98,2
21,Ternopil's'ka oblast,UA-61,16,30,18,3,33,23,29,38,10,0,96,2,0,2,0,96,0,0,0,4,92,4,4,0,0,98,0,2,0,0,88,0,0,4,8,56,44,0,0,0,92,2,2,4,0,88,4,0,8,0,90,4,6,0,0,96,0,4,0,0,88,0,0,4,8,43,54,0,0,3,90,10
22,Vinnyts'ka oblast,UA-05,21,29,13,3,34,23,32,35,10,0,95,0,0,5,0,99,0,0,0,1,52,48,0,0,0,98,1,1,0,0,99,0,0,0,1,99,1,0,0,0,99,0,0,1,0,91,7,1,1,0,42,1,57,0,0,98,1,1,0,0,96,3,0,0,1,99,1,0,0,0,91,9
