,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,19,35,18,1,27,28,28,21,23,0,99,1,0,0,0,97,3,0,0,0,100,0,0,0,0,45,0,0,55,0,99,0,0,1,0,97,0,0,3,0,92,5,0,3,0,95,0,0,5,0,100,0,0,0,0,36,1,0,63,0,97,1,0,2,0,95,0,0,5,0,92,8
1,Chernihivs'ka oblast,UA-74,17,33,20,2,28,29,27,25,19,0,100,0,0,0,0,97,0,0,3,0,58,1,0,41,0,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,51,0,1,48,0,97,3,0,0,0,91,6,0,0,3,97,3,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,15,41,18,1,25,32,33,26,9,0,100,0,0,0,0,100,0,0,0,0,98,2,0,0,0,60,0,0,0,40,100,0,0,0,0,96,2,2,0,0,98,2,0,0,0,98,2,0,0,0,98,0,2,0,0,51,0,1,1,47,98,2,0,0,0,94,4,2,0,0,98,2
3,Crimea,UA-43,17,36,17,3,27,34,37,29,0,0,100,0,0,0,0,40,0,0,60,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,37,16,2,26,35,31,32,2,0,93,0,7,0,0,99,0,0,1,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,90,0,0,0,10,98,0,2,0,0,100,0,0,0,0,98,2,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0
5,Donetsk Oblast,UA-14,18,34,16,4,28,39,32,28,1,0,96,0,0,4,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,6,0,0,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,38,15,5,24,30,31,26,13,0,100,0,0,0,0,92,8,0,0,0,100,0,0,0,0,97,0,0,1,2,54,0,0,0,46,95,2,1,0,2,97,0,0,3,0,86,0,0,14,0,100,0,0,0,0,95,0,0,1,4,42,1,0,0,57,89,4,1,1,5,100,0
7,Kharkiv Oblast,UA-63,14,35,16,3,32,31,33,34,1,1,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,0,8,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,18,30,18,8,26,34,29,31,6,0,98,2,0,0,0,98,2,0,0,0,72,0,0,0,28,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,98,0,0,2,0,61,0,0,1,38,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,15,36,15,5,29,33,22,30,15,0,100,0,0,0,0,98,0,0,2,0,98,2,0,0,0,37,0,63,0,0,94,2,0,4,0,88,10,0,0,2,100,0,0,0,0,98,0,0,2,0,98,0,2,0,0,31,0,69,0,0,88,4,2,4,2,87,10,0,0,3,100,0
