,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,23,32,18,1,26,25,26,35,14,0,99,1,0,0,0,94,1,0,5,0,91,5,3,0,1,62,0,1,33,4,97,0,1,2,0,97,0,0,3,0,85,13,0,2,0,97,1,0,2,0,94,0,5,0,1,53,0,0,44,3,96,1,1,2,0,96,0,1,3,0,86,14
1,Chernihivs'ka oblast,UA-74,11,41,14,0,34,29,18,24,29,0,100,0,0,0,0,100,0,0,0,0,50,0,0,50,0,90,0,0,10,0,100,0,0,0,0,100,0,0,0,0,75,25,0,0,0,100,0,0,0,0,43,0,0,57,0,75,0,8,8,9,90,0,0,10,0,100,0,0,0,0,69,31
2,Chernivets'ka oblast,UA-77,22,36,16,5,21,24,27,35,14,0,95,3,2,0,0,95,2,3,0,0,100,0,0,0,0,73,0,1,0,26,98,0,0,0,2,100,0,0,0,0,88,4,4,3,1,88,1,2,2,7,96,0,0,4,0,64,0,2,0,34,93,3,0,0,4,95,0,1,0,4,95,5
3,Crimea,UA-43,26,31,18,1,24,30,43,27,0,0,100,0,0,0,0,40,0,0,60,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,15,33,17,3,32,31,31,33,4,1,84,0,14,0,2,94,2,0,4,0,93,0,0,0,7,95,1,3,0,1,97,2,1,0,0,98,0,1,1,0,78,2,3,0,17,91,0,3,4,2,90,0,0,0,10,94,0,3,2,1,95,2,1,2,0,97,0,1,1,1,94,6
5,Donetsk Oblast,UA-14,21,32,14,2,31,35,35,29,1,0,96,0,0,4,0,92,0,0,8,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,7,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,14,40,13,8,25,27,31,25,17,0,96,2,0,2,0,94,2,2,2,0,96,2,2,0,0,100,0,0,0,0,54,4,0,0,42,96,2,2,0,0,86,5,1,8,0,89,3,2,4,2,96,0,2,2,0,94,2,2,0,2,37,3,0,0,60,94,2,2,0,2,87,13
7,Kharkiv Oblast,UA-63,20,33,14,0,33,26,30,35,3,6,99,0,0,1,0,94,3,0,3,0,97,3,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,82,2,16,0,0,94,1,0,4,1,96,1,3,0,0,99,1,0,0,0,97,0,2,0,1,100,0,0,0,0,97,3
8,Khersons'ka oblast,UA-65,17,41,10,0,32,40,28,31,1,0,100,0,0,0,0,89,0,5,6,0,60,0,3,0,37,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,0,0,5,95,0,0,0,5,52,0,0,0,48,100,0,0,0,0,100,0,0,0,0,95,0,0,0,5,100,0
9,Khmel'nyts'ka oblast,UA-68,15,39,16,0,30,29,27,30,14,0,93,7,0,0,0,97,1,0,2,0,93,2,4,0,1,53,1,44,2,0,93,4,0,2,1,93,4,0,2,1,90,3,0,7,0,97,0,1,2,0,95,0,3,0,2,46,0,53,1,0,93,4,0,2,1,87,7,1,1,4,91,9
