,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,21,28,23,5,23,27,26,28,19,0,100,0,0,0,0,97,0,0,3,0,87,2,6,3,2,49,0,0,51,0,100,0,0,0,0,92,0,0,2,6,85,13,2,0,0,97,0,0,0,3,92,0,2,3,3,39,0,0,61,0,100,0,0,0,0,89,0,3,3,5,85,15
1,Chernihivs'ka oblast,UA-74,8,42,16,0,34,28,22,22,28,0,100,0,0,0,0,100,0,0,0,0,36,0,0,64,0,80,20,0,0,0,100,0,0,0,0,100,0,0,0,0,80,20,0,0,0,80,0,0,0,20,36,0,0,64,0,80,20,0,0,0,100,0,0,0,0,80,0,20,0,0,80,20
2,Chernivets'ka oblast,UA-77,19,37,14,2,28,36,23,27,14,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,59,2,0,0,39,92,0,4,0,4,92,0,4,0,4,89,11,0,0,0,96,0,0,4,0,96,0,0,4,0,48,2,4,0,46,83,3,7,0,7,92,0,4,0,4,89,11
3,Crimea,UA-43,31,29,22,1,17,28,42,30,0,0,100,0,0,0,0,37,0,0,63,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,32,20,2,25,30,31,36,3,0,86,0,12,1,1,97,0,1,1,1,98,1,1,0,0,100,0,0,0,0,99,0,0,1,0,98,0,0,0,2,83,1,0,2,14,94,2,1,1,2,97,1,2,0,0,98,0,0,2,0,96,0,2,2,0,97,1,0,0,2,96,4
5,Donetsk Oblast,UA-14,25,34,18,2,21,31,42,26,1,0,93,0,0,7,0,89,2,0,9,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,85,13,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,2,2,100,0
6,Ivano-Frankivs'ka oblast,UA-26,22,34,14,3,27,29,26,30,15,0,100,0,0,0,0,86,6,4,4,0,100,0,0,0,0,98,0,0,0,2,51,0,0,1,48,94,2,2,0,2,92,4,2,2,0,78,2,0,15,5,100,0,0,0,0,96,2,0,0,2,37,0,0,0,63,92,2,4,0,2,88,12
7,Kharkiv Oblast,UA-63,13,41,18,1,27,39,23,31,2,5,100,0,0,0,0,100,0,0,0,0,95,2,3,0,0,100,0,0,0,0,98,2,0,0,0,95,0,0,0,5,81,0,17,0,2,98,0,0,0,2,98,0,2,0,0,100,0,0,0,0,98,2,0,0,0,90,0,0,0,10,100,0
8,Khersons'ka oblast,UA-65,13,39,12,0,36,39,34,27,0,0,100,0,0,0,0,100,0,0,0,0,73,0,0,0,27,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,0,7,0,0,100,0,0,0,0,59,0,0,0,41,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,7
9,Khmel'nyts'ka oblast,UA-68,18,41,8,4,29,30,23,26,21,0,100,0,0,0,0,90,5,0,5,0,90,5,5,0,0,47,0,52,1,0,92,8,0,0,0,90,2,0,2,6,90,8,0,2,0,90,0,2,8,0,95,0,5,0,0,41,0,58,1,0,87,8,0,3,2,87,2,3,3,5,90,10
10,Kirovohrads'ka oblast,UA-35,13,36,22,7,22,32,29,35,4,0,86,0,11,0,3,86,3,8,3,0,96,0,4,0,0,92,4,0,4,0,100,0,0,0,0,75,0,0,25,0,89,0,0,0,11,83,0,3,3,11,100,0,0,0,0,86,3,0,11,0,96,4,0,0,0,66,2,0,29,3,96,4
11,Kyiv city,UA-30,16,30,21,2,31,13,20,19,48,0,99,0,0,0,1,99,0,0,1,0,97,0,0,3,0,96,0,0,1,3,94,4,0,2,0,97,0,0,1,2,96,4,0,0,0,98,0,2,0,0,98,0,0,2,0,93,0,1,3,3,91,5,0,1,3,96,0,0,1,3,93,7
12,Kyivs'ka oblast,UA-32,22,30,13,2,33,14,18,20,48,0,100,0,0,0,0,96,2,0,2,0,86,2,4,6,2,100,0,0,0,0,93,7,0,0,0,94,2,2,0,2,57,42,0,1,0,94,0,4,2,0,89,0,2,7,2,100,0,0,0,0,91,7,2,0,0,94,2,2,0,2,46,54
13,Luhans'ka oblast,UA-09,21,31,20,2,26,26,45,29,0,0,100,0,0,0,0,93,0,0,0,7,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,7,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,3
14,Lviv Oblast,UA-46,18,36,19,2,25,23,26,28,23,0,98,0,1,1,0,61,37,0,2,0,98,1,0,0,1,95,1,3,1,0,84,8,1,6,1,89,1,1,2,7,91,7,1,1,0,51,0,1,47,1,96,1,2,0,1,93,1,3,2,1,78,8,2,10,2,86,3,2,1,8,90,10
15,Mykolaivs'ka oblast,UA-48,16,37,15,1,31,36,32,29,3,0,100,0,0,0,0,62,4,31,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,62,0,0,3,35,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,0,0,5,100,0
16,Odessa Oblast,UA-51,24,29,18,2,27,31,34,33,2,0,93,7,0,0,0,92,0,3,5,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,88,0,0,12,0,97,0,0,0,3,99,0,1,0,0,100,0,0,0,0,99,0,1,0,0,97,0,3,0,0,100,0
17,Poltavs'ka oblast,UA-53,17,36,19,5,23,33,24,35,8,0,92,0,2,2,4,98,0,0,2,0,96,0,0,2,2,75,25,0,0,0,92,2,2,4,0,96,2,0,0,2,96,0,2,0,2,92,2,4,2,0,96,0,0,2,2,68,31,0,1,0,89,6,2,3,0,92,2,0,2,4,98,2
18,Rivnens'ka oblast,UA-56,16,31,18,6,29,28,28,16,28,0,85,0,0,15,0,79,7,7,7,0,92,0,8,0,0,92,0,8,0,0,18,8,0,74,0,92,0,0,0,8,100,0,0,0,0,69,12,0,13,6,92,0,8,0,0,92,0,8,0,0,15,8,0,77,0,85,0,0,0,15,79,21
19,Sevastopol' city,UA-40,17,36,22,2,23,39,19,42,0,0,100,0,0,0,0,4,0,0,96,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,14,27,19,0,40,39,33,26,2,0,100,0,0,0,0,100,0,0,0,0,82,0,18,0,0,100,0,0,0,0,43,0,57,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,36,0,64,0,0,90,0,0,10,0,100,0
21,Ternopil's'ka oblast,UA-61,17,29,17,6,31,25,22,27,26,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,91,3,3,0,3,91,6,0,3,0,40,58,1,0,1,91,6,3,0,0,88,6,0,6,0,97,3,0,0,0,91,3,3,0,3,85,6,0,9,0,33,61,1,0,5,88,12
22,Vinnyts'ka oblast,UA-05,26,31,15,1,27,26,27,32,15,0,100,0,0,0,0,94,2,2,2,0,45,53,1,0,1,88,3,6,1,2,96,0,2,2,0,96,0,0,0,4,91,6,1,2,0,94,0,0,2,4,40,0,60,0,0,83,5,7,1,4,94,2,2,2,0,96,0,0,0,4,89,11
23,Volyns'ka oblast,UA-07,22,34,10,1,33,26,29,32,12,1,97,0,3,0,0,89,6,5,0,0,100,0,0,0,0,94,0,3,3,0,86,8,0,6,0,51,0,0,1,48,91,3,3,0,3,86,0,0,9,5,100,0,0,0,0,94,0,3,3,0,86,9,0,5,0,46,0,0,1,53,97,3
24,Zakarpats'ka oblast,UA-21,38,28,12,1,21,27,28,32,13,0,98,0,2,0,0,98,2,0,0,0,94,0,2,4,0,100,0,0,0,0,100,0,0,0,0,69,1,28,1,1,94,2,2,0,2,94,0,0,6,0,96,0,0,4,0,100,0,0,0,0,96,0,2,0,2,63,1,34,1,1,98,2
