,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,19,29,21,4,27,25,34,24,17,0,99,1,0,0,0,95,1,0,4,0,95,2,2,1,0,45,0,0,55,0,100,0,0,0,0,95,0,0,5,0,94,1,0,5,0,95,0,0,5,0,94,1,2,3,0,34,0,0,66,0,99,0,1,0,0,95,0,0,5,0,95,5
1,Chernihivs'ka oblast,UA-74,23,31,18,4,24,29,27,26,18,0,100,0,0,0,0,100,0,0,0,0,55,0,0,45,0,100,0,0,0,0,94,0,6,0,0,100,0,0,0,0,94,6,0,0,0,94,3,0,0,3,45,0,0,55,0,97,3,0,0,0,83,3,9,2,3,97,0,0,0,3,88,12
2,Chernivets'ka oblast,UA-77,21,31,19,2,27,30,36,30,4,0,100,0,0,0,0,98,2,0,0,0,98,0,2,0,0,59,0,2,0,39,98,0,0,0,2,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,98,0,0,2,0,53,0,3,0,44,95,0,0,0,5,100,0,0,0,0,100,0
3,Crimea,UA-43,17,32,20,2,29,34,34,32,0,0,100,0,0,0,0,53,0,0,47,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,31,15,3,30,32,32,35,1,0,93,0,7,0,0,99,0,0,1,0,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,0,0,0,8,98,1,0,1,0,99,0,0,0,1,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
5,Donetsk Oblast,UA-14,21,32,19,3,25,31,35,33,1,0,96,0,0,4,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,96,4,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,16,33,24,2,25,24,32,34,10,0,99,0,1,0,0,96,3,0,1,0,99,0,0,0,1,100,0,0,0,0,62,0,0,0,38,99,1,0,0,0,99,0,0,0,1,87,2,0,11,0,98,1,0,0,1,99,0,0,1,0,51,0,0,1,48,97,1,1,1,0,97,3
7,Kharkiv Oblast,UA-63,19,29,20,4,28,28,34,37,0,1,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,0,6,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,99,0,1,0,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,26,30,18,5,21,34,32,31,3,0,100,0,0,0,0,96,0,0,4,0,71,0,0,0,29,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,2,2,0,100,0,0,0,0,63,0,1,0,36,98,0,0,2,0,98,0,2,0,0,100,0,0,0,0,98,2
9,Khmel'nyts'ka oblast,UA-68,20,40,15,2,23,30,26,29,15,0,98,1,0,1,0,99,1,0,0,0,95,3,2,0,0,60,0,40,0,0,94,2,1,3,0,96,3,0,0,1,92,1,3,3,1,94,1,2,3,0,96,0,4,0,0,51,0,49,0,0,92,3,1,4,0,92,4,0,0,4,96,4
