,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,23,35,17,3,22,29,31,26,14,0,94,2,0,2,2,100,0,0,0,0,96,0,2,2,0,53,1,0,46,0,100,0,0,0,0,100,0,0,0,0,96,0,0,4,0,92,4,2,2,0,98,0,0,2,0,44,1,0,55,0,100,0,0,0,0,92,4,2,2,0,100,0
1,Chernihivs'ka oblast,UA-74,16,38,16,3,27,36,27,18,18,1,100,0,0,0,0,100,0,0,0,0,58,0,0,42,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,90,5,5,0,0,95,5,0,0,0,44,0,0,56,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,90,10
2,Chernivets'ka oblast,UA-77,14,27,19,1,39,25,44,29,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,74,0,0,0,26,98,0,0,0,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,70,0,1,0,29,96,0,0,0,4,96,4,0,0,0,100,0
3,Crimea,UA-43,19,34,18,4,25,30,38,32,0,0,100,0,0,0,0,57,0,0,43,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,35,15,3,29,31,35,33,1,0,96,0,4,0,0,100,0,0,0,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,0,0,0,8,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,99,0,1,0,0,100,0,0,0,0,100,0
5,Donetsk Oblast,UA-14,24,34,15,2,25,37,33,30,0,0,97,0,0,3,0,96,0,0,3,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,4,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,21,29,19,3,28,27,26,37,10,0,100,0,0,0,0,100,0,0,0,0,95,2,3,0,0,95,3,0,0,2,43,0,1,0,56,95,0,2,3,0,100,0,0,0,0,93,0,0,7,0,98,0,2,0,0,93,3,0,2,2,34,0,1,0,65,93,2,2,3,0,98,2
7,Kharkiv Oblast,UA-63,20,33,13,3,31,30,33,35,1,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,0,6,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,99,1
8,Khersons'ka oblast,UA-65,20,33,14,4,29,38,30,27,5,0,100,0,0,0,0,91,0,3,6,0,73,0,0,0,27,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,91,0,0,6,3,91,0,3,0,6,61,0,0,0,39,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,21,36,10,4,29,32,28,27,13,0,100,0,0,0,0,100,0,0,0,0,90,10,0,0,0,44,0,55,0,1,95,3,0,2,0,93,7,0,0,0,100,0,0,0,0,100,0,0,0,0,90,0,10,0,0,36,0,62,0,2,90,8,0,2,0,88,12,0,0,0,98,2
