,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,18,38,14,3,27,28,22,26,24,0,100,0,0,0,0,94,6,0,0,0,100,0,0,0,0,54,0,0,46,0,91,2,3,4,0,98,0,0,2,0,96,4,0,0,0,89,1,0,10,0,98,0,2,0,0,42,0,0,58,0,87,6,3,4,0,92,4,2,2,0,94,6
1,Chernihivs'ka oblast,UA-74,29,21,14,0,36,16,38,36,10,0,100,0,0,0,0,100,0,0,0,0,49,0,7,44,0,100,0,0,0,0,93,7,0,0,0,100,0,0,0,0,93,7,0,0,0,93,7,0,0,0,53,0,0,47,0,100,0,0,0,0,87,7,0,6,0,87,7,0,0,6,87,13
2,Chernivets'ka oblast,UA-77,21,30,14,5,30,26,30,34,10,0,98,2,0,0,0,89,7,4,0,0,94,4,2,0,0,59,0,1,0,40,98,0,0,0,2,98,2,0,0,0,96,2,0,2,0,85,0,0,11,4,93,0,7,0,0,52,0,2,1,45,85,4,0,4,7,89,5,4,0,2,93,7
3,Crimea,UA-43,19,33,19,2,27,30,39,31,0,0,100,0,0,0,0,41,0,0,59,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,33,17,4,27,33,31,33,3,0,88,0,10,0,2,94,2,1,3,0,98,1,0,0,1,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,83,2,0,0,15,94,0,3,2,1,97,0,1,0,2,98,1,1,0,0,99,1,0,0,0,98,0,0,0,2,97,3
5,Donetsk Oblast,UA-14,21,35,14,1,29,36,30,33,1,0,91,0,0,9,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,86,14,0,0,0,99,0,1,0,0,98,1,0,0,1,99,0,0,1,0,99,0,1,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,19,41,13,4,23,27,26,34,13,0,97,1,0,1,1,89,7,1,2,1,97,0,1,0,2,99,0,0,0,1,63,1,0,0,36,95,3,1,1,0,88,9,0,3,0,88,1,2,8,1,96,1,0,1,2,98,0,0,0,2,41,1,1,1,56,91,5,2,1,1,86,14
7,Kharkiv Oblast,UA-63,21,34,14,3,28,32,25,36,0,7,100,0,0,0,0,97,3,0,0,0,99,0,0,1,0,97,2,0,1,0,100,0,0,0,0,100,0,0,0,0,78,0,22,0,0,92,3,0,5,0,99,0,0,1,0,96,1,0,3,0,97,2,0,0,1,99,0,1,0,0,97,3
8,Khersons'ka oblast,UA-65,22,33,16,4,25,41,31,28,0,0,100,0,0,0,0,76,0,14,10,0,78,0,3,0,19,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,0,4,81,0,0,0,19,56,0,0,0,44,100,0,0,0,0,100,0,0,0,0,96,0,4,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,18,35,22,3,22,29,25,26,20,0,100,0,0,0,0,94,6,0,0,0,94,0,4,0,2,43,0,56,0,1,84,10,0,4,2,89,9,0,2,0,96,2,0,2,0,79,1,4,16,0,96,0,2,0,2,34,0,65,0,1,75,19,0,5,1,86,12,0,2,0,88,12
