,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,20,32,18,3,27,25,28,24,23,0,99,0,1,0,0,99,0,0,1,0,94,3,0,3,0,44,0,0,56,0,100,0,0,0,0,97,0,0,3,0,92,4,0,3,1,97,0,0,3,0,92,1,4,3,0,34,0,0,66,0,100,0,0,0,0,97,0,0,3,0,93,7
1,Chernihivs'ka oblast,UA-74,17,46,6,5,26,31,22,24,23,0,100,0,0,0,0,100,0,0,0,0,66,0,0,34,0,98,2,0,0,0,92,3,5,0,0,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,49,0,0,51,0,98,2,0,0,0,85,5,8,2,0,95,2,0,3,0,92,8
2,Chernivets'ka oblast,UA-77,20,30,15,3,32,24,34,32,10,0,100,0,0,0,0,100,0,0,0,0,96,1,3,0,0,64,0,0,0,36,96,0,0,0,4,99,1,0,0,0,98,0,0,2,0,99,0,0,0,1,96,0,3,1,0,59,0,0,0,41,93,0,0,0,7,96,3,0,1,0,100,0
3,Crimea,UA-43,18,30,16,3,33,32,35,33,0,0,100,0,0,0,0,40,0,0,60,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,22,31,16,3,28,32,31,35,2,0,90,0,10,0,0,98,0,1,1,0,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,83,0,1,0,16,98,0,0,1,1,98,0,0,0,2,98,0,0,1,1,100,0,0,0,0,99,1,0,0,0,96,4
5,Donetsk Oblast,UA-14,19,34,16,2,29,34,31,33,2,0,93,0,0,7,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,1,0,1,90,9,0,1,0,98,1,1,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,24,33,16,1,26,28,27,35,10,0,100,0,0,0,0,96,4,0,0,0,100,0,0,0,0,96,2,0,0,2,61,0,0,0,39,94,6,0,0,0,100,0,0,0,0,92,1,0,7,0,100,0,0,0,0,95,2,0,0,3,50,0,0,0,50,93,7,0,0,0,99,1
7,Kharkiv Oblast,UA-63,21,31,17,3,28,26,32,39,1,2,100,0,0,0,0,99,0,0,1,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,91,0,9,0,0,99,1,0,0,0,99,0,1,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,19,32,18,5,26,37,30,30,3,0,98,2,0,0,0,87,0,4,9,0,70,0,0,0,30,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,85,0,2,9,4,93,0,0,2,5,61,0,1,0,38,98,0,0,2,0,98,0,2,0,0,100,0,0,0,0,96,4
9,Khmel'nyts'ka oblast,UA-68,19,40,11,2,28,33,25,26,16,0,100,0,0,0,0,99,0,0,1,0,95,1,4,0,0,44,0,55,0,1,95,1,1,3,0,93,6,0,0,1,96,3,1,0,0,93,1,1,5,0,97,0,3,0,0,36,0,62,0,2,90,4,1,5,0,88,8,0,0,4,96,4
10,Kirovohrads'ka oblast,UA-35,28,21,25,3,23,22,33,35,10,0,98,2,0,0,0,98,2,0,0,0,100,0,0,0,0,95,0,0,5,0,100,0,0,0,0,50,0,0,50,0,90,0,2,8,0,93,0,0,2,5,100,0,0,0,0,91,2,2,5,0,95,0,2,3,0,43,1,0,56,0,95,5
11,Kyiv city,UA-30,18,31,18,5,28,18,22,25,35,0,99,0,1,0,0,97,2,0,1,0,98,1,0,1,0,98,1,0,1,0,98,1,0,1,0,98,0,0,0,2,95,2,1,1,1,94,0,1,5,0,96,0,1,2,1,95,2,1,2,0,95,2,0,2,1,96,1,0,0,3,94,6
12,Kyivs'ka oblast,UA-32,19,32,17,4,28,21,19,25,35,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,99,0,1,0,0,63,36,0,1,0,94,1,0,5,0,99,0,0,1,0,97,0,1,2,0,97,2,0,1,0,97,1,2,0,0,57,43
13,Luhans'ka oblast,UA-09,26,30,12,3,29,31,27,40,2,0,100,0,0,0,0,91,0,0,0,9,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,84,16,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,20,32,18,4,26,27,30,33,10,0,100,0,0,0,0,48,52,0,0,0,99,0,1,0,0,100,0,0,0,0,98,0,0,1,1,97,2,1,0,0,100,0,0,0,0,39,0,0,60,1,100,0,0,0,0,100,0,0,0,0,97,0,0,2,1,95,3,2,0,0,98,2
15,Mykolaivs'ka oblast,UA-48,20,31,20,3,26,34,31,33,2,0,99,1,0,0,0,79,0,21,0,0,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,1,2,0,70,0,0,0,30,95,0,1,0,4,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
16,Odessa Oblast,UA-51,21,33,16,3,27,34,31,34,1,0,93,7,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,83,0,0,17,0,98,1,0,0,1,99,0,0,1,0,99,1,0,0,0,98,2,0,0,0,100,0,0,0,0,99,1
17,Poltavs'ka oblast,UA-53,20,31,16,2,31,27,31,30,11,1,99,1,0,0,0,99,1,0,0,0,99,1,0,0,0,69,31,0,0,0,98,0,0,1,1,99,0,1,0,0,94,0,4,2,0,97,0,1,2,0,99,0,1,0,0,52,48,0,0,0,95,0,3,1,1,98,0,2,0,0,93,7
18,Rivnens'ka oblast,UA-56,24,34,16,2,24,29,23,28,20,0,100,0,0,0,0,95,3,0,2,0,98,0,2,0,0,97,0,3,0,0,31,1,0,68,0,89,0,0,0,11,98,2,0,0,0,93,0,1,6,0,100,0,0,0,0,93,0,7,0,0,24,1,0,75,0,88,0,0,0,12,88,12
19,Sevastopol' city,UA-40,33,23,17,2,25,25,38,37,0,0,100,0,0,0,0,3,0,0,97,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,15,33,17,5,30,35,30,32,3,0,100,0,0,0,0,99,1,0,0,0,99,0,0,0,1,99,1,0,0,0,78,0,22,0,0,100,0,0,0,0,99,0,0,0,1,99,0,0,1,0,99,0,0,0,1,97,3,0,0,0,57,0,43,0,0,97,1,0,2,0,100,0
21,Ternopil's'ka oblast,UA-61,18,32,19,3,28,27,31,30,12,0,99,0,1,0,0,96,3,0,0,1,100,0,0,0,0,96,0,4,0,0,99,0,0,1,0,46,54,0,0,0,98,1,0,0,1,93,0,1,6,0,98,1,1,0,0,92,0,7,0,1,92,1,0,1,6,37,63,0,0,0,91,9
22,Vinnyts'ka oblast,UA-05,17,34,14,3,32,29,23,31,17,0,100,0,0,0,0,98,0,0,2,0,42,58,0,0,0,96,1,2,1,0,97,1,1,1,0,98,0,0,2,0,96,1,1,0,2,98,0,0,2,0,36,0,64,0,0,96,2,2,0,0,96,1,1,2,0,98,0,0,2,0,95,5
23,Volyns'ka oblast,UA-07,18,38,19,3,22,31,24,25,20,0,98,0,0,2,0,87,11,2,0,0,96,0,4,0,0,98,0,2,0,0,96,0,0,4,0,35,0,0,0,65,96,0,0,4,0,70,3,2,24,1,96,0,2,0,2,93,0,2,2,3,80,2,6,12,0,29,0,0,0,71,96,4
24,Zakarpats'ka oblast,UA-21,38,26,10,3,23,32,30,31,7,0,100,0,0,0,0,96,4,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,61,0,39,0,0,100,0,0,0,0,92,1,0,7,0,99,0,1,0,0,99,1,0,0,0,99,0,1,0,0,52,0,47,1,0,100,0
25,Zaporiz'ka oblast,UA-23,18,33,16,3,30,32,37,30,1,0,93,0,0,0,7,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,85,0,15,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,16,40,15,4,25,33,21,24,22,0,100,0,0,0,0,96,0,2,2,0,96,4,0,0,0,98,0,2,0,0,37,63,0,0,0,91,2,2,0,5,96,2,2,0,0,98,0,0,0,2,93,0,7,0,0,89,7,4,0,0,29,70,0,1,0,89,2,2,0,7,85,15
