,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,20,35,17,2,26,24,25,19,32,0,100,0,0,0,0,98,0,0,0,2,93,0,2,0,5,54,1,0,45,0,98,0,2,0,0,95,0,0,2,3,85,9,4,2,0,98,0,0,2,0,91,2,2,0,5,37,1,1,61,0,98,0,2,0,0,91,2,0,5,2,87,13
1,Chernihivs'ka oblast,UA-74,25,29,11,6,29,21,28,19,32,0,90,0,0,10,0,95,5,0,0,0,51,0,2,47,0,100,0,0,0,0,90,0,10,0,0,100,0,0,0,0,82,4,9,5,0,86,10,0,4,0,38,0,0,62,0,90,5,0,5,0,86,0,14,0,0,86,0,0,5,9,85,15
2,Chernivets'ka oblast,UA-77,19,25,22,6,28,17,39,26,18,0,98,2,0,0,0,98,0,0,2,0,96,4,0,0,0,74,0,3,0,23,96,0,0,0,4,94,4,0,0,2,94,4,0,2,0,94,2,2,2,0,93,0,6,1,0,68,0,2,1,29,91,0,1,0,8,93,4,0,2,1,94,6
3,Crimea,UA-43,20,31,21,1,27,27,36,37,0,0,100,0,0,0,0,52,0,0,48,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,34,17,2,26,32,33,33,2,0,90,0,9,1,0,94,1,0,3,2,95,2,1,1,1,99,0,0,1,0,100,0,0,0,0,99,0,0,1,0,82,1,1,0,16,97,2,0,1,0,92,2,2,2,2,98,1,0,1,0,100,0,0,0,0,99,0,0,1,0,96,4
5,Donetsk Oblast,UA-14,24,32,18,3,23,31,36,32,1,0,96,0,0,4,0,98,0,0,2,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,86,12,2,0,0,99,0,0,1,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,16,23,23,6,32,15,27,34,24,0,98,2,0,0,0,93,2,0,0,5,86,0,6,3,5,96,0,2,2,0,56,2,1,0,41,94,2,0,0,4,94,2,2,2,0,93,4,0,3,0,83,9,0,3,5,93,2,2,2,1,28,1,0,0,71,94,2,0,0,4,96,4
7,Kharkiv Oblast,UA-63,19,31,18,4,28,26,33,36,2,3,99,0,1,0,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,83,0,17,0,0,98,0,0,2,0,97,1,0,2,0,100,0,0,0,0,98,1,1,0,0,100,0,0,0,0,99,1
8,Khersons'ka oblast,UA-65,17,37,14,3,29,27,33,33,7,0,97,3,0,0,0,94,0,0,6,0,63,0,2,0,35,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,0,0,6,0,91,3,3,3,0,44,1,0,1,54,100,0,0,0,0,100,0,0,0,0,97,0,0,0,3,100,0
9,Khmel'nyts'ka oblast,UA-68,20,35,15,1,29,22,18,27,33,0,94,3,3,0,0,94,3,0,0,3,84,11,3,2,0,34,0,65,1,0,91,3,6,0,0,97,0,0,0,3,86,9,0,3,2,94,3,0,3,0,81,2,11,6,0,27,0,73,0,0,75,7,13,5,0,94,3,0,0,3,91,9
10,Kirovohrads'ka oblast,UA-35,18,38,6,2,36,27,32,29,12,0,100,0,0,0,0,89,8,3,0,0,92,0,0,0,8,92,4,0,4,0,92,0,8,0,0,60,0,0,40,0,92,4,0,0,4,89,0,0,8,3,92,0,0,0,8,92,4,0,4,0,82,4,11,3,0,53,0,0,47,0,96,4
11,Kyiv city,UA-30,20,32,16,2,30,13,16,21,50,0,97,1,0,2,0,94,4,0,1,1,94,2,1,2,1,98,0,1,1,0,91,4,1,3,1,98,0,0,1,1,90,6,3,1,0,87,3,1,8,1,89,3,2,3,3,95,1,2,1,1,84,7,2,3,4,95,0,1,1,3,87,13
12,Kyivs'ka oblast,UA-32,24,36,16,2,22,17,14,20,49,0,94,4,0,2,0,90,2,0,4,4,82,4,2,10,2,95,3,0,1,1,95,4,0,1,0,98,0,1,0,1,52,43,1,4,0,91,4,1,4,0,78,6,4,10,2,94,3,1,1,1,89,8,2,1,0,94,0,4,0,2,43,57
13,Luhans'ka oblast,UA-09,24,26,23,3,24,21,39,35,5,0,100,0,0,0,0,89,0,0,3,8,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,98,0,0,2,0,78,22,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,18,29,15,5,33,18,25,39,18,0,100,0,0,0,0,46,53,0,0,1,92,1,1,3,3,96,1,0,2,1,94,4,1,0,1,96,0,0,0,4,90,6,3,1,0,34,1,0,65,0,85,7,1,3,4,95,2,1,1,1,90,5,3,0,2,91,2,0,0,7,93,7
