,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,17,37,18,1,27,34,23,24,19,0,100,0,0,0,0,96,1,2,1,0,96,1,1,0,2,46,0,0,54,0,100,0,0,0,0,98,0,0,2,0,97,2,1,0,0,95,1,1,1,2,97,0,1,0,2,37,0,0,63,0,98,1,0,0,1,97,0,0,3,0,96,4
1,Chernihivs'ka oblast,UA-74,15,34,25,1,25,27,22,22,28,1,100,0,0,0,0,94,6,0,0,0,44,0,0,55,1,100,0,0,0,0,97,0,3,0,0,100,0,0,0,0,91,3,6,0,0,94,0,0,6,0,34,0,0,65,1,100,0,0,0,0,94,0,6,0,0,94,0,3,3,0,97,3
2,Chernivets'ka oblast,UA-77,20,37,10,3,30,32,27,35,6,0,98,0,0,0,2,96,2,2,0,0,98,0,0,0,2,43,0,2,0,55,98,0,0,0,2,96,4,0,0,0,100,0,0,0,0,92,2,2,2,2,90,0,2,4,4,42,0,1,0,57,92,0,0,2,6,94,4,0,2,0,98,2
3,Crimea,UA-43,18,32,17,2,31,32,34,34,0,0,100,0,0,0,0,40,0,0,60,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,23,33,18,1,25,32,30,35,3,0,79,0,17,3,1,98,2,0,0,0,95,0,0,0,5,97,2,1,0,0,97,3,0,0,0,98,0,1,1,0,79,0,0,1,20,91,5,1,3,0,95,0,0,0,5,97,2,1,0,0,97,3,0,0,0,97,0,1,0,2,98,2
5,Donetsk Oblast,UA-14,26,32,12,4,26,33,30,36,1,0,94,0,0,6,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,7,0,0,0,98,0,1,0,1,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,21,34,17,6,22,32,26,32,10,0,99,0,0,1,0,89,8,1,1,1,89,0,1,2,8,98,0,1,1,0,48,0,0,0,52,92,4,4,0,0,96,2,1,1,0,84,2,1,12,1,89,1,0,2,8,96,1,2,1,0,39,0,0,0,61,92,4,4,0,0,98,2
7,Kharkiv Oblast,UA-63,24,33,18,2,23,29,27,36,2,6,99,0,0,1,0,99,1,0,0,0,96,1,2,1,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,76,0,24,0,0,98,1,0,1,0,98,0,1,1,0,98,1,0,1,0,100,0,0,0,0,100,0,0,0,0,99,1
8,Khersons'ka oblast,UA-65,27,40,13,0,20,28,29,43,0,0,100,0,0,0,0,100,0,0,0,0,67,0,0,0,33,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,86,0,0,0,14,67,0,0,0,33,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,86,14
9,Khmel'nyts'ka oblast,UA-68,28,32,12,4,24,26,20,35,18,1,95,0,0,2,3,93,4,2,0,1,89,3,0,0,8,36,0,64,0,0,93,2,0,4,1,93,3,0,2,2,95,0,4,1,0,86,3,3,5,3,86,1,5,0,8,28,0,72,0,0,90,6,0,3,1,89,7,1,2,1,99,1
