,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,21,32,17,3,27,27,30,28,15,0,99,0,0,1,0,99,1,0,0,0,90,4,0,1,5,47,2,0,51,0,100,0,0,0,0,100,0,0,0,0,90,1,5,3,1,90,3,1,5,1,87,0,4,1,8,38,1,0,61,0,100,0,0,0,0,99,0,0,1,0,97,3
1,Chernihivs'ka oblast,UA-74,24,29,17,3,27,24,32,21,23,0,100,0,0,0,0,96,0,0,4,0,52,0,0,48,0,100,0,0,0,0,96,0,4,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,43,0,0,57,0,100,0,0,0,0,93,0,7,0,0,100,0,0,0,0,96,4
2,Chernivets'ka oblast,UA-77,25,33,14,4,24,25,40,26,9,0,99,1,0,0,0,98,1,0,0,1,98,1,0,0,1,67,0,1,0,32,99,0,0,1,0,100,0,0,0,0,96,1,1,2,0,99,0,0,1,0,95,1,1,1,2,65,0,1,0,34,99,0,0,1,0,98,1,0,1,0,93,7
3,Crimea,UA-43,20,30,23,1,26,28,36,36,0,0,100,0,0,0,0,47,0,0,53,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,35,17,3,26,36,31,29,4,0,84,0,13,2,1,97,1,0,1,1,96,0,0,0,4,96,1,3,0,0,99,0,0,1,0,98,0,2,0,0,85,0,1,0,14,92,2,4,2,0,94,1,0,0,5,94,2,3,0,1,98,0,2,0,0,98,0,1,1,0,100,0
5,Donetsk Oblast,UA-14,18,33,19,1,29,30,36,34,0,0,98,0,0,2,0,95,0,0,4,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,5,1,0,0,99,1,0,0,0,98,0,1,1,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,19,32,15,2,32,25,27,31,16,1,95,0,0,4,1,91,6,1,1,1,92,0,3,2,3,97,2,0,0,1,50,2,0,0,48,89,4,6,0,1,95,1,4,0,0,80,6,2,10,2,93,1,0,3,3,98,1,0,0,1,43,1,0,0,56,89,3,7,0,1,95,5
7,Kharkiv Oblast,UA-63,19,33,17,2,29,27,34,31,2,6,99,0,1,0,0,95,3,0,2,0,99,1,0,0,0,100,0,0,0,0,99,1,0,0,0,99,0,0,0,1,78,1,18,0,3,93,0,2,5,0,97,0,3,0,0,99,1,0,0,0,97,1,2,0,0,99,0,0,0,1,99,1
8,Khersons'ka oblast,UA-65,25,31,16,1,27,35,34,30,1,0,100,0,0,0,0,85,8,3,4,0,67,0,0,0,33,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,0,0,0,8,88,0,0,8,4,48,0,4,0,48,92,4,4,0,0,92,0,4,4,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,15,39,18,4,24,31,24,26,19,0,93,0,1,4,2,95,2,2,0,1,88,3,7,2,0,35,0,64,0,1,93,1,0,4,2,91,6,0,1,2,87,9,1,2,1,88,3,6,1,2,91,2,6,1,0,30,0,69,0,1,90,1,2,6,1,90,6,1,1,2,85,15
10,Kirovohrads'ka oblast,UA-35,22,32,14,2,30,34,39,19,8,0,88,2,0,6,4,88,2,6,2,2,94,4,2,0,0,98,0,0,2,0,96,0,4,0,0,67,0,0,33,0,92,2,0,6,0,78,7,6,1,8,92,2,6,0,0,94,2,0,4,0,92,2,6,0,0,55,0,0,44,1,96,4
11,Kyiv city,UA-30,18,35,16,2,29,18,16,19,47,0,97,0,0,2,1,98,0,1,1,0,95,3,1,0,1,98,2,0,0,0,97,3,0,0,0,100,0,0,0,0,91,6,1,2,0,93,3,1,1,2,92,0,4,1,3,97,2,1,0,0,95,3,2,0,0,99,0,0,0,1,88,12
12,Kyivs'ka oblast,UA-32,18,30,17,5,30,16,19,17,48,0,98,1,0,0,1,94,2,1,2,1,89,2,0,4,5,97,0,0,3,0,96,2,2,0,0,96,2,0,1,1,49,49,0,2,0,89,2,4,4,1,87,1,2,5,5,96,0,1,3,0,90,3,6,1,0,95,2,0,2,1,39,61
