,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,19,32,21,2,26,28,25,29,18,0,96,0,2,2,0,100,0,0,0,0,94,0,2,4,0,40,0,0,60,0,100,0,0,0,0,87,0,0,9,4,94,0,4,0,2,98,2,0,0,0,96,0,0,4,0,31,0,0,69,0,91,5,2,0,2,84,0,0,8,8,98,2
1,Chernihivs'ka oblast,UA-74,23,34,15,2,26,23,24,23,30,0,100,0,0,0,0,93,0,0,7,0,33,0,0,67,0,93,0,0,7,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,28,0,0,72,0,93,0,0,7,0,93,0,0,0,7,100,0,0,0,0,87,13
2,Chernivets'ka oblast,UA-77,21,34,21,3,21,28,27,34,11,0,96,0,0,4,0,85,0,4,0,11,96,0,4,0,0,44,0,5,0,51,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,4,0,0,4,88,12,0,0,0,40,0,5,0,55,96,0,4,0,0,100,0,0,0,0,96,4
3,Crimea,UA-43,25,37,16,1,21,38,35,27,0,0,100,0,0,0,0,44,0,0,56,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,22,36,14,3,25,34,31,31,4,0,90,0,10,0,0,96,3,1,0,0,97,0,0,1,2,96,0,1,1,2,100,0,0,0,0,100,0,0,0,0,81,0,3,0,16,93,0,2,5,0,97,0,0,1,2,95,1,1,1,2,100,0,0,0,0,100,0,0,0,0,100,0
5,Donetsk Oblast,UA-14,24,30,21,4,21,31,36,33,0,0,89,0,2,9,0,96,0,0,4,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,90,10,0,0,0,96,0,4,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,14,40,12,5,29,33,26,34,7,0,95,0,0,4,1,97,3,0,0,0,97,2,0,0,1,97,2,0,0,1,53,0,0,0,47,88,6,1,0,5,95,2,2,1,0,85,3,3,9,0,95,0,2,0,3,92,5,0,2,1,44,0,0,0,56,86,6,1,0,7,95,5
7,Kharkiv Oblast,UA-63,16,36,15,5,28,38,29,24,3,6,97,0,0,3,0,99,0,0,1,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,78,0,20,1,1,97,3,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,97,3
8,Khersons'ka oblast,UA-65,17,30,19,4,30,37,37,26,0,0,100,0,0,0,0,94,0,6,0,0,78,0,5,0,17,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,0,0,6,0,94,0,0,0,6,74,0,0,0,26,94,0,6,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,23,40,15,1,21,31,34,23,12,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,39,1,60,0,0,93,2,0,1,4,93,5,0,0,2,98,0,0,0,2,97,1,0,2,0,91,0,7,0,2,33,1,66,0,0,91,3,0,2,4,90,7,0,0,3,95,5
