,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
10,Kirovohrads'ka oblast,UA-35,20,29,17,0,34,34,36,22,7,1,84,8,4,0,4,88,4,8,0,0,88,0,12,0,0,100,0,0,0,0,100,0,0,0,0,47,0,0,53,0,78,4,3,12,3,84,0,4,4,8,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,39,0,0,61,0,92,8
11,Kyiv city,UA-30,17,32,16,2,33,17,17,20,46,0,99,0,0,1,0,94,1,0,3,2,95,2,1,2,0,98,0,0,2,0,98,0,2,0,0,97,1,1,1,0,88,8,3,1,0,97,2,0,1,0,93,2,2,3,0,96,0,0,4,0,96,3,1,0,0,96,1,1,2,0,85,15
12,Kyivs'ka oblast,UA-32,22,34,14,5,25,20,16,16,48,0,93,2,0,5,0,93,0,0,4,3,99,0,0,0,1,97,0,3,0,0,93,0,4,3,0,99,0,0,1,0,46,52,2,0,0,90,5,5,0,0,90,5,2,2,1,93,2,3,2,0,90,2,4,3,1,99,0,0,1,0,38,62
13,Luhans'ka oblast,UA-09,22,29,17,5,27,29,43,27,1,0,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,17,35,15,5,28,26,25,30,19,0,95,2,1,2,0,47,51,1,1,0,95,2,1,0,2,93,1,2,4,0,94,1,1,2,2,94,2,2,1,1,89,4,3,3,1,41,1,0,57,1,91,2,5,1,1,91,1,2,4,2,90,3,2,2,3,90,4,1,1,4,92,8
15,Mykolaivs'ka oblast,UA-48,30,25,14,0,31,25,34,40,1,0,91,9,0,0,0,66,0,31,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,91,0,0,9,0,91,0,0,9,0,60,0,0,3,37,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,91,0,0,9,0,95,5
16,Odessa Oblast,UA-51,17,39,16,2,26,37,34,28,1,0,84,16,0,0,0,95,0,1,4,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,79,0,0,21,0,99,0,0,0,1,99,0,0,0,1,99,0,1,0,0,98,0,1,0,1,100,0,0,0,0,100,0
17,Poltavs'ka oblast,UA-53,22,34,14,3,27,26,35,30,8,1,97,0,0,3,0,100,0,0,0,0,97,1,0,0,2,62,33,1,3,1,94,0,6,0,0,97,0,0,3,0,90,3,6,1,0,97,3,0,0,0,97,0,1,0,2,56,40,0,3,1,91,1,8,0,0,97,0,0,3,0,96,4
18,Rivnens'ka oblast,UA-56,24,32,17,5,22,26,34,27,12,1,87,3,5,5,0,92,5,3,0,0,97,0,3,0,0,97,3,0,0,0,36,0,1,63,0,89,0,0,2,9,80,8,5,2,5,80,10,0,8,2,97,3,0,0,0,97,3,0,0,0,30,0,0,70,0,80,0,0,2,18,85,15
19,Sevastopol' city,UA-40,28,34,17,0,21,33,40,27,0,0,100,0,0,0,0,4,0,0,96,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,24,41,7,2,26,26,36,32,6,0,96,4,0,0,0,100,0,0,0,0,92,0,8,0,0,100,0,0,0,0,43,0,57,0,0,100,0,0,0,0,96,0,0,4,0,100,0,0,0,0,100,0,0,0,0,96,0,4,0,0,39,0,60,1,0,100,0,0,0,0,100,0
21,Ternopil's'ka oblast,UA-61,22,39,12,2,25,32,27,29,12,0,92,0,0,8,0,98,2,0,0,0,95,0,3,0,2,100,0,0,0,0,95,0,3,0,2,40,59,1,0,0,95,5,0,0,0,83,7,0,10,0,98,0,0,0,2,95,0,3,0,2,95,0,3,0,2,36,62,1,0,1,95,5
22,Vinnyts'ka oblast,UA-05,27,31,14,4,24,23,33,31,13,0,95,2,2,1,0,97,1,0,0,2,47,53,0,0,0,100,0,0,0,0,95,1,4,0,0,97,2,0,0,1,90,4,4,1,1,93,2,0,1,4,38,0,62,0,0,93,0,4,0,3,93,2,4,0,1,95,2,0,2,1,90,10
23,Volyns'ka oblast,UA-07,23,37,12,4,24,38,25,29,5,3,96,0,0,0,4,92,8,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,4,0,36,0,0,3,61,88,0,12,0,0,84,0,4,12,0,100,0,0,0,0,100,0,0,0,0,92,0,0,8,0,26,0,0,2,72,96,4
24,Zakarpats'ka oblast,UA-21,31,26,19,4,20,27,27,33,13,0,98,0,0,2,0,100,0,0,0,0,93,0,3,2,2,98,2,0,0,0,100,0,0,0,0,63,2,34,1,0,98,0,0,0,2,91,2,0,2,5,96,0,0,2,2,98,2,0,0,0,98,0,0,0,2,58,1,39,1,1,98,2
25,Zaporiz'ka oblast,UA-23,14,32,21,2,31,36,33,31,0,0,81,0,4,0,15,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,0,0,3,5,85,0,15,0,0,98,2,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,2
26,Zhytomyrs'ka oblast,UA-18,15,35,22,1,27,30,24,17,28,1,91,0,9,0,0,96,0,0,4,0,96,0,4,0,0,96,0,4,0,0,34,66,0,0,0,100,0,0,0,0,77,4,3,8,8,100,0,0,0,0,100,0,0,0,0,96,0,4,0,0,29,70,0,1,0,100,0,0,0,0,87,13
