,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,22,38,14,2,24,30,29,23,18,0,97,3,0,0,0,95,0,0,5,0,92,3,2,0,3,35,0,0,65,0,95,2,3,0,0,97,0,0,3,0,89,3,2,6,0,97,0,0,3,0,95,0,3,0,2,28,0,0,72,0,95,3,2,0,0,95,0,0,5,0,95,5
1,Chernihivs'ka oblast,UA-74,13,38,15,1,33,28,27,18,26,1,100,0,0,0,0,100,0,0,0,0,46,0,2,52,0,100,0,0,0,0,84,0,16,0,0,100,0,0,0,0,96,0,4,0,0,100,0,0,0,0,46,0,0,54,0,96,4,0,0,0,84,0,16,0,0,100,0,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,25,29,10,4,32,25,38,29,8,0,97,0,0,0,3,97,0,0,3,0,100,0,0,0,0,55,0,1,0,44,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,94,0,6,0,0,97,0,3,0,0,46,0,1,0,53,97,3,0,0,0,97,3,0,0,0,97,3
3,Crimea,UA-43,15,36,21,1,27,27,44,29,0,0,100,0,0,0,0,57,0,0,43,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1
4,Dnipropetrovsk Oblast,UA-12,19,36,15,2,28,34,31,32,3,0,83,1,15,1,0,97,2,1,0,0,98,0,1,0,1,97,2,1,0,0,97,2,0,1,0,99,1,0,0,0,79,0,2,1,18,94,2,0,3,1,99,0,0,0,1,97,2,1,0,0,97,2,0,1,0,99,1,0,0,0,99,1
5,Donetsk Oblast,UA-14,15,36,22,2,25,36,36,27,1,0,99,0,0,1,0,93,0,0,5,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,5,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,21,32,17,2,28,28,36,23,13,0,90,2,0,5,3,90,7,0,1,2,97,0,0,0,3,98,2,0,0,0,44,0,0,0,56,95,3,2,0,0,95,1,0,4,0,81,6,5,8,0,95,1,0,0,4,98,2,0,0,0,39,0,0,0,61,93,5,2,0,0,98,2
7,Kharkiv Oblast,UA-63,22,32,17,5,24,31,33,29,1,6,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,95,1,0,4,0,100,0,0,0,0,100,0,0,0,0,80,0,20,0,0,98,0,0,2,0,100,0,0,0,0,95,1,0,4,0,98,0,0,0,2,98,2,0,0,0,100,0
8,Khersons'ka oblast,UA-65,18,35,18,2,27,32,39,29,0,0,100,0,0,0,0,89,0,0,11,0,70,0,0,0,30,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,67,0,0,0,33,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,5
9,Khmel'nyts'ka oblast,UA-68,22,38,15,6,19,32,23,28,17,0,94,0,0,3,3,91,3,0,0,6,94,6,0,0,0,25,0,74,0,1,83,6,0,11,0,97,3,0,0,0,94,0,3,0,3,88,3,3,6,0,83,5,12,0,0,21,0,78,0,1,85,3,0,12,0,91,9,0,0,0,97,3
