,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,18,33,24,3,22,29,25,29,17,0,100,0,0,0,0,96,2,0,2,0,98,2,0,0,0,42,0,0,58,0,98,0,2,0,0,98,0,0,2,0,90,8,2,0,0,90,2,0,6,2,92,0,4,0,4,30,0,0,70,0,96,0,4,0,0,98,0,0,2,0,90,10
1,Chernihivs'ka oblast,UA-74,18,33,24,4,21,33,26,25,16,0,95,2,0,3,0,98,0,0,2,0,58,1,0,41,0,95,5,0,0,0,98,2,0,0,0,100,0,0,0,0,98,0,0,2,0,92,5,3,0,0,48,0,1,51,0,92,5,0,3,0,92,3,5,0,0,98,0,0,0,2,95,5
2,Chernivets'ka oblast,UA-77,20,28,20,4,28,18,31,43,8,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,70,0,1,0,29,95,0,0,0,5,99,1,0,0,0,97,0,1,2,0,99,0,0,1,0,100,0,0,0,0,65,0,1,0,34,95,0,0,0,5,99,1,0,0,0,95,5
3,Crimea,UA-43,24,34,18,0,24,28,38,34,0,0,100,0,0,0,0,52,0,0,48,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,33,18,4,25,32,35,30,3,0,92,0,8,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,88,0,0,0,12,98,1,0,1,0,100,0,0,0,0,99,0,1,0,0,99,0,0,1,0,100,0,0,0,0,100,0
5,Donetsk Oblast,UA-14,22,29,18,3,28,29,41,29,1,0,95,0,1,4,0,98,0,0,2,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,92,8,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,19,31,17,5,28,25,22,41,12,0,95,0,2,3,0,87,5,0,3,5,97,3,0,0,0,99,0,0,0,1,44,0,0,0,56,95,1,4,0,0,90,1,3,4,2,76,8,0,13,3,87,10,3,0,0,97,0,0,1,2,36,0,0,0,64,93,3,4,0,0,93,7
7,Kharkiv Oblast,UA-63,19,30,18,5,28,28,31,39,1,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,90,0,10,0,0,100,0,0,0,0,99,1,0,0,0,99,1,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,25,34,15,2,24,35,35,28,2,0,100,0,0,0,0,93,0,2,5,0,78,0,1,0,21,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,97,0,1,0,2,60,0,0,0,40,97,0,0,2,1,98,0,0,0,2,100,0,0,0,0,98,2
9,Khmel'nyts'ka oblast,UA-68,24,36,16,1,23,28,29,23,20,0,95,0,0,5,0,95,1,2,2,0,93,5,2,0,0,40,0,59,0,1,95,2,0,2,1,97,3,0,0,0,97,0,1,2,0,87,11,0,1,1,93,1,6,0,0,32,0,67,0,1,92,2,1,4,1,90,9,0,0,1,95,5
10,Kirovohrads'ka oblast,UA-35,22,28,19,2,29,29,37,28,6,0,98,0,0,2,0,96,0,4,0,0,100,0,0,0,0,98,0,0,2,0,100,0,0,0,0,74,0,0,26,0,100,0,0,0,0,92,2,2,0,4,98,2,0,0,0,96,2,0,2,0,100,0,0,0,0,66,0,1,32,1,100,0
11,Kyiv city,UA-30,19,32,17,4,28,20,21,27,32,0,97,1,1,1,0,96,2,0,1,1,97,1,1,1,0,98,0,1,1,0,96,1,0,2,1,99,0,0,0,1,93,3,0,2,2,93,1,0,6,0,94,2,2,2,0,96,1,1,2,0,94,2,1,2,1,97,0,0,1,2,91,9
12,Kyivs'ka oblast,UA-32,19,33,18,2,28,23,21,23,33,0,98,0,0,2,0,97,1,0,0,2,95,2,2,1,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,69,30,0,1,0,94,5,0,1,0,93,3,2,2,0,96,0,0,4,0,97,2,0,0,1,99,0,0,0,1,60,40
13,Luhans'ka oblast,UA-09,17,35,19,3,26,35,38,26,1,0,100,0,0,0,0,87,0,0,1,12,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,99,1,0,0,0,80,20,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,19,31,20,3,27,27,26,39,8,0,99,0,0,1,0,43,56,0,0,1,99,0,1,0,0,100,0,0,0,0,99,0,0,1,0,97,2,0,0,1,98,1,0,1,0,34,2,0,64,0,96,4,0,0,0,100,0,0,0,0,97,0,0,2,1,93,5,0,0,2,97,3
15,Mykolaivs'ka oblast,UA-48,31,30,14,3,22,31,34,32,3,0,99,1,0,0,0,76,0,23,1,0,94,1,5,0,0,99,0,0,1,0,100,0,0,0,0,99,0,0,1,0,99,0,0,1,0,62,1,0,1,36,97,1,2,0,0,99,0,0,1,0,99,1,0,0,0,99,0,0,1,0,100,0
16,Odessa Oblast,UA-51,19,33,19,2,27,31,33,35,1,0,90,10,0,0,0,98,0,0,2,0,98,1,0,0,1,99,0,1,0,0,100,0,0,0,0,99,1,0,0,0,82,0,0,18,0,97,2,1,0,0,98,0,1,0,1,98,0,2,0,0,100,0,0,0,0,99,1,0,0,0,99,1
17,Poltavs'ka oblast,UA-53,19,34,18,1,28,31,33,30,6,0,99,0,0,1,0,98,1,0,1,0,97,1,2,0,0,65,35,0,0,0,99,1,0,0,0,100,0,0,0,0,97,1,1,1,0,95,3,0,2,0,98,0,1,1,0,52,48,0,0,0,91,1,5,3,0,100,0,0,0,0,96,4
18,Rivnens'ka oblast,UA-56,23,32,17,4,24,36,21,24,19,0,92,0,2,6,0,95,2,0,0,3,98,0,2,0,0,95,0,5,0,0,26,0,0,74,0,90,0,2,0,8,81,8,2,7,2,81,7,2,10,0,95,2,0,0,3,92,0,8,0,0,21,0,0,79,0,83,0,2,0,15,85,15
