,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,18,40,18,3,21,27,26,29,18,0,94,0,1,5,0,91,3,0,0,6,92,5,2,1,0,41,0,0,59,0,99,0,0,1,0,97,0,0,2,1,86,7,3,3,1,92,5,0,3,0,85,8,4,3,0,33,0,0,67,0,97,0,0,2,1,97,0,0,2,1,88,12
1,Chernihivs'ka oblast,UA-74,19,35,19,3,24,24,34,18,24,0,91,5,0,4,0,100,0,0,0,0,44,0,4,52,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,83,4,0,9,4,91,4,0,5,0,38,0,2,60,0,100,0,0,0,0,95,0,5,0,0,100,0,0,0,0,91,9
2,Chernivets'ka oblast,UA-77,15,40,16,4,25,41,30,17,11,1,95,0,0,5,0,95,4,1,0,0,96,2,2,0,0,54,0,0,0,46,100,0,0,0,0,98,2,0,0,0,95,2,3,0,0,88,5,0,6,1,98,0,2,0,0,49,0,0,0,51,98,0,0,2,0,96,4,0,0,0,98,2
3,Crimea,UA-43,23,32,16,3,26,33,38,29,0,0,100,0,0,0,0,39,0,0,61,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,37,14,2,27,36,30,31,3,0,86,0,12,2,0,97,0,0,3,0,97,0,0,2,1,98,0,2,0,0,99,1,0,0,0,99,0,0,1,0,86,0,1,0,13,94,5,1,0,0,96,0,0,3,1,97,1,2,0,0,98,2,0,0,0,98,1,0,1,0,100,0
5,Donetsk Oblast,UA-14,20,41,14,4,21,37,34,29,0,0,93,0,0,7,0,95,0,0,4,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,7,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,22,34,15,3,26,30,28,30,12,0,96,1,1,2,0,93,5,1,0,1,99,0,0,0,1,100,0,0,0,0,58,0,0,1,41,96,4,0,0,0,96,2,0,1,1,85,4,0,10,1,97,1,0,0,2,99,0,0,0,1,46,0,0,2,52,90,4,0,0,6,94,6
7,Kharkiv Oblast,UA-63,20,32,15,3,30,31,36,23,3,7,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,97,2,0,1,0,97,2,1,0,0,100,0,0,0,0,72,0,28,0,0,95,0,1,4,0,100,0,0,0,0,97,2,0,1,0,97,2,1,0,0,99,0,1,0,0,97,3
8,Khersons'ka oblast,UA-65,22,18,22,7,31,17,51,30,2,0,100,0,0,0,0,89,0,0,11,0,40,0,0,0,60,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,89,11,0,0,0,32,0,0,0,68,89,0,0,11,0,89,0,11,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,19,36,15,3,27,36,26,23,15,0,95,1,1,3,0,96,1,3,0,0,95,3,0,1,1,46,1,53,0,0,91,5,0,3,1,99,0,1,0,0,93,2,1,3,1,91,3,0,4,2,91,1,3,1,4,40,0,60,0,0,90,7,0,2,1,93,1,3,0,3,98,2
10,Kirovohrads'ka oblast,UA-35,22,30,19,3,26,31,33,26,10,0,97,0,0,3,0,86,0,5,9,0,100,0,0,0,0,94,0,0,6,0,100,0,0,0,0,53,0,0,47,0,100,0,0,0,0,91,3,0,0,6,97,0,0,3,0,91,0,0,9,0,91,0,3,6,0,46,0,0,54,0,100,0
11,Kyiv city,UA-30,18,36,16,3,27,17,17,17,49,0,97,0,0,3,0,96,2,2,0,0,97,3,0,0,0,97,0,1,2,0,97,1,0,1,1,98,0,0,1,1,92,6,2,0,0,92,3,0,3,2,95,1,3,1,0,95,1,2,2,0,94,3,0,2,1,95,1,0,1,3,92,8
12,Kyivs'ka oblast,UA-32,18,35,16,1,30,18,17,17,48,0,92,3,0,5,0,96,3,0,1,0,94,2,1,2,1,99,0,1,0,0,97,3,0,0,0,97,0,1,1,1,54,42,2,2,0,90,5,0,5,0,92,1,4,2,1,99,0,1,0,0,92,6,1,0,1,97,0,2,0,1,46,54
