,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
10,Kirovohrads'ka oblast,UA-35,25,35,18,1,21,29,34,34,3,0,97,0,3,0,0,97,0,3,0,0,100,0,0,0,0,94,0,0,6,0,100,0,0,0,0,65,0,0,35,0,91,0,3,3,3,97,0,0,0,3,100,0,0,0,0,94,0,0,6,0,97,0,0,3,0,60,0,0,40,0,97,3
11,Kyiv city,UA-30,22,30,15,2,31,16,17,17,50,0,98,0,0,2,0,96,0,0,2,2,95,1,1,3,0,96,0,1,3,0,95,3,1,1,0,100,0,0,0,0,90,8,0,2,0,97,2,0,1,0,93,3,2,2,0,94,1,1,4,0,94,4,1,1,0,98,0,0,0,2,88,12
12,Kyivs'ka oblast,UA-32,10,38,21,2,29,18,18,15,49,0,97,0,1,2,0,97,0,0,3,0,89,2,5,3,1,97,0,0,3,0,99,1,0,0,0,100,0,0,0,0,53,47,0,0,0,94,1,0,5,0,92,0,2,5,1,95,0,0,5,0,95,4,1,0,0,97,0,0,1,2,45,55
13,Luhans'ka oblast,UA-09,22,38,15,0,25,34,41,25,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,18,31,19,4,28,24,25,32,19,0,94,0,3,3,0,54,45,0,1,0,95,0,3,0,2,95,1,3,1,0,87,2,1,6,4,95,1,0,2,2,90,2,4,1,3,45,2,0,52,1,90,2,3,3,2,93,1,4,2,0,84,4,1,7,4,91,2,1,2,4,95,5
15,Mykolaivs'ka oblast,UA-48,20,26,20,2,32,25,45,26,4,0,100,0,0,0,0,70,0,30,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,0,0,5,63,0,0,0,37,95,5,0,0,0,95,0,0,5,0,100,0,0,0,0,95,0,0,0,5,100,0
16,Odessa Oblast,UA-51,25,36,10,2,27,40,34,24,2,0,86,13,0,1,0,98,0,0,2,0,98,0,0,0,2,99,0,0,1,0,100,0,0,0,0,99,0,0,0,1,82,1,0,17,0,95,1,1,2,1,98,0,0,0,2,98,0,0,1,1,99,0,1,0,0,99,0,0,0,1,99,1
17,Poltavs'ka oblast,UA-53,20,31,17,2,30,28,30,34,8,0,95,2,1,2,0,93,0,1,2,4,97,0,2,1,0,58,40,1,0,1,90,0,7,2,1,100,0,0,0,0,91,0,3,4,2,97,2,0,0,1,93,3,2,2,0,51,47,1,0,1,88,0,7,1,4,100,0,0,0,0,100,0
18,Rivnens'ka oblast,UA-56,19,33,15,1,32,30,27,22,20,1,97,0,3,0,0,90,7,3,0,0,97,0,3,0,0,93,0,3,0,4,48,0,0,52,0,86,8,3,0,3,86,3,7,0,4,86,0,0,11,3,100,0,0,0,0,90,0,7,0,3,37,0,0,63,0,86,8,3,0,3,90,10
19,Sevastopol' city,UA-40,32,29,8,5,26,34,27,36,3,0,100,0,0,0,0,2,0,0,98,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,19,36,22,4,19,24,43,23,9,1,100,0,0,0,0,100,0,0,0,0,97,0,3,0,0,100,0,0,0,0,72,0,28,0,0,100,0,0,0,0,94,0,6,0,0,100,0,0,0,0,100,0,0,0,0,97,0,3,0,0,64,0,34,2,0,94,3,0,0,3,100,0
21,Ternopil's'ka oblast,UA-61,23,31,18,3,25,27,31,30,10,2,88,0,3,9,0,91,9,0,0,0,94,0,3,0,3,80,3,11,0,6,97,0,0,3,0,38,61,1,0,0,88,0,6,3,3,72,7,0,21,0,91,3,0,3,3,78,2,14,0,6,97,0,0,3,0,34,65,1,0,0,91,9
22,Vinnyts'ka oblast,UA-05,20,30,18,1,31,23,28,36,11,2,96,2,0,2,0,94,2,2,2,0,41,58,1,0,0,96,2,0,0,2,98,2,0,0,0,100,0,0,0,0,86,6,6,2,0,90,4,2,2,2,34,0,66,0,0,94,2,2,0,2,96,2,2,0,0,98,0,0,2,0,88,12
23,Volyns'ka oblast,UA-07,21,37,14,3,25,29,22,28,21,0,100,0,0,0,0,85,15,0,0,0,100,0,0,0,0,100,0,0,0,0,89,0,5,6,0,29,0,0,0,71,100,0,0,0,0,70,0,0,30,0,89,11,0,0,0,95,0,0,0,5,85,0,5,10,0,26,0,0,0,74,95,5
24,Zakarpats'ka oblast,UA-21,39,24,8,6,23,28,26,29,17,0,89,3,2,6,0,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,97,0,0,0,3,58,0,42,0,0,92,0,3,2,3,95,5,0,0,0,97,0,3,0,0,97,0,0,3,0,97,0,0,0,3,52,0,48,0,0,97,3
25,Zaporiz'ka oblast,UA-23,21,30,16,3,30,32,39,25,4,0,80,0,0,2,18,93,2,0,5,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,68,4,27,1,0,100,0,0,0,0,95,2,0,0,3,100,0,0,0,0,95,0,2,0,3,100,0
26,Zhytomyrs'ka oblast,UA-18,22,29,20,4,25,21,22,32,24,1,100,0,0,0,0,91,0,0,5,4,96,4,0,0,0,96,4,0,0,0,47,53,0,0,0,100,0,0,0,0,80,8,4,8,0,100,0,0,0,0,87,4,9,0,0,91,4,0,0,5,37,63,0,0,0,96,0,0,0,4,87,13
