,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,22,33,14,2,29,31,21,29,19,0,99,0,0,1,0,93,0,0,3,4,99,0,0,0,1,43,0,0,57,0,100,0,0,0,0,96,0,0,3,1,90,6,2,1,1,95,2,0,3,0,90,5,3,1,1,34,0,0,66,0,93,0,4,0,3,93,1,0,3,3,93,7
1,Chernihivs'ka oblast,UA-74,22,38,16,2,22,24,17,24,35,0,100,0,0,0,0,91,0,0,5,4,40,0,0,60,0,91,9,0,0,0,87,4,9,0,0,100,0,0,0,0,95,5,0,0,0,95,0,5,0,0,36,1,0,63,0,91,9,0,0,0,83,4,13,0,0,95,0,0,0,5,95,5
2,Chernivets'ka oblast,UA-77,23,31,15,3,28,26,30,29,15,0,96,0,0,4,0,92,2,0,4,2,96,2,0,0,2,55,0,2,0,43,96,0,0,2,2,94,2,2,0,2,92,0,6,2,0,85,6,1,6,2,85,4,1,4,6,43,1,4,1,51,88,2,0,4,6,86,4,4,2,4,98,2
3,Crimea,UA-43,24,32,16,2,26,31,34,35,0,0,100,0,0,0,0,41,0,0,59,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,37,15,3,24,36,30,31,3,0,84,0,15,1,0,99,0,0,1,0,95,0,2,1,2,99,1,0,0,0,97,2,0,1,0,99,0,0,1,0,82,0,0,0,18,96,3,1,0,0,95,1,1,1,2,97,2,0,1,0,97,2,0,1,0,98,0,0,1,1,99,1
5,Donetsk Oblast,UA-14,21,35,16,3,25,35,35,30,0,0,96,0,0,4,0,96,0,0,4,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,2,1,0,95,4,0,0,1,99,0,1,0,0,96,2,1,1,0,99,0,0,1,0,99,0,0,0,1,99,1
6,Ivano-Frankivs'ka oblast,UA-26,21,32,14,4,29,28,29,29,14,0,94,0,0,5,1,93,5,1,1,0,93,0,1,2,4,92,1,1,0,6,59,0,0,0,41,98,0,0,1,1,92,5,2,1,0,83,6,1,9,1,94,0,0,2,4,91,2,1,0,6,46,0,0,0,54,96,1,1,1,1,93,7
7,Kharkiv Oblast,UA-63,24,34,14,2,26,30,28,34,2,6,99,0,1,0,0,99,0,0,1,0,100,0,0,0,0,99,1,0,0,0,99,0,1,0,0,100,0,0,0,0,77,0,22,0,1,99,0,1,0,0,99,0,1,0,0,99,1,0,0,0,97,0,2,0,1,97,0,0,3,0,99,1
8,Khersons'ka oblast,UA-65,17,38,18,2,25,40,29,30,1,0,100,0,0,0,0,97,3,0,0,0,65,0,2,0,33,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,0,3,3,0,56,0,0,0,44,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,97,3
9,Khmel'nyts'ka oblast,UA-68,25,34,14,3,24,26,23,31,20,0,95,1,1,1,2,99,0,0,0,1,95,1,3,0,1,52,0,48,0,0,98,1,1,0,0,98,2,0,0,0,89,7,1,2,1,91,2,3,4,0,96,1,2,0,1,42,0,58,0,0,96,2,1,1,0,94,3,1,0,2,91,9
10,Kirovohrads'ka oblast,UA-35,26,36,14,2,22,38,27,26,9,0,96,2,0,2,0,96,0,2,0,2,96,0,4,0,0,96,2,0,2,0,100,0,0,0,0,51,0,0,49,0,94,0,2,4,0,90,6,0,0,4,96,2,0,2,0,87,3,6,2,2,98,0,0,2,0,44,0,0,55,1,96,4
11,Kyiv city,UA-30,19,31,16,4,30,15,16,20,49,0,97,2,0,0,1,96,1,0,2,1,94,1,1,3,1,95,0,1,3,1,98,1,0,1,0,100,0,0,0,0,89,10,0,1,0,93,0,2,4,1,91,1,3,4,1,91,1,2,4,2,95,4,1,0,0,99,0,0,0,1,84,16
12,Kyivs'ka oblast,UA-32,19,34,16,3,28,19,16,21,44,0,96,1,0,2,1,95,1,1,3,0,91,1,2,4,2,97,1,1,1,0,98,0,1,0,1,98,1,1,0,0,48,51,1,0,0,94,3,1,1,1,92,1,1,4,2,93,3,1,2,1,98,0,1,0,1,96,1,2,0,1,41,59
13,Luhans'ka oblast,UA-09,27,35,13,3,22,34,33,33,0,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,100,0
14,Lviv Oblast,UA-46,20,34,15,3,28,24,27,32,17,0,92,2,1,3,2,54,44,1,1,0,90,6,2,1,1,95,0,2,2,1,92,2,1,4,1,94,1,0,0,5,86,5,4,3,2,43,2,1,53,1,87,3,6,2,2,91,2,4,2,1,87,4,1,5,3,90,2,1,0,7,90,10
15,Mykolaivs'ka oblast,UA-48,29,32,11,4,24,32,28,39,1,0,98,0,0,2,0,60,1,37,2,0,95,3,0,0,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,55,3,0,1,41,92,0,3,3,2,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,100,0
16,Odessa Oblast,UA-51,20,33,15,6,26,33,31,35,1,0,82,17,1,0,0,96,0,1,3,0,96,2,1,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,77,0,0,22,1,97,0,0,0,3,95,1,3,0,1,98,0,0,1,1,100,0,0,0,0,99,0,0,0,1,100,0
17,Poltavs'ka oblast,UA-53,18,35,16,3,28,32,28,30,9,1,91,1,3,3,2,95,0,0,4,1,95,0,2,3,0,65,35,0,0,0,96,0,2,1,1,95,1,2,1,1,86,0,9,2,3,90,4,2,4,0,96,1,0,3,0,49,50,1,0,0,95,0,2,1,2,93,1,2,2,2,96,4
18,Rivnens'ka oblast,UA-56,17,39,14,1,29,27,25,30,17,1,94,0,1,3,2,97,2,0,0,1,99,0,0,0,1,99,0,1,0,0,44,2,0,54,0,90,0,0,0,10,87,6,4,0,3,86,6,1,7,0,96,1,0,0,3,94,3,2,1,0,36,1,0,63,0,86,0,1,1,12,90,10
19,Sevastopol' city,UA-40,29,31,18,1,21,29,37,33,1,0,100,0,0,0,0,2,0,0,98,0,95,0,5,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,18,33,18,2,29,32,28,29,10,1,100,0,0,0,0,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,53,0,47,0,0,100,0,0,0,0,97,0,3,0,0,95,0,2,0,3,97,0,0,3,0,95,0,2,3,0,47,1,52,0,0,97,0,3,0,0,100,0
21,Ternopil's'ka oblast,UA-61,24,30,16,3,27,24,27,31,18,0,93,0,4,1,2,96,0,2,2,0,100,0,0,0,0,96,0,2,0,2,96,2,2,0,0,42,58,0,0,0,94,0,2,0,4,86,3,2,7,2,98,2,0,0,0,88,2,3,0,7,98,2,0,0,0,35,65,0,0,0,90,10
