,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,14,35,21,2,28,31,24,26,19,0,98,2,0,0,0,98,0,0,0,2,93,2,3,0,2,40,0,0,60,0,100,0,0,0,0,96,0,0,4,0,96,0,0,4,0,98,2,0,0,0,91,2,5,0,2,31,0,0,69,0,100,0,0,0,0,91,0,2,7,0,98,2
1,Chernihivs'ka oblast,UA-74,19,24,33,2,22,17,23,28,32,0,100,0,0,0,0,90,10,0,0,0,42,0,0,58,0,100,0,0,0,0,95,5,0,0,0,100,0,0,0,0,100,0,0,0,0,90,0,0,10,0,37,0,0,63,0,95,0,5,0,0,90,5,5,0,0,86,0,5,5,4,100,0
2,Chernivets'ka oblast,UA-77,21,31,17,0,31,31,32,31,6,0,96,0,0,0,4,96,4,0,0,0,100,0,0,0,0,40,0,3,0,57,96,0,0,0,4,89,11,0,0,0,100,0,0,0,0,89,0,4,7,0,93,0,0,3,4,35,0,4,0,61,89,0,0,3,8,86,11,0,3,0,96,4
3,Crimea,UA-43,20,37,13,2,28,39,34,27,0,0,100,0,0,0,0,42,0,0,58,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,25,30,18,2,25,30,30,39,1,0,83,0,13,3,1,99,0,1,0,0,98,1,1,0,0,100,0,0,0,0,96,3,0,1,0,99,0,1,0,0,83,0,1,0,16,90,7,2,0,1,98,0,0,0,2,100,0,0,0,0,95,4,0,1,0,98,0,1,1,0,100,0
5,Donetsk Oblast,UA-14,25,36,16,2,21,36,28,36,0,0,95,0,1,4,0,92,0,0,8,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,93,7,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,23,27,24,7,19,25,27,38,10,0,97,0,0,3,0,96,4,0,0,0,97,0,0,1,2,99,0,0,0,1,54,0,0,0,46,96,3,1,0,0,96,2,1,1,0,89,2,0,9,0,96,1,0,1,2,96,1,0,0,3,46,0,0,0,54,96,3,1,0,0,97,3
7,Kharkiv Oblast,UA-63,24,29,20,2,25,23,29,35,2,11,97,0,0,3,0,100,0,0,0,0,97,1,2,0,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,72,0,28,0,0,96,3,0,1,0,99,0,1,0,0,99,0,0,1,0,97,3,0,0,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,0,34,33,0,33,10,40,50,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,84,0,0,0,16,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,23,33,13,7,24,31,22,32,15,0,98,0,0,2,0,92,6,0,0,2,96,4,0,0,0,42,1,57,0,0,96,2,0,0,2,96,2,0,2,0,96,0,2,2,0,84,2,0,10,4,92,2,6,0,0,32,2,65,0,1,94,4,0,0,2,94,4,0,2,0,98,2
