,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,20,29,17,4,30,24,27,30,19,0,93,4,0,2,1,99,0,0,1,0,95,2,1,0,2,40,1,0,59,0,97,2,0,1,0,92,0,0,8,0,87,7,3,3,0,92,6,1,1,0,92,0,2,1,5,33,1,0,66,0,97,2,0,1,0,90,1,0,9,0,90,10
1,Chernihivs'ka oblast,UA-74,24,36,16,5,19,24,17,25,34,0,100,0,0,0,0,100,0,0,0,0,50,0,0,50,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,87,13,0,0,0,87,6,0,7,0,39,2,0,59,0,93,0,7,0,0,100,0,0,0,0,100,0,0,0,0,82,18
2,Chernivets'ka oblast,UA-77,18,37,16,1,28,25,35,29,11,0,90,0,0,10,0,99,1,0,0,0,99,1,0,0,0,63,0,1,0,36,99,0,1,0,0,99,1,0,0,0,97,0,1,0,2,87,11,0,1,1,95,0,3,0,2,57,0,1,0,42,97,0,3,0,0,93,4,2,1,0,100,0
3,Crimea,UA-43,23,30,17,2,28,30,37,33,0,0,100,0,0,0,0,39,0,0,61,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,34,17,4,27,32,31,34,2,1,88,0,10,2,0,99,0,0,1,0,97,0,2,0,1,99,0,0,1,0,100,0,0,0,0,99,0,0,1,0,83,0,4,0,13,94,4,1,1,0,95,1,0,2,2,98,0,0,2,0,99,1,0,0,0,99,0,0,1,0,99,1
5,Donetsk Oblast,UA-14,16,36,20,1,27,35,38,27,0,0,95,0,1,4,0,99,1,0,0,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,91,8,0,1,0,99,0,1,0,0,98,1,0,1,0,99,1,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,21,31,18,4,26,25,31,29,14,1,96,1,1,2,0,92,4,1,0,3,99,0,1,0,0,99,0,0,0,1,57,0,0,0,43,94,4,1,0,1,92,1,4,2,1,88,3,1,7,1,96,3,1,0,0,99,0,0,0,1,50,0,0,1,49,94,4,1,0,1,96,4
7,Kharkiv Oblast,UA-63,22,26,17,1,34,24,35,31,1,9,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,95,3,1,1,0,100,0,0,0,0,100,0,0,0,0,72,2,26,0,0,97,3,0,0,0,100,0,0,0,0,93,5,1,1,0,100,0,0,0,0,100,0,0,0,0,97,3
8,Khersons'ka oblast,UA-65,22,31,15,6,26,38,37,25,0,0,100,0,0,0,0,86,0,5,9,0,53,0,0,0,47,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,90,0,0,5,5,48,0,0,0,52,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,25,29,15,1,30,25,31,27,17,0,97,0,1,2,0,94,1,4,0,1,94,2,1,1,2,45,0,54,1,0,97,0,0,3,0,97,2,0,1,0,96,0,1,0,3,90,3,1,3,3,91,1,5,1,2,38,0,60,1,1,94,0,0,3,3,90,5,1,3,1,100,0
