,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,22,36,19,3,20,33,26,24,17,0,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,66,0,0,34,0,100,0,0,0,0,100,0,0,0,0,92,6,0,0,2,100,0,0,0,0,98,0,0,2,0,51,0,0,49,0,100,0,0,0,0,98,2,0,0,0,89,11
1,Chernihivs'ka oblast,UA-74,23,37,14,2,24,46,24,19,11,0,100,0,0,0,0,98,2,0,0,0,61,0,1,38,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,95,0,3,2,0,51,0,0,49,0,95,2,0,3,0,98,0,0,2,0,93,5,2,0,0,91,9
2,Chernivets'ka oblast,UA-77,20,24,19,3,34,27,35,33,5,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,61,0,2,0,37,94,0,0,0,6,100,0,0,0,0,97,3,0,0,0,97,0,0,0,3,100,0,0,0,0,52,0,3,0,45,94,0,0,0,6,100,0,0,0,0,94,6
3,Crimea,UA-43,18,34,19,2,27,29,36,34,1,0,100,0,0,0,0,58,0,0,42,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,22,31,16,3,28,31,36,32,1,0,90,0,10,0,0,100,0,0,0,0,99,1,0,0,0,99,1,0,0,0,100,0,0,0,0,99,0,0,1,0,86,0,0,0,14,97,1,1,1,0,99,0,1,0,0,98,2,0,0,0,98,0,2,0,0,97,1,0,2,0,100,0
5,Donetsk Oblast,UA-14,22,35,15,5,23,38,31,30,1,0,94,0,0,6,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,91,9,0,0,0,100,0,0,0,0,99,0,0,1,0,99,0,1,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,20,32,17,6,25,30,31,32,7,0,99,1,0,0,0,97,3,0,0,0,100,0,0,0,0,97,0,1,0,2,63,0,0,0,37,99,1,0,0,0,97,0,0,1,2,91,3,0,6,0,100,0,0,0,0,95,1,2,0,2,48,0,0,0,52,97,3,0,0,0,99,1
7,Kharkiv Oblast,UA-63,21,31,16,4,28,28,36,35,0,1,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,89,0,11,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,98,2
8,Khersons'ka oblast,UA-65,25,31,11,3,30,34,33,29,4,0,100,0,0,0,0,96,0,0,4,0,83,0,0,0,17,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,72,0,0,0,28,100,0,0,0,0,100,0,0,0,0,98,2,0,0,0,98,2
9,Khmel'nyts'ka oblast,UA-68,25,35,7,6,27,28,26,30,16,0,100,0,0,0,0,98,2,0,0,0,97,0,3,0,0,52,0,46,0,2,95,2,0,2,1,97,3,0,0,0,98,0,2,0,0,95,0,0,5,0,98,0,2,0,0,41,0,58,0,1,90,4,0,1,5,93,7,0,0,0,100,0
10,Kirovohrads'ka oblast,UA-35,27,25,15,8,25,22,37,31,10,0,100,0,0,0,0,100,0,0,0,0,92,4,4,0,0,100,0,0,0,0,100,0,0,0,0,62,0,0,38,0,92,0,0,4,4,92,0,8,0,0,92,0,8,0,0,88,8,4,0,0,96,4,0,0,0,46,2,0,52,0,100,0
11,Kyiv city,UA-30,18,32,17,3,30,19,22,26,33,0,99,0,1,0,0,97,3,0,0,0,96,2,1,1,0,98,0,1,1,0,97,0,1,0,2,98,0,0,1,1,94,4,0,1,1,90,1,1,8,0,95,0,2,2,1,94,2,1,3,0,94,1,2,1,2,95,1,0,1,3,89,11
12,Kyivs'ka oblast,UA-32,20,32,19,3,26,21,22,23,34,0,98,2,0,0,0,98,0,1,1,0,96,0,1,2,1,100,0,0,0,0,98,0,2,0,0,99,0,1,0,0,65,34,0,1,0,97,0,1,1,1,97,0,0,2,1,99,0,0,1,0,97,1,2,0,0,98,1,1,0,0,54,46
13,Luhans'ka oblast,UA-09,23,36,14,3,24,34,37,27,2,0,100,0,0,0,0,86,0,0,3,11,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,81,18,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,19,32,18,3,28,29,27,35,9,0,100,0,0,0,0,47,53,0,0,0,98,0,2,0,0,100,0,0,0,0,98,0,0,0,2,96,2,2,0,0,99,0,0,1,0,38,0,0,62,0,98,2,0,0,0,100,0,0,0,0,97,0,0,1,2,93,4,2,0,1,98,2
15,Mykolaivs'ka oblast,UA-48,24,30,14,4,28,31,30,37,2,0,100,0,0,0,0,74,0,25,1,0,95,0,5,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,95,0,0,3,2,63,0,1,1,35,100,0,0,0,0,98,2,0,0,0,89,2,0,7,2,96,0,0,2,2,98,2
16,Odessa Oblast,UA-51,20,30,16,2,32,32,33,34,1,0,97,3,0,0,0,99,0,0,1,0,97,2,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,89,0,0,11,0,99,0,0,1,0,97,0,2,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1
17,Poltavs'ka oblast,UA-53,21,32,18,4,25,32,30,31,7,0,100,0,0,0,0,99,1,0,0,0,94,0,3,2,1,68,32,0,0,0,95,0,1,4,0,97,0,1,0,2,97,2,1,0,0,97,0,0,3,0,97,0,0,2,1,52,48,0,0,0,92,1,3,4,0,97,0,1,0,2,95,5
18,Rivnens'ka oblast,UA-56,19,35,20,2,24,33,29,26,12,0,100,0,0,0,0,93,7,0,0,0,95,5,0,0,0,98,2,0,0,0,39,1,0,60,0,93,0,2,0,5,100,0,0,0,0,84,0,0,16,0,93,0,7,0,0,95,3,2,0,0,32,0,0,68,0,88,2,2,0,8,84,16
19,Sevastopol' city,UA-40,11,50,12,4,23,39,26,35,0,0,100,0,0,0,0,5,0,0,95,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,19,36,13,2,30,34,31,28,7,0,98,0,0,2,0,98,2,0,0,0,98,0,0,2,0,100,0,0,0,0,76,0,24,0,0,100,0,0,0,0,93,2,5,0,0,97,1,0,2,0,97,0,1,2,0,97,3,0,0,0,62,1,37,0,0,97,2,0,0,1,98,2
21,Ternopil's'ka oblast,UA-61,15,34,15,3,33,33,32,24,11,0,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,99,0,1,0,0,99,0,0,0,1,58,41,0,1,0,100,0,0,0,0,87,1,1,11,0,100,0,0,0,0,93,2,4,1,0,99,0,0,0,1,50,50,0,0,0,99,1
22,Vinnyts'ka oblast,UA-05,21,31,18,3,27,28,29,33,10,0,100,0,0,0,0,98,0,0,2,0,47,52,1,0,0,94,1,3,0,2,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,96,0,0,4,0,38,0,62,0,0,93,1,2,0,4,100,0,0,0,0,99,0,0,1,0,87,13
23,Volyns'ka oblast,UA-07,25,33,21,0,21,32,28,26,14,0,100,0,0,0,0,91,9,0,0,0,100,0,0,0,0,100,0,0,0,0,88,0,0,12,0,38,1,0,0,61,97,0,0,0,3,83,0,0,17,0,97,3,0,0,0,100,0,0,0,0,78,0,0,17,5,33,1,0,0,66,94,6
24,Zakarpats'ka oblast,UA-21,44,23,9,5,19,27,33,33,7,0,98,2,0,0,0,96,4,0,0,0,96,0,2,0,2,98,0,2,0,0,100,0,0,0,0,70,0,30,0,0,98,0,0,2,0,92,0,0,8,0,98,0,0,0,2,98,0,2,0,0,100,0,0,0,0,63,0,37,0,0,98,2
25,Zaporiz'ka oblast,UA-23,19,38,12,3,28,37,30,32,1,0,97,0,0,0,3,99,0,0,1,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,84,0,16,0,0,98,0,1,1,0,98,2,0,0,0,98,1,1,0,0,99,0,1,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,18,31,21,5,25,28,21,29,22,0,97,3,0,0,0,94,0,0,6,0,100,0,0,0,0,100,0,0,0,0,44,55,0,1,0,97,0,0,0,3,91,6,0,3,0,91,3,0,6,0,94,0,0,3,3,94,3,3,0,0,32,66,0,2,0,85,0,3,0,12,80,20
